Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-113_task-EyeTracking_physio	1	-3528.909	-3320.571	208.338	1294.100	745.775	0.109	0.035	0.223	0.308
sub-113_task-EyeTracking_physio	1	-3228.896	-3020.562	208.334	2336.560	783.170	0.157	0.097	0.452	0.508
sub-113_task-EyeTracking_physio	1	-2345.551	-2187.205	158.346	1318.755	813.885	0.167	0.152	0.331	0.849
sub-113_task-EyeTracking_physio	1	-2170.539	-987.184	1183.355	1309.735	726.003	0.083	0.037	0.265	0.491
sub-113_task-EyeTracking_physio	1	-928.850	-312.168	616.682	1608.418	679.420	0.078	0.027	0.387	0.244
sub-113_task-EyeTracking_physio	1	-120.498	537.848	658.346	1270.265	732.170	0.144	0.105	0.358	1.002
sub-113_task-EyeTracking_physio	1	554.515	754.523	200.008	1179.618	729.865	0.098	0.037	0.321	0.276
sub-113_task-EyeTracking_physio	1	779.522	954.526	175.004	1043.995	659.710	0.090	0.043	0.252	0.336
sub-113_task-EyeTracking_physio	1	979.526	1187.865	208.339	970.685	567.215	0.118	0.050	0.398	0.384
sub-113_task-EyeTracking_physio	1	1204.531	1529.540	325.009	939.100	522.905	0.079	0.041	0.300	0.309
sub-113_task-EyeTracking_physio	1	1546.206	1987.882	441.676	953.920	497.710	0.077	0.033	0.324	0.275
sub-113_task-EyeTracking_physio	1	2029.554	2237.885	208.331	1326.030	584.570	0.094	0.034	0.352	0.225
sub-113_task-EyeTracking_physio	1	2262.891	2471.227	208.336	1469.525	608.955	0.115	0.063	0.408	0.343
sub-113_task-EyeTracking_physio	1	2504.560	2737.900	233.340	1595.445	667.275	0.134	0.034	0.443	0.241
sub-113_task-EyeTracking_physio	1	2771.234	2929.573	158.339	1658.655	717.580	0.087	0.021	0.225	0.200
sub-113_task-EyeTracking_physio	2	-457.076	-323.739	133.337	1335.985	718.635	0.086	0.021	0.171	0.369
sub-113_task-EyeTracking_physio	2	-307.073	409.611	716.684	1283.447	719.070	0.110	0.063	0.319	0.600
sub-113_task-EyeTracking_physio	2	426.277	617.947	191.670	1175.805	711.280	0.076	0.022	0.217	0.229
sub-113_task-EyeTracking_physio	2	634.613	892.952	258.339	1102.630	673.820	0.097	0.029	0.273	0.310
sub-113_task-EyeTracking_physio	2	909.624	1126.292	216.668	1012.705	673.952	0.094	0.017	0.180	0.205
sub-113_task-EyeTracking_physio	2	1142.959	1359.631	216.672	946.485	667.537	0.087	0.031	0.295	0.213
sub-113_task-EyeTracking_physio	2	1376.297	1576.305	200.008	892.185	605.200	0.111	0.045	0.351	0.402
sub-113_task-EyeTracking_physio	2	1609.638	1876.310	266.672	1021.290	524.340	0.094	0.025	0.318	0.217
sub-113_task-EyeTracking_physio	2	1892.977	2134.650	241.673	1163.970	508.585	0.090	0.031	0.382	0.243
sub-113_task-EyeTracking_physio	2	2167.983	2492.993	325.010	1410.645	517.740	0.082	0.032	0.444	0.183
sub-113_task-EyeTracking_physio	2	2517.992	2692.993	175.001	1547.290	520.815	0.097	0.027	0.202	0.239
sub-113_task-EyeTracking_physio	2	2809.666	3009.666	200.000	1663.365	612.630	0.307	0.171	0.453	1.340
sub-113_task-EyeTracking_physio	3	-560.321	-360.318	200.003	1253.895	734.058	0.164	0.079	0.131	0.918
sub-113_task-EyeTracking_physio	3	-351.986	-110.311	241.675	1306.965	715.495	0.192	0.068	0.624	0.336
sub-113_task-EyeTracking_physio	3	-85.312	348.035	433.347	1257.875	719.967	0.112	0.042	0.316	0.382
sub-113_task-EyeTracking_physio	3	364.701	556.369	191.668	1219.530	764.445	0.092	0.019	0.192	0.212
sub-113_task-EyeTracking_physio	3	581.370	1048.048	466.678	1130.838	808.443	0.100	0.026	0.335	0.294
sub-113_task-EyeTracking_physio	3	1089.714	1239.714	150.000	1008.435	672.525	0.072	0.030	0.147	0.317
sub-113_task-EyeTracking_physio	3	1273.054	1473.055	200.001	1025.370	551.217	0.068	0.013	0.190	0.148
