Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-125_task-EyeTracking_physio	1	-7751.779	-6993.432	758.347	1836.960	851.670	0.911	21.950	10.807	14.036
sub-125_task-EyeTracking_physio	1	-6468.415	-6085.077	383.338	1294.840	643.195	0.296	0.216	0.711	0.855
sub-125_task-EyeTracking_physio	1	-6068.412	-5435.060	633.352	1252.273	717.097	0.200	0.157	0.610	0.860
sub-125_task-EyeTracking_physio	1	-5276.723	-4943.380	333.343	1281.108	1690.265	0.144	0.122	0.382	0.767
sub-125_task-EyeTracking_physio	1	-4918.380	-4635.043	283.337	1418.912	1619.735	0.225	0.157	0.394	1.121
sub-125_task-EyeTracking_physio	1	-4410.036	-4226.700	183.336	1279.485	1104.197	0.197	0.268	0.397	1.396
sub-125_task-EyeTracking_physio	1	-4193.365	-3951.695	241.670	1193.720	1527.375	0.168	0.112	0.506	0.517
sub-125_task-EyeTracking_physio	1	-3910.025	-3701.689	208.336	605.070	1802.630	0.542	0.577	1.206	0.992
sub-125_task-EyeTracking_physio	1	-3676.683	-3551.684	124.999	422.470	1839.340	0.342	0.218	0.658	0.505
sub-125_task-EyeTracking_physio	1	-3176.681	-2960.004	216.677	1219.950	687.462	0.169	0.117	0.583	0.545
sub-125_task-EyeTracking_physio	1	-2951.671	-1851.649	1100.022	1265.130	698.325	0.119	0.148	0.688	0.815
sub-125_task-EyeTracking_physio	1	-1809.979	-1676.643	133.336	1426.918	950.100	3.623	38.035	8.067	8.764
sub-125_task-EyeTracking_physio	1	-1434.969	-1134.963	300.006	1263.165	711.190	0.163	0.150	0.465	0.891
sub-125_task-EyeTracking_physio	1	-743.289	-609.950	133.339	1256.360	780.827	0.204	0.122	0.264	0.865
sub-125_task-EyeTracking_physio	1	-593.283	431.740	1025.023	1257.675	701.665	0.133	0.136	0.550	0.792
sub-125_task-EyeTracking_physio	1	490.073	673.412	183.339	1017.592	534.037	0.206	0.135	0.712	0.457
sub-125_task-EyeTracking_physio	1	690.079	998.420	308.341	939.035	520.815	0.148	0.172	0.472	0.941
sub-125_task-EyeTracking_physio	1	1048.423	1198.425	150.002	1116.247	866.090	0.151	0.083	0.446	0.420
sub-125_task-EyeTracking_physio	1	1206.758	1540.098	333.340	1119.773	848.122	0.091	0.095	0.301	0.601
sub-125_task-EyeTracking_physio	1	1556.765	1740.106	183.341	1212.475	847.362	0.114	0.030	0.240	0.335
sub-125_task-EyeTracking_physio	1	1756.773	1981.778	225.005	1335.135	846.160	0.118	0.146	0.473	0.610
sub-125_task-EyeTracking_physio	1	2006.777	2673.461	666.684	1429.138	842.162	0.090	0.082	0.474	0.806
sub-125_task-EyeTracking_physio	1	2690.126	2931.799	241.673	1350.475	816.670	0.129	0.123	0.615	0.412
sub-125_task-EyeTracking_physio	2	-1346.901	-1121.895	225.006	1259.110	720.580	0.219	0.194	0.782	0.877
sub-125_task-EyeTracking_physio	2	-946.894	261.466	1208.360	1269.910	714.270	0.099	0.103	0.472	0.677
sub-125_task-EyeTracking_physio	2	269.799	461.469	191.670	1236.340	709.530	0.187	0.142	0.487	0.684
sub-125_task-EyeTracking_physio	2	494.803	694.812	200.009	1102.200	511.067	0.095	0.089	0.249	0.517
sub-125_task-EyeTracking_physio	2	711.478	886.479	175.001	1029.120	504.375	0.125	0.076	0.417	0.393
sub-125_task-EyeTracking_physio	2	944.818	1178.153	233.335	1003.632	686.018	0.098	0.109	0.347	0.635
sub-125_task-EyeTracking_physio	2	1203.158	1461.495	258.337	1027.675	767.065	0.129	0.059	0.270	0.518
sub-125_task-EyeTracking_physio	2	1519.828	1711.498	191.670	1224.465	796.585	0.137	0.242	0.779	0.612
sub-125_task-EyeTracking_physio	2	1744.835	1978.174	233.339	1338.263	826.400	0.086	0.039	0.251	0.345
sub-125_task-EyeTracking_physio	2	1994.841	2203.177	208.336	1428.285	837.735	0.101	0.059	0.314	0.483
sub-125_task-EyeTracking_physio	2	2228.177	2428.184	200.007	1472.515	728.760	0.148	0.176	0.514	0.736
sub-125_task-EyeTracking_physio	2	2461.517	2719.856	258.339	1501.795	630.915	0.082	0.035	0.264	0.302
sub-125_task-EyeTracking_physio	2	2728.190	3003.193	275.003	1507.570	586.600	0.180	0.154	0.455	0.960
sub-125_task-EyeTracking_physio	3	-1033.671	-858.668	175.003	1264.960	754.070	0.090	0.108	0.352	0.414
sub-125_task-EyeTracking_physio	3	-833.668	316.356	1150.024	1268.753	716.975	0.091	0.082	0.316	0.823
sub-125_task-EyeTracking_physio	3	324.690	433.026	108.336	1232.575	743.285	0.275	0.199	0.814	0.520
sub-125_task-EyeTracking_physio	3	491.358	608.028	116.670	1205.162	495.790	0.099	0.023	0.126	0.300
sub-125_task-EyeTracking_physio	3	641.365	924.704	283.339	1069.557	472.538	0.078	0.059	0.353	0.425
sub-125_task-EyeTracking_physio	3	949.704	1249.709	300.005	983.850	585.602	0.144	0.085	0.421	0.577
sub-125_task-EyeTracking_physio	3	1308.045	1766.387	458.342	1152.965	830.545	0.095	0.148	0.465	0.715
sub-125_task-EyeTracking_physio	3	1799.720	1983.061	183.341	1289.378	696.538	0.094	0.072	0.414	0.546
sub-125_task-EyeTracking_physio	3	2033.060	2208.062	175.002	1446.980	600.380	0.087	0.018	0.157	0.225
sub-125_task-EyeTracking_physio	3	2224.731	2491.405	266.674	1501.827	554.230	0.142	0.077	0.363	0.474
sub-125_task-EyeTracking_physio	3	2591.404	2724.740	133.336	1808.860	913.775	3.012	14.882	2.977	5.736
sub-125_task-EyeTracking_physio	3	2808.075	3008.088	200.013	1546.112	775.930	0.152	0.122	0.407	0.670
sub-125_task-EyeTracking_physio	4	-828.541	-653.535	175.006	1302.695	690.995	0.089	0.036	0.242	0.367
sub-125_task-EyeTracking_physio	4	-636.869	254.817	891.686	1278.715	708.465	0.088	0.070	0.419	0.446
sub-125_task-EyeTracking_physio	4	279.817	404.821	125.004	1231.305	648.650	0.134	0.039	0.175	0.371
sub-125_task-EyeTracking_physio	4	429.821	563.157	133.336	1215.912	524.213	0.131	0.035	0.157	0.462
sub-125_task-EyeTracking_physio	4	588.157	738.156	149.999	1073.608	501.542	0.144	0.127	0.579	0.595
sub-125_task-EyeTracking_physio	4	896.495	1096.498	200.003	1046.620	744.095	0.115	0.074	0.309	0.485
sub-125_task-EyeTracking_physio	4	1121.498	1338.173	216.675	1341.295	878.868	0.131	0.114	0.497	0.488
sub-125_task-EyeTracking_physio	4	1363.173	1554.843	191.670	1423.965	788.635	0.112	0.053	0.149	0.597
sub-125_task-EyeTracking_physio	4	1596.512	1888.185	291.673	1488.875	629.210	0.099	0.036	0.383	0.263
sub-125_task-EyeTracking_physio	4	1913.185	2229.862	316.677	1474.990	585.498	0.164	0.249	0.812	1.095
sub-125_task-EyeTracking_physio	4	2296.528	2954.875	658.347	997.865	703.720	0.099	0.289	0.597	1.148
sub-125_task-EyeTracking_physio	5	-698.323	-523.317	175.006	1248.335	718.665	0.057	0.008	0.084	0.191
sub-125_task-EyeTracking_physio	5	-506.650	260.037	766.687	1284.320	697.780	0.108	0.178	0.447	0.836
sub-125_task-EyeTracking_physio	5	276.704	460.036	183.332	1249.568	660.337	0.111	0.076	0.341	0.542
sub-125_task-EyeTracking_physio	5	501.706	926.714	425.008	1157.935	553.770	0.100	0.045	0.393	0.464
sub-125_task-EyeTracking_physio	5	960.048	1210.053	250.005	1192.605	741.755	0.157	0.163	0.447	0.796
sub-125_task-EyeTracking_physio	5	1243.385	1476.726	233.341	1242.588	919.827	0.075	0.038	0.252	0.259
sub-125_task-EyeTracking_physio	5	1510.059	1693.400	183.341	1289.633	779.430	0.084	0.035	0.165	0.398
