Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-017_task-EyeTracking_physio	1	-9227.950	-7619.585	1608.365	1329.375	863.750	0.196	0.106	0.443	1.090
sub-017_task-EyeTracking_physio	1	-7544.586	-7302.912	241.674	2391.185	1119.095	0.145	0.077	0.430	0.458
sub-017_task-EyeTracking_physio	1	-7244.576	-6994.573	250.003	3788.515	1649.315	5.891	16.201	25.560	2.596
sub-017_task-EyeTracking_physio	1	-6969.561	-6852.892	116.669	3028.335	1608.488	2.634	3.745	6.931	1.390
sub-017_task-EyeTracking_physio	1	-6586.221	-6477.890	108.331	3845.885	1624.365	1.007	1.353	0.871	1.856
sub-017_task-EyeTracking_physio	1	-6336.223	-3269.491	3066.732	1495.555	1061.938	0.158	0.383	1.172	1.495
sub-017_task-EyeTracking_physio	1	-2344.473	-2011.139	333.334	1304.710	840.690	0.280	0.162	0.541	1.180
sub-017_task-EyeTracking_physio	1	-1994.467	-1686.133	308.334	1299.435	747.375	0.213	0.101	0.300	1.128
sub-017_task-EyeTracking_physio	1	-1619.470	-1177.788	441.682	1849.185	1501.305	0.172	0.105	0.479	0.941
sub-017_task-EyeTracking_physio	1	-1127.789	-811.114	316.675	1290.513	800.572	0.220	0.103	0.623	0.562
sub-017_task-EyeTracking_physio	1	-786.114	-311.109	475.005	1298.570	733.780	0.191	0.098	0.385	0.617
sub-017_task-EyeTracking_physio	1	-269.444	330.567	600.011	1275.413	732.315	0.164	0.108	0.399	0.852
sub-017_task-EyeTracking_physio	1	363.906	647.241	283.335	1388.680	860.652	0.233	0.091	0.359	0.747
sub-017_task-EyeTracking_physio	1	672.241	1647.255	975.014	1337.860	851.660	0.193	0.085	0.429	0.983
sub-017_task-EyeTracking_physio	1	1672.261	2005.597	333.336	1246.520	877.875	0.185	0.056	0.357	0.446
sub-017_task-EyeTracking_physio	1	2030.597	2472.276	441.679	1345.215	848.910	0.165	0.057	0.249	0.547
sub-017_task-EyeTracking_physio	1	2513.942	3005.621	491.679	1113.565	922.670	0.158	0.057	0.556	0.449
sub-017_task-EyeTracking_physio	2	-885.041	-710.040	175.001	1271.055	784.940	0.214	0.114	0.379	0.599
sub-017_task-EyeTracking_physio	2	-693.374	489.984	1183.358	1289.483	712.145	0.192	0.077	0.298	1.155
sub-017_task-EyeTracking_physio	2	514.984	1106.666	591.682	1118.460	720.295	0.225	0.092	0.377	0.788
sub-017_task-EyeTracking_physio	2	1131.666	1365.006	233.340	1186.898	721.300	0.239	0.070	0.241	0.609
sub-017_task-EyeTracking_physio	2	1398.338	1898.349	500.011	1445.392	902.415	0.196	0.093	0.576	0.670
sub-017_task-EyeTracking_physio	2	1948.348	2073.351	125.003	1468.035	716.510	0.290	0.174	0.362	0.810
sub-017_task-EyeTracking_physio	2	2165.022	2723.365	558.343	1462.295	705.390	0.224	0.080	0.295	0.892
sub-017_task-EyeTracking_physio	2	2756.701	2998.368	241.667	1105.110	754.355	0.159	0.079	0.320	0.559
sub-017_task-EyeTracking_physio	3	-2998.944	-2207.262	791.682	1291.670	773.245	0.181	0.069	0.547	0.654
sub-017_task-EyeTracking_physio	3	-2082.261	-1498.911	583.350	1309.845	740.997	0.225	0.095	0.380	1.175
sub-017_task-EyeTracking_physio	3	-1473.906	317.782	1791.688	1281.485	752.965	0.145	0.086	0.477	0.739
sub-017_task-EyeTracking_physio	3	334.449	742.786	408.337	1281.585	812.740	0.220	0.156	0.584	0.852
sub-017_task-EyeTracking_physio	3	767.790	1109.460	341.670	1180.745	740.705	0.243	0.123	0.301	0.984
sub-017_task-EyeTracking_physio	3	1134.460	2067.815	933.355	1196.940	823.227	0.165	0.079	0.378	0.886
sub-017_task-EyeTracking_physio	3	2084.483	2351.157	266.674	1143.793	804.325	0.166	0.072	0.324	0.549
sub-017_task-EyeTracking_physio	3	2367.823	3001.170	633.347	1196.200	814.533	0.169	0.073	0.416	0.543
sub-017_task-EyeTracking_physio	4	-485.678	-119.002	366.676	1285.438	731.237	0.184	0.066	0.322	0.591
sub-017_task-EyeTracking_physio	4	-94.002	447.674	541.676	1286.915	723.385	0.184	0.123	0.382	0.922
sub-017_task-EyeTracking_physio	4	456.008	631.014	175.006	1290.500	699.150	0.157	0.032	0.139	0.457
sub-017_task-EyeTracking_physio	4	656.014	1014.358	358.344	1487.485	682.290	0.114	0.034	0.263	0.283
sub-017_task-EyeTracking_physio	4	1031.024	1581.035	550.011	1448.455	716.158	0.215	0.073	0.325	0.723
sub-017_task-EyeTracking_physio	4	1622.701	2122.712	500.011	1001.190	669.202	0.139	0.056	0.535	0.401
sub-017_task-EyeTracking_physio	4	2147.711	3006.065	858.354	1297.460	673.385	0.234	0.132	0.617	0.987
sub-017_task-EyeTracking_physio	5	-873.020	-614.682	258.338	1296.460	693.440	0.226	0.062	0.208	0.719
sub-017_task-EyeTracking_physio	5	-589.681	285.335	875.016	1286.950	704.625	0.236	0.097	0.401	1.080
sub-017_task-EyeTracking_physio	5	335.339	768.681	433.342	1262.515	690.140	0.145	0.038	0.320	0.558
sub-017_task-EyeTracking_physio	5	793.680	2877.053	2083.373	1264.075	691.652	0.222	0.090	0.351	0.952
sub-017_task-EyeTracking_physio	5	2902.053	3002.058	100.005	1266.193	692.622	0.319	0.088	0.259	0.613
sub-017_task-EyeTracking_physio	6	-834.540	-684.532	150.008	1260.982	693.763	0.267	0.089	0.188	0.773
sub-017_task-EyeTracking_physio	6	-659.533	348.825	1008.358	1293.675	712.885	0.214	0.124	0.413	1.061
sub-017_task-EyeTracking_physio	6	373.824	523.827	150.003	1295.797	694.108	0.134	0.046	0.242	0.400
sub-017_task-EyeTracking_physio	6	540.494	923.833	383.339	1269.418	812.717	0.217	0.070	0.271	0.679
sub-017_task-EyeTracking_physio	6	940.500	1507.174	566.674	1213.265	801.970	0.234	0.092	0.388	0.875
sub-017_task-EyeTracking_physio	6	1523.841	2073.861	550.020	1269.092	866.370	0.201	0.082	0.380	0.629
