Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-110_task-EyeTracking_physio	1	-1560.359	-860.345	700.014	1285.830	704.293	0.163	0.157	0.543	0.621
sub-110_task-EyeTracking_physio	1	-651.994	431.354	1083.348	1289.577	737.878	0.292	0.228	0.557	1.837
sub-110_task-EyeTracking_physio	1	473.023	723.022	249.999	1015.865	585.190	0.084	0.039	0.231	0.354
sub-110_task-EyeTracking_physio	1	739.696	923.031	183.335	959.440	573.973	0.073	0.009	0.101	0.218
sub-110_task-EyeTracking_physio	1	973.031	1181.370	208.339	951.825	534.290	0.077	0.019	0.180	0.260
sub-110_task-EyeTracking_physio	1	1206.370	1398.044	191.674	965.420	474.690	0.112	0.033	0.219	0.333
sub-110_task-EyeTracking_physio	1	1439.710	1848.053	408.343	1303.740	611.190	0.109	0.049	0.392	0.372
sub-110_task-EyeTracking_physio	1	1881.385	2089.724	208.339	1384.050	685.045	0.240	0.083	0.245	0.857
sub-110_task-EyeTracking_physio	1	2123.057	2439.734	316.677	1419.180	848.765	0.179	0.039	0.233	0.494
sub-110_task-EyeTracking_physio	1	2464.732	2706.406	241.674	1341.480	895.550	0.118	0.039	0.305	0.417
sub-110_task-EyeTracking_physio	1	2723.073	2931.407	208.334	1242.525	888.580	0.152	0.060	0.326	0.367
sub-110_task-EyeTracking_physio	2	-1555.887	-1414.217	141.670	1283.470	769.015	0.289	0.170	0.411	0.926
sub-110_task-EyeTracking_physio	2	-1280.874	444.159	1725.033	1291.060	737.500	0.261	0.276	0.661	2.089
sub-110_task-EyeTracking_physio	2	469.161	660.829	191.668	1217.920	640.545	0.168	0.071	0.313	0.654
sub-110_task-EyeTracking_physio	2	685.829	919.168	233.339	1149.412	575.050	0.110	0.025	0.170	0.297
sub-110_task-EyeTracking_physio	2	944.168	1102.507	158.339	1133.405	532.275	0.097	0.024	0.258	0.206
sub-110_task-EyeTracking_physio	2	1127.507	1360.845	233.338	1159.730	508.358	0.092	0.036	0.309	0.284
sub-110_task-EyeTracking_physio	2	1385.845	1960.855	575.010	1109.725	484.735	0.085	0.060	0.404	0.471
sub-110_task-EyeTracking_physio	2	1985.854	2169.196	183.342	1216.215	569.168	0.102	0.057	0.193	0.582
sub-110_task-EyeTracking_physio	2	2202.528	2552.540	350.012	1337.295	565.580	0.089	0.031	0.316	0.388
sub-110_task-EyeTracking_physio	2	2577.539	2844.211	266.672	1406.283	531.923	0.069	0.031	0.282	0.324
sub-110_task-EyeTracking_physio	2	2869.211	3002.547	133.336	1458.865	460.898	0.098	0.029	0.205	0.252
sub-110_task-EyeTracking_physio	3	-3653.276	-3411.608	241.668	1274.340	765.380	0.505	0.425	0.726	1.761
sub-110_task-EyeTracking_physio	3	-3294.940	-3028.266	266.674	1290.770	663.120	0.234	0.127	0.376	1.036
sub-110_task-EyeTracking_physio	3	-3011.600	-1961.574	1050.026	1266.430	720.300	0.225	0.229	0.438	1.301
sub-110_task-EyeTracking_physio	3	-1944.909	-1736.570	208.339	1283.950	709.290	0.143	0.074	0.184	0.844
sub-110_task-EyeTracking_physio	3	-1728.237	271.807	2000.044	1294.520	750.062	0.263	0.165	0.437	1.222
sub-110_task-EyeTracking_physio	3	305.140	538.478	233.338	1328.827	841.050	0.221	0.083	0.257	0.842
sub-110_task-EyeTracking_physio	3	555.145	821.817	266.672	1324.368	901.270	0.176	0.074	0.288	0.605
sub-110_task-EyeTracking_physio	3	838.484	1005.157	166.673	1448.275	923.873	0.149	0.066	0.350	0.365
sub-110_task-EyeTracking_physio	3	1038.490	1655.171	616.681	1602.193	626.430	0.121	0.080	0.431	0.601
sub-110_task-EyeTracking_physio	3	1713.503	2071.847	358.344	1095.995	627.135	0.098	0.020	0.206	0.398
sub-110_task-EyeTracking_physio	3	2121.847	2346.853	225.006	1154.110	691.655	0.192	0.042	0.177	0.532
sub-110_task-EyeTracking_physio	3	2371.852	2613.523	241.671	1132.725	809.220	0.186	0.076	0.254	0.571
sub-110_task-EyeTracking_physio	3	2638.523	2813.526	175.003	1171.985	828.530	0.250	0.132	0.363	0.639
sub-110_task-EyeTracking_physio	3	2838.529	3005.198	166.669	968.388	801.332	0.213	0.107	0.551	0.602
sub-110_task-EyeTracking_physio	4	-3416.860	-3166.857	250.003	969.107	805.373	0.232	0.106	0.308	0.704
sub-110_task-EyeTracking_physio	4	-3133.519	-2966.851	166.668	1272.058	761.015	0.136	0.059	0.234	0.486
