Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-104_task-EyeTracking_physio	1	-2512.521	-1395.823	1116.698	1280.702	699.195	0.081	0.071	0.361	0.510
sub-104_task-EyeTracking_physio	1	-1362.491	-254.132	1108.359	1287.130	719.335	0.078	0.050	0.489	0.411
sub-104_task-EyeTracking_physio	1	-237.466	520.886	758.352	1273.240	712.020	0.076	0.019	0.244	0.317
sub-104_task-EyeTracking_physio	1	662.557	1004.229	341.672	951.860	484.190	0.130	0.075	0.290	1.274
sub-104_task-EyeTracking_physio	1	1279.238	1462.573	183.335	1413.750	927.330	0.062	0.010	0.184	0.134
sub-104_task-EyeTracking_physio	1	1487.578	1695.913	208.335	1378.195	846.325	0.086	0.026	0.300	0.207
sub-104_task-EyeTracking_physio	1	1729.247	1904.253	175.006	1269.750	843.520	0.062	0.020	0.248	0.226
sub-104_task-EyeTracking_physio	1	1929.253	2145.925	216.672	1131.510	837.102	0.064	0.014	0.132	0.268
sub-104_task-EyeTracking_physio	1	2170.925	2404.260	233.335	1050.043	866.785	0.070	0.010	0.144	0.195
sub-104_task-EyeTracking_physio	1	2429.266	2637.600	208.334	992.745	886.705	0.067	0.013	0.218	0.155
sub-104_task-EyeTracking_physio	1	2670.938	2979.274	308.336	943.800	495.850	0.210	0.054	0.220	0.642
sub-104_task-EyeTracking_physio	2	-1349.445	-1166.109	183.336	1632.460	564.355	0.165	0.057	0.322	0.414
sub-104_task-EyeTracking_physio	2	-1132.776	-999.433	133.343	1315.072	629.462	0.088	0.024	0.185	0.267
sub-104_task-EyeTracking_physio	2	-774.425	-349.417	425.008	1287.755	682.405	0.092	0.058	0.200	0.744
sub-104_task-EyeTracking_physio	2	-324.413	42.260	366.673	1262.875	730.352	0.074	0.014	0.207	0.207
sub-104_task-EyeTracking_physio	2	67.263	267.266	200.003	1273.815	716.170	0.074	0.014	0.201	0.161
sub-104_task-EyeTracking_physio	2	283.932	450.601	166.669	1212.178	690.753	0.077	0.013	0.196	0.198
sub-104_task-EyeTracking_physio	2	475.606	733.945	258.339	1109.895	637.845	0.091	0.017	0.185	0.285
sub-104_task-EyeTracking_physio	2	750.612	925.615	175.003	1066.640	603.880	0.108	0.019	0.134	0.320
sub-104_task-EyeTracking_physio	2	942.281	1175.619	233.338	943.993	592.377	0.142	0.053	0.340	0.487
sub-104_task-EyeTracking_physio	2	1200.619	1517.297	316.678	890.812	628.538	0.103	0.033	0.278	0.360
sub-104_task-EyeTracking_physio	2	1533.964	1850.635	316.671	959.590	706.183	0.084	0.024	0.257	0.255
sub-104_task-EyeTracking_physio	2	1875.635	2000.639	125.004	1021.115	785.395	0.082	0.032	0.193	0.399
sub-104_task-EyeTracking_physio	2	2317.305	2500.642	183.337	1499.582	611.232	0.080	0.019	0.284	0.170
sub-104_task-EyeTracking_physio	2	2517.309	2717.325	200.016	1480.170	567.340	0.117	0.023	0.220	0.245
sub-104_task-EyeTracking_physio	2	2733.992	2942.320	208.328	1439.560	521.615	0.149	0.038	0.223	0.404
sub-104_task-EyeTracking_physio	3	-694.247	-502.574	191.673	1298.565	790.075	0.080	0.022	0.229	0.258
sub-104_task-EyeTracking_physio	3	-477.574	-202.569	275.005	1252.275	719.355	0.075	0.011	0.134	0.263
sub-104_task-EyeTracking_physio	3	-169.236	280.780	450.016	1268.888	706.675	0.078	0.011	0.176	0.177
sub-104_task-EyeTracking_physio	3	297.446	530.785	233.339	1178.110	703.628	0.079	0.027	0.293	0.289
sub-104_task-EyeTracking_physio	3	547.451	739.121	191.670	1110.890	775.740	0.062	0.012	0.143	0.158
sub-104_task-EyeTracking_physio	3	964.128	1280.801	316.673	1163.790	825.283	0.070	0.021	0.180	0.356
sub-104_task-EyeTracking_physio	3	1314.126	1555.797	241.671	1459.975	723.165	0.073	0.022	0.208	0.272
sub-104_task-EyeTracking_physio	3	1589.135	1814.137	225.002	1512.885	602.395	0.138	0.035	0.166	0.391
sub-104_task-EyeTracking_physio	3	1839.142	2139.158	300.016	1413.773	584.253	0.108	0.034	0.334	0.262
sub-104_task-EyeTracking_physio	3	2180.824	2439.162	258.338	1042.465	687.745	0.077	0.018	0.279	0.280
sub-104_task-EyeTracking_physio	3	2472.495	2880.844	408.349	950.065	734.490	0.072	0.017	0.204	0.265
sub-104_task-EyeTracking_physio	4	-964.228	-755.887	208.341	891.505	500.015	0.126	0.025	0.177	0.333
sub-104_task-EyeTracking_physio	4	-680.888	-522.548	158.340	1222.910	985.080	0.067	0.018	0.118	0.332
sub-104_task-EyeTracking_physio	4	-497.548	-364.212	133.336	1274.030	702.715	0.161	0.024	0.107	0.506
sub-104_task-EyeTracking_physio	4	-114.206	202.466	316.672	1269.737	719.307	0.070	0.029	0.165	0.415
sub-104_task-EyeTracking_physio	4	219.133	402.472	183.339	1198.747	710.215	0.065	0.011	0.143	0.141
sub-104_task-EyeTracking_physio	4	419.139	760.812	341.673	1086.055	716.855	0.085	0.022	0.198	0.358
sub-104_task-EyeTracking_physio	4	794.149	994.152	200.003	1041.640	759.107	0.094	0.016	0.134	0.299
sub-104_task-EyeTracking_physio	4	1044.151	1369.151	325.000	1508.775	932.650	0.083	0.025	0.290	0.239
sub-104_task-EyeTracking_physio	4	1394.151	1519.155	125.004	1430.745	849.875	0.073	0.020	0.184	0.180
sub-104_task-EyeTracking_physio	4	1552.489	1985.835	433.346	1541.275	443.837	0.192	0.096	0.349	0.744
sub-104_task-EyeTracking_physio	4	2035.842	2352.513	316.671	1073.750	505.125	0.177	0.110	0.325	1.111
