trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_abcegrcyvvjrcyqh.jpg	2019130.3157	2019136.8028	2019136.8157	2019139.8158
-4	sun_agtnmpgkrgkzbvjw.jpg	2019140.0241	2019141.2288	2019141.2407	2019144.2408
-3	sun_alnurdgpqodhpawt.jpg	2019144.4491	2019145.1702	2019145.1824	2019148.1825
-2	sun_ayqukzphzqiguvnc.jpg	2019148.3908	2019149.2559	2019149.2658	2019152.2658
-1	sun_amkigjbbrauvgdgg.jpg	2019152.4741	2019153.1706	2019153.1825	2019156.1825
0	sun_arxtwfsqslcwecww.jpg	2019156.3908	2019156.9947	2019156.9991	2019159.9992
1	sun_aaznyvntjefttmaz.jpg	2019223.5743	2019228.0744	2019228.0827	2019231.0827
2	sun_abntrinbqbsqoowj.jpg	2019231.2994	2019232.0344	2019232.0410	2019235.0411
3	sun_aapitsgbtktqubfy.jpg	2019235.2494	2019235.7747	2019235.7827	2019238.7827
4	sun_auetjleugthejgoc.jpg	2019238.9910	2019239.3225	2019239.3327	2019242.3327
5	sun_azqlhsjgbwpcseew.jpg	2019242.5411	2019242.9161	2019242.9244	2019245.9244
6	sun_alvdofgavhiiyosk.jpg	2019246.1328	2019246.6662	2019246.6744	2019249.6744
7	sun_aazqzpomyylceich.jpg	2019249.8828	2019250.3144	2019250.3244	2019253.3244
8	sun_ajrwezxmmjejxsbt.jpg	2019253.5328	2019253.8499	2019253.8578	2019256.8578
9	sun_aglpqkbwvbofhrgt.jpg	2019257.0661	2019257.4983	2019257.5078	2019260.5078
10	sun_azgmgniivgpqrqvu.jpg	2019260.7161	2019262.0260	2019262.0328	2019265.0328
11	sun_aleqenyvunhactkl.jpg	2019265.2411	2019265.7000	2019265.7078	2019268.7078
12	sun_azqyogdvyhahyram.jpg	2019268.9162	2019269.2575	2019269.2662	2019272.2662
13	sun_agldadusrezhmyva.jpg	2019272.4745	2019272.8746	2019272.8828	2019275.8829
14	sun_ajlxdvfhywnxqswk.jpg	2019276.0912	2019276.4586	2019276.4662	2019279.4662
15	sun_ahrhvpdhoamfdhpf.jpg	2019279.6745	2019280.0186	2019280.0328	2019283.0329
16	sun_anecxlyzpkjfxrgi.jpg	2019283.2412	2019283.4583	2019283.4662	2019286.4662
17	sun_ahmxuekfssakrqmm.jpg	2019286.6746	2019286.9836	2019286.9912	2019289.9912
18	sun_aigrduzwokggqqja.jpg	2019290.1996	2019290.4419	2019290.4496	2019293.4496
19	sun_awvfnogmotsvhofs.jpg	2019293.6579	2019294.9145	2019294.9246	2019297.9246
20	sun_akuognalfgmelepa.jpg	2019298.1329	2019298.5065	2019298.5163	2019301.5163
21	sun_azxetkujrgobhzbi.jpg	2019301.7246	2019302.1384	2019302.1496	2019305.1496
22	sun_abdiiftvfbsqoreg.jpg	2019305.3579	2019305.6019	2019305.6079	2019308.6080
23	labelme_jdgkziouohmryxw.jpg	2019308.8163	2019309.0825	2019309.0913	2019312.0913
24	sun_auwldxtolpavypst.jpg	2019312.2996	2019312.6662	2019312.6746	2019315.6746
