trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_abcegrcyvvjrcyqh.jpg	2598362.7893	2598372.2387	2598372.2476	2598375.2476
-4	sun_agtnmpgkrgkzbvjw.jpg	2598375.4643	2598376.1746	2598376.1810	2598379.1810
-3	sun_alnurdgpqodhpawt.jpg	2598379.3893	2598380.5431	2598380.5476	2598383.5477
-2	sun_ayqukzphzqiguvnc.jpg	2598383.7560	2598385.0458	2598385.0560	2598388.0560
-1	sun_amkigjbbrauvgdgg.jpg	2598388.2643	2598389.5031	2598389.5144	2598392.5144
0	sun_arxtwfsqslcwecww.jpg	2598392.7227	2598393.7272	2598393.7394	2598396.7394
1	sun_aaznyvntjefttmaz.jpg	2598476.2479	2598476.6627	2598476.6729	2598479.6729
2	sun_abntrinbqbsqoowj.jpg	2598479.8896	2598480.1906	2598480.1979	2598483.1979
3	sun_aapitsgbtktqubfy.jpg	2598483.4063	2598484.5991	2598484.6063	2598487.6063
4	sun_auetjleugthejgoc.jpg	2598487.8146	2598488.9028	2598488.9146	2598491.9146
5	sun_azqlhsjgbwpcseew.jpg	2598492.1230	2598493.4059	2598493.4147	2598496.4147
6	sun_alvdofgavhiiyosk.jpg	2598496.6230	2598497.9349	2598497.9480	2598500.9480
7	sun_aazqzpomyylceich.jpg	2598501.1563	2598502.4390	2598502.4480	2598505.4480
8	sun_ajrwezxmmjejxsbt.jpg	2598505.6564	2598506.7504	2598506.7564	2598509.7564
9	sun_aglpqkbwvbofhrgt.jpg	2598509.9647	2598511.3906	2598511.3980	2598514.3980
10	sun_azgmgniivgpqrqvu.jpg	2598514.6064	2598515.4384	2598515.4480	2598518.4477
11	sun_aleqenyvunhactkl.jpg	2598518.6564	2598519.9109	2598519.9230	2598522.9231
12	sun_azqyogdvyhahyram.jpg	2598523.1314	2598524.7828	2598524.7897	2598527.7897
13	sun_agldadusrezhmyva.jpg	2598527.9980	2598528.9027	2598528.9147	2598531.9148
14	sun_ajlxdvfhywnxqswk.jpg	2598532.1231	2598533.3750	2598533.3814	2598536.3814
15	sun_ahrhvpdhoamfdhpf.jpg	2598536.5898	2598538.1910	2598538.1981	2598541.1981
16	sun_anecxlyzpkjfxrgi.jpg	2598541.4065	2598542.7140	2598542.7231	2598545.7231
17	sun_ahmxuekfssakrqmm.jpg	2598545.9315	2598546.5108	2598546.5231	2598549.5231
18	sun_aigrduzwokggqqja.jpg	2598549.7315	2598550.5347	2598550.5481	2598553.5482
19	sun_awvfnogmotsvhofs.jpg	2598553.7565	2598554.9668	2598554.9732	2598557.9732
20	sun_akuognalfgmelepa.jpg	2598558.1815	2598558.4744	2598558.4815	2598561.4815
21	sun_azxetkujrgobhzbi.jpg	2598561.6898	2598563.1507	2598563.1648	2598566.1649
22	sun_abdiiftvfbsqoreg.jpg	2598566.3732	2598567.1731	2598567.1815	2598570.1815
23	labelme_jdgkziouohmryxw.jpg	2598570.3899	2598571.2706	2598571.2815	2598574.2815
24	sun_auwldxtolpavypst.jpg	2598574.4899	2598575.5348	2598575.5482	2598578.5482
25	sun_ahvszpwjtodgwusx.jpg	2598578.7566	2598579.4745	2598579.4816	2598582.4816
26	sun_avtdeaxixgmwquck.jpg	2598582.6899	2598583.4546	2598583.4649	2598586.4649
27	sun_aqgljqwslycnxfzi.jpg	2598586.6732	2598587.5182	2598587.5316	2598590.5316
28	sun_akjkxldecwnanoah.jpg	2598590.7399	2598592.1103	2598592.1148	2598595.1149
