trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-9	sun_abcegrcyvvjrcyqh.jpg	27488.9915	27496.8268	27496.8646	27499.8670
-8	zsun_azsarwkorsusbsvt.jpg	27500.0839	27505.9863	27506.0220	27509.0245
-7	sun_alnurdgpqodhpawt.jpg	27509.2413	27510.4030	27510.4423	27513.4614
-6	zsun_aznghcvrwwxvpmki.jpg	27513.6783	27514.9491	27515.0293	27518.0318
-5	zsun_azygosgrjwvkyftq.jpg	27518.2486	27519.5740	27519.5997	27522.6022
-4	sun_agtnmpgkrgkzbvjw.jpg	27522.8190	27524.1468	27524.1701	27527.1726
-3	zsun_aztxzdqhbookjzfk.jpg	27527.3894	27528.3788	27528.4069	27531.4260
-2	sun_ayqukzphzqiguvnc.jpg	27531.6429	27532.6104	27532.6270	27535.6461
-1	sun_amkigjbbrauvgdgg.jpg	27535.8629	27537.7228	27537.7478	27540.7503
0	sun_arxtwfsqslcwecww.jpg	27540.9671	27542.3869	27542.4183	27545.4207
1	sun_aaznyvntjefttmaz.jpg	27606.6038	27608.4587	27608.5387	27611.5579
2	sun_abntrinbqbsqoowj.jpg	27611.7747	27612.6105	27612.6254	27615.6278
3	sun_aapitsgbtktqubfy.jpg	27615.8447	27616.6684	27616.7121	27619.7145
4	sun_auetjleugthejgoc.jpg	27619.9313	27620.3945	27620.4318	27623.4342
5	sun_azqlhsjgbwpcseew.jpg	27623.6510	27624.3305	27624.3850	27627.3874
6	sun_alvdofgavhiiyosk.jpg	27627.6043	27628.4588	27628.4716	27631.4741
7	sun_aazqzpomyylceich.jpg	27631.6909	27632.2187	27632.2580	27635.2772
8	sun_ajrwezxmmjejxsbt.jpg	27635.4940	27636.5066	27636.5282	27639.5306
9	sun_aglpqkbwvbofhrgt.jpg	27639.7475	27640.4906	27640.5148	27643.5339
10	sun_azgmgniivgpqrqvu.jpg	27643.7507	27645.8259	27645.8691	27648.8882
11	sun_aleqenyvunhactkl.jpg	27649.1051	27650.4342	27650.4895	27653.4920
12	sun_azqyogdvyhahyram.jpg	27653.7088	27654.9226	27654.9932	27657.9956
13	sun_agldadusrezhmyva.jpg	27658.2125	27659.0026	27659.0298	27662.0489
14	sun_ajlxdvfhywnxqswk.jpg	27662.2658	27663.5947	27663.6169	27666.6193
15	sun_ahrhvpdhoamfdhpf.jpg	27666.8362	27667.8501	27667.8703	27670.8728
16	sun_anecxlyzpkjfxrgi.jpg	27671.0896	27671.5305	27671.5900	27674.5925
17	sun_ahmxuekfssakrqmm.jpg	27674.8093	27676.2586	27676.2939	27679.2963
18	sun_aigrduzwokggqqja.jpg	27679.5131	27680.4347	27680.4639	27683.4830
19	sun_awvfnogmotsvhofs.jpg	27683.6999	27684.1385	27684.1502	27687.1527
20	sun_akuognalfgmelepa.jpg	27687.3695	27688.9032	27688.9708	27691.9733
21	sun_azxetkujrgobhzbi.jpg	27692.1901	27693.9545	27693.9916	27696.9940
22	sun_abdiiftvfbsqoreg.jpg	27697.2109	27698.3865	27698.4285	27701.4310
23	labelme_jdgkziouohmryxw.jpg	27701.6478	27703.1204	27703.1824	27706.1848
24	sun_auwldxtolpavypst.jpg	27706.4017	27707.6821	27707.7361	27710.7552
25	sun_ahvszpwjtodgwusx.jpg	27710.9721	27711.8584	27711.8895	27714.9086
26	sun_avtdeaxixgmwquck.jpg	27715.1254	27715.4828	27715.5758	27718.5782
27	sun_aqgljqwslycnxfzi.jpg	27718.7951	27720.0986	27720.1462	27723.1486
28	sun_akjkxldecwnanoah.jpg	27723.3655	27724.2664	27724.2829	27727.2853
29	sun_aqyyqhbfyinaxiuf.jpg	27727.5022	27727.8027	27727.8191	27730.8215
30	sun_acselzrpurxmucxu.jpg	27731.0384	27731.3945	27731.4387	27734.4411
31	sun_ajnvbqoszcilcmds.jpg	27734.6580	27737.4506	27737.4936	27740.5128
32	labelme_huhykljhyigbhct.jpg	27740.7296	27741.6797	27741.7304	27744.7329
33	sun_agrhekhltqnhqoau.jpg	27744.9497	27745.8907	27745.9172	27748.9196
34	sun_akwvdhqsbtcesevi.jpg	27749.1364	27750.2109	27750.2707	27753.2898
35	sun_aiyvqzhwvppwbskj.jpg	27753.5067	27754.5864	27754.6242	27757.6267
36	sun_avnmtylgpdxtehve.jpg	27757.8435	27758.7213	27758.7609	27761.7634
37	sun_aepbpufpcgbxxcdd.jpg	27761.9802	27762.6507	27762.6975	27765.6999
38	labelme_uogxwpbmtxcnafj.jpg	27765.9167	27766.5061	27766.5506	27769.5530
39	sun_ajbfafirxjclbnxl.jpg	27769.7699	27770.9224	27770.9708	27773.9733
40	sun_aixacgstjgjpkhyx.jpg	27774.1901	27774.7385	27774.8240	27777.8264
41	sun_aepdfzurhsaporkg.jpg	27778.0433	27778.4504	27778.5103	27781.5128
42	sun_ahqjwnzgolcaoidx.jpg	27781.7296	27782.9701	27783.0307	27786.0331
43	labelme_qglnhnudtmzmocz.jpg	27786.2499	27786.7227	27786.7504	27789.7528
44	sun_agztutxlbisetcoy.jpg	27789.9697	27792.1382	27792.1548	27795.1739
45	sun_acrnjwraljsrcesa.jpg	27795.3907	27796.2586	27796.3081	27799.3106
46	sun_aheymxjdkejwbehi.jpg	27799.5274	27800.3141	27800.3447	27803.3639
47	sun_azbjiqtpgvxjjuzr.jpg	27803.5807	27804.2477	27804.3313	27807.3338
48	sun_alvoexkareccqxgq.jpg	27807.5506	27808.7465	27808.7683	27811.7874
49	sun_apbmvnchyjqxptff.jpg	27812.0042	27814.5648	27814.6063	27817.6088
50	sun_aavzagnbsbymxlyh.jpg	27817.8256	27819.3465	27819.3769	27822.3793
51	sun_aitsjpidonnknvwm.jpg	27822.5962	27823.8629	27823.9139	27826.9164
52	sun_ayfwodsvoatztibh.jpg	27827.1332	27828.1065	27828.1507	27831.1531
53	sun_amppupofnobgmmut.jpg	27831.3700	27832.4984	27832.5209	27835.5234
54	sun_ajnzhggqkskokvyd.jpg	27835.7402	27838.7384	27838.7593	27841.7618
55	sun_aprmzdnceosyiiqx.jpg	27841.9786	27842.7386	27842.7793	27845.7817
56	sun_abwmjfnrmqjdltxn.jpg	27845.9985	27846.6889	27846.7158	27849.7182
57	sun_asinbgvcqvrnsssj.jpg	27849.9351	27850.6105	27850.6690	27853.6714
58	sun_apaviskbumvstgsv.jpg	27853.8883	27854.8902	27854.9391	27857.9416
59	sun_afkjkqlhqnwftaam.jpg	27858.1584	27858.8788	27858.8924	27861.8948
60	sun_awusemdipqlufrmt.jpg	27862.1116	27862.8503	27862.8623	27865.8647
61	sun_aorysgcktvwbovgc.jpg	27866.0815	27866.4820	27866.5319	27869.5343
62	sun_aqxypnffmypblepf.jpg	27869.7512	27870.0325	27870.0848	27873.0872
63	sun_acznlxcgnetogsai.jpg	27873.3041	27873.6186	27873.7044	27876.7069
64	sun_apaxvwendkkxoteh.jpg	27876.9237	27877.4396	27877.4908	27880.4933
65	sun_apbokiglhflrauxo.jpg	27880.7101	27882.0746	27882.1613	27885.1637
66	sun_ahovdllcccjqjyeb.jpg	27885.3806	27886.2665	27886.2980	27889.3004
67	sun_aowefbfvclkxfhop.jpg	27889.5173	27890.5812	27890.6182	27893.6206
68	sun_atfpttqtzuliaaim.jpg	27893.8374	27894.2418	27894.2711	27897.2736
69	sun_algkamzphkipsfil.jpg	27897.4904	27897.8344	27897.8574	27900.8765
70	sun_ataniphupyuxeowc.jpg	27901.0933	27903.0905	27903.1283	27906.1308
71	sun_ajmwiafzffjerzeb.jpg	27906.3476	27910.4344	27910.4676	27913.4867
72	sun_ayhqvuklxnmflgid.jpg	27913.7036	27915.9946	27916.0555	27919.0580
73	sun_ajnzlaendvxbrnmy.jpg	27919.2748	27921.2020	27921.2431	27924.2455
74	sun_aknopalvgzzgfngw.jpg	27924.4623	27927.3508	27927.3814	27930.4005
75	sun_aexxtzchsriqptwg.jpg	27930.6174	27931.1383	27931.2178	27934.2203
76	sun_afmgqyvomuhprelx.jpg	27934.4371	27934.8823	27934.9042	27937.9066
77	sun_aevezokbkeojznwq.jpg	27938.1235	27939.0923	27939.1243	27942.1267
78	sun_adcrxklhlbwrbkgm.jpg	27942.3435	27943.0265	27943.0775	27946.0966
79	sun_aepvxmukjcxphfiy.jpg	27946.3134	27946.8092	27946.8305	27949.8330
80	sun_aqgncenzjwahkkgv.jpg	27950.0498	27950.8987	27950.9506	27953.9530
81	sun_aijkdpqohzcmjsco.jpg	27954.1698	27954.5433	27954.5868	27957.5893
82	sun_auyrvbsgjzcbllwy.jpg	27957.8061	27958.8899	27958.9237	27961.9261
83	sun_aqrdtsxisrulfusj.jpg	27962.1430	27962.9263	27962.9937	27965.9961
84	sun_aryemauxglpckieh.jpg	27966.2130	27966.8105	27966.8635	27969.8659
