t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
429600160022	NaN	NaN	NaN	NaN	NaN	NaN
429600168356	NaN	NaN	NaN	NaN	NaN	NaN
429600176689	NaN	NaN	NaN	NaN	NaN	NaN
429600185026	NaN	NaN	NaN	NaN	NaN	NaN
429600193360	NaN	NaN	NaN	NaN	NaN	NaN
429600201693	NaN	NaN	NaN	NaN	NaN	NaN
429600210025	NaN	NaN	NaN	NaN	NaN	NaN
429600218359	NaN	NaN	NaN	NaN	NaN	NaN
429600226692	NaN	NaN	NaN	NaN	NaN	NaN
429600235025	NaN	NaN	NaN	NaN	NaN	NaN
429600243359	NaN	NaN	NaN	NaN	NaN	NaN
429600251692	NaN	NaN	NaN	NaN	NaN	NaN
429600260025	NaN	NaN	NaN	NaN	NaN	NaN
429600268358	NaN	NaN	NaN	NaN	NaN	NaN
429600276692	NaN	NaN	NaN	NaN	NaN	NaN
429600285025	NaN	NaN	NaN	NaN	NaN	NaN
429600293359	NaN	NaN	NaN	NaN	NaN	NaN
429600301691	NaN	NaN	NaN	NaN	NaN	NaN
429600310029	NaN	NaN	NaN	NaN	NaN	NaN
429600318361	1359.99	653.23	NaN	NaN	2.2715	NaN
429600326695	1351.18	558.70	1299.87	701.73	2.5210	1.9078
429600335028	1345.85	563.56	1392.74	578.59	2.4589	2.5470
429600343361	1344.66	508.01	1392.34	565.81	2.5428	2.5737
429600351695	1347.78	552.64	1391.40	559.87	2.4845	2.5381
429600360028	1334.64	585.72	1374.76	573.86	2.4426	2.5152
429600368362	1333.50	602.42	1370.92	598.11	2.4240	2.4824
429600376695	1332.69	612.89	1375.91	624.88	2.4444	2.4599
429600385029	1340.36	608.29	1374.20	609.11	2.4471	2.4663
429600393361	1339.50	604.25	1379.65	617.70	2.4381	2.4774
429600401694	1341.98	609.62	1373.73	617.95	2.4544	2.4781
429600410027	1335.79	614.76	1377.02	621.25	2.4502	2.4891
429600418360	1343.74	610.91	1367.37	617.00	2.4630	2.5048
429600426694	1345.32	615.67	1372.74	627.42	2.4528	2.5118
429600435027	1342.95	610.22	1368.57	623.77	2.4560	2.5008
429600443366	1341.38	615.37	1368.58	623.74	2.4650	2.5047
429600451699	1344.38	618.50	1364.35	630.87	2.4720	2.5013
429600460032	1347.72	622.58	1364.90	633.16	2.4765	2.5180
429600468366	1336.46	626.85	1352.28	638.79	2.4786	2.5183
429600476699	1317.42	639.20	1318.83	666.71	2.4666	2.5063
429600485032	1311.67	650.53	1320.83	662.34	2.4850	2.5111
429600493365	1304.02	656.07	1303.22	669.96	2.4657	2.5317
429600501698	1298.43	655.60	1301.36	675.89	2.4704	2.5219
429600510031	1297.49	653.10	1301.65	671.86	2.4942	2.5220
429600518365	1298.53	656.80	1305.99	676.67	2.4902	2.5331
429600526698	1297.72	652.14	1308.48	670.42	2.5017	2.5400
429600535031	1294.17	652.97	1299.81	672.27	2.4960	2.5486
429600543364	1295.02	655.90	1306.76	673.55	2.5163	2.5550
429600551697	1294.91	655.53	1303.54	672.47	2.5079	2.5607
429600560031	1296.77	654.45	1304.90	674.36	2.4985	2.5619
429600568364	1293.27	652.26	1305.04	682.13	2.5125	2.5784
429600576705	1298.88	656.46	1308.59	678.89	2.5018	2.5696
429600585037	1298.57	658.14	1304.74	677.75	2.5189	2.5927
429600593371	1297.82	658.14	1301.23	677.76	2.5335	2.5953
429600601703	1294.25	656.40	1299.54	684.33	2.5320	2.6050
429600610036	1295.52	654.87	1301.38	685.16	2.5230	2.5867
429600618370	1291.84	661.76	1296.07	685.34	2.5393	2.5911
429600626703	1293.96	657.97	1302.44	685.78	2.5309	2.6054
429600635036	1288.16	661.65	1302.93	690.53	2.5466	2.5957
429600643369	1293.41	664.84	1299.26	692.84	2.5256	2.5865
429600651702	1288.31	682.49	1295.90	699.01	2.5481	2.5903
429600660036	1282.43	690.81	1290.32	708.12	2.5406	2.5852
429600668369	1284.79	689.86	1292.18	706.86	2.5412	2.5870
429600676701	1279.09	686.99	1290.86	707.25	2.5448	2.5972
429600685035	1279.37	696.35	1285.73	707.70	2.5422	2.6093
429600693369	1282.44	688.16	1294.82	714.22	2.5379	2.6054
429600701702	1283.15	695.03	1294.02	706.55	2.5429	2.6149
429600710038	1281.99	695.65	1295.85	707.82	2.5550	2.6174
429600718371	1278.73	697.54	1296.71	705.87	2.5536	2.6067
429600726704	1280.90	693.43	1296.54	715.16	2.5536	2.6126
429600735038	1282.29	691.54	1289.62	703.82	2.5582	2.6236
429600743371	1281.27	690.26	1294.90	706.38	2.5623	2.6212
429600751704	1278.83	699.78	1285.25	711.03	2.5877	2.6433
429600760038	1279.30	695.49	1288.27	705.40	2.5560	2.6357
429600768371	1280.50	694.76	1285.41	708.78	2.5630	2.6448
429600776703	1276.80	692.10	1289.25	704.92	2.5711	2.6466
429600785037	1278.81	696.94	1289.83	706.20	2.5713	2.6400
429600793370	1278.66	696.05	1286.36	709.55	2.5803	2.6412
429600801704	1279.32	693.69	1286.48	703.92	2.5828	2.6401
429600810037	1275.57	687.89	1290.71	709.97	2.5777	2.6622
429600818371	1277.76	692.27	1281.40	710.23	2.5846	2.6436
429600826703	1279.94	693.52	1281.83	712.01	2.5631	2.6532
429600835037	1281.36	691.88	1285.00	708.90	2.5817	2.6568
429600843376	1278.33	692.46	1280.05	715.50	2.5805	2.6537
429600851710	1276.79	699.51	1283.55	711.90	2.5923	2.6641
429600860043	1275.33	693.99	1283.28	713.27	2.5843	2.6597
429600868375	1275.19	695.93	1284.54	718.79	2.5936	2.6828
429600876709	1265.54	696.93	1284.43	718.60	2.5952	2.6561
429600885042	1273.45	698.19	1279.20	719.79	2.5998	2.6655
429600893375	1264.49	707.01	1279.27	718.50	2.5934	2.6602
429600901709	1270.52	696.63	1283.69	724.63	2.5930	2.6597
429600910042	1264.84	700.87	1281.94	722.84	2.5869	2.6617
429600918375	1267.10	702.94	1284.25	717.06	2.6130	2.6755
429600926709	1260.01	699.06	1284.60	715.45	2.5929	2.6821
429600935042	1262.48	693.73	1286.93	720.65	2.6105	2.6674
429600943375	1263.38	699.67	1280.66	720.27	2.6065	2.6924
429600951709	1258.37	702.53	1283.74	721.97	2.6180	2.6856
429600960042	1261.01	694.41	1289.97	721.94	2.6072	2.6776
429600968378	1264.93	699.33	1280.97	717.47	2.6065	2.6816
429600976711	1256.06	704.59	1278.03	711.26	2.6278	2.6811
429600985045	1256.64	697.39	1284.09	715.10	2.6140	2.6967
429600993378	1257.40	707.67	1281.29	724.34	2.6205	2.6847
429601001712	1259.14	698.84	1284.40	722.66	2.5948	2.7146
429601010044	1260.23	693.34	1278.99	718.98	2.6098	2.6999
429601018378	1254.93	696.53	1280.61	721.40	2.6149	2.7019
429601026711	1255.10	698.51	1285.43	715.39	2.6156	2.7094
429601035044	1260.55	701.05	1277.56	722.53	2.6478	2.7124
429601043378	1255.90	697.79	1279.44	722.50	2.6350	2.7214
429601051712	1259.08	707.89	1286.61	718.38	2.6439	2.7003
429601060044	1252.25	700.15	1280.44	718.44	2.6341	2.7152
429601068377	1251.10	699.13	1282.66	729.33	2.6236	2.7116
429601076710	1255.36	701.31	1279.40	737.83	2.6389	2.7341
429601085043	1261.93	709.32	1287.37	725.29	2.6608	2.7150
429601093377	1255.45	708.28	1282.93	725.20	2.6528	2.7169
429601101715	1256.04	705.85	1282.20	724.00	2.6341	2.7162
429601110048	1258.14	700.25	1276.41	722.45	2.6618	2.7158
429601118381	1254.59	708.85	1277.57	723.29	2.6586	2.7241
429601126714	1254.38	702.39	1273.79	725.22	2.6425	2.7318
429601135048	1260.88	711.46	1276.75	720.10	2.6713	2.7173
429601143381	1258.56	710.56	1275.84	725.84	2.6478	2.7413
429601151714	1259.96	703.10	1271.77	726.54	2.6562	2.7513
429601160047	1260.61	706.91	1275.28	725.43	2.6662	2.7321
429601168380	1255.14	708.99	1275.20	730.78	2.6761	2.7464
429601176714	1258.03	708.98	1274.08	727.40	2.6540	2.7456
429601185047	1257.62	716.34	1272.85	737.58	2.6782	2.7636
429601193380	1257.83	709.94	1274.70	733.18	2.6676	2.7673
429601201714	1255.72	714.58	1266.20	730.63	2.6732	2.7523
429601210046	1254.95	709.42	1265.50	731.46	2.6845	2.7730
429601218380	1258.17	705.98	1268.51	729.44	2.6695	2.7717
429601226714	1275.72	713.70	1290.74	735.89	2.6763	2.7739
429601235052	1307.21	725.86	1321.19	754.83	2.6580	2.7530
429601243384	1316.40	733.30	1325.00	769.76	2.6615	2.7515
429601251717	1318.43	746.04	1334.51	774.09	2.6610	2.7469
429601260051	1311.86	742.97	1331.09	763.84	2.6711	2.7412
429601268384	1314.17	746.45	1325.06	766.55	2.6478	2.7461
429601276717	1320.83	739.61	1320.89	766.66	2.6250	2.7339
429601285051	1322.70	735.64	1322.54	762.90	2.6345	2.7262
429601293384	1319.88	739.08	1328.51	761.39	2.6092	2.7121
429601301717	1323.95	740.10	1326.34	760.76	2.6082	2.7091
429601310049	1314.33	736.28	1326.20	760.62	2.5988	2.6818
429601318383	1323.03	746.39	1331.38	761.66	2.6063	2.6851
429601326716	1321.52	740.85	1330.80	763.54	2.6009	2.6695
429601335050	1323.77	743.75	1332.51	750.84	2.5770	2.6530
429601343382	1319.10	741.53	1327.40	763.10	2.5867	2.6707
429601351715	1319.07	742.50	1327.00	761.53	2.5623	2.6495
429601360049	1321.28	739.16	1332.10	756.64	2.5582	2.6358
429601368382	1324.04	745.45	1328.63	755.56	2.5509	2.6207
429601376715	1321.45	735.68	1324.91	758.05	2.5283	2.6334
429601385049	1323.83	745.50	1329.99	757.25	2.5477	2.6153
429601393382	1330.63	741.99	1321.21	758.29	2.5299	2.6003
429601401715	1330.54	739.97	1336.26	750.17	2.5107	2.6081
429601410049	1330.89	735.10	1329.31	757.58	2.5205	2.6012
429601418382	1326.20	737.74	1326.41	756.99	2.4906	2.5798
429601426716	1329.56	740.39	1329.46	756.32	2.4965	2.5837
429601435047	1327.09	728.10	1331.82	753.40	2.4752	2.5716
429601443381	1329.45	734.86	1332.13	754.44	2.4759	2.5671
429601451714	1325.52	733.23	1330.70	754.33	2.4577	2.5550
429601460047	1330.93	739.18	1331.99	745.58	2.4710	2.5515
429601468381	1325.93	727.88	1335.78	743.49	2.4559	2.5321
429601476714	1328.47	733.80	1328.48	749.26	2.4621	2.5447
429601485048	1331.35	738.25	1333.36	750.73	2.4534	2.5430
429601493390	1336.61	729.42	1336.08	751.98	2.4556	2.5600
429601501723	1359.30	747.18	1359.13	759.99	2.4615	2.5506
429601510057	1384.89	743.55	1389.92	774.37	2.4595	2.5494
429601518389	1386.68	739.72	1389.66	770.94	2.4808	2.5489
429601526723	1380.03	743.66	1389.73	766.93	2.4659	2.5161
429601535056	1380.79	737.55	1387.66	762.48	2.4603	2.5404
429601543389	1385.59	739.19	1387.03	766.79	2.4617	2.5494
429601551722	1385.73	749.72	1390.98	766.64	2.4713	2.5455
429601560055	1385.69	738.41	1390.31	762.78	2.4647	2.5464
429601568389	1384.15	740.28	1391.67	760.93	2.4705	2.5296
429601576722	1381.32	745.55	1390.25	760.69	2.4640	2.5498
429601585055	1387.07	747.98	1395.48	761.84	2.4642	2.5398
429601593389	1386.49	746.02	1392.22	764.18	2.4804	2.5359
429601601722	1385.88	747.75	1396.51	767.85	2.4817	2.5442
429601610056	1381.25	747.55	1391.15	762.96	2.4817	2.5490
429601618389	1384.50	747.78	1391.21	767.99	2.4649	2.5440
429601626727	1391.04	752.39	1391.61	772.44	2.4618	2.5508
429601635061	1385.45	745.15	1389.06	770.88	2.4814	2.5476
429601643393	1388.66	750.56	1389.35	772.46	2.4827	2.5713
429601651727	1390.70	752.32	1389.14	769.68	2.4881	2.5453
429601660061	1393.32	752.65	1386.15	773.85	2.4897	2.5503
429601668393	1390.47	753.73	1389.25	781.88	2.4904	2.5643
429601676727	1381.98	759.39	1393.04	773.82	2.4904	2.5453
429601685060	1390.84	752.03	1391.57	771.80	2.4885	2.5521
429601693394	1382.47	755.95	1393.46	771.99	2.4896	2.5330
429601701727	1392.02	760.53	1392.43	771.87	2.5033	2.5512
429601710060	1391.53	745.02	1390.24	772.71	2.4744	2.5766
429601718393	1391.42	743.97	1399.69	771.34	2.4743	2.5534
429601726726	1391.75	748.39	1391.22	782.37	2.4745	2.5848
429601735060	1389.62	745.08	1395.33	776.35	2.4730	2.5668
429601743393	1395.28	751.49	1397.08	783.15	2.4860	2.5927
429601751726	1392.31	745.09	1393.23	777.72	2.4807	2.5536
429601760064	1389.84	754.28	1398.91	776.95	2.4992	2.5610
429601768396	1387.42	745.72	1395.51	775.52	2.4843	2.5570
429601776730	1391.09	753.94	1399.28	780.51	2.4732	2.5630
429601785064	1397.38	748.99	1393.61	777.12	2.4773	2.5728
429601793396	1390.34	755.32	1394.14	777.70	2.4961	2.5623
429601801730	1387.49	757.79	1403.18	781.02	2.4825	2.5460
429601810063	1393.24	758.67	1399.55	777.85	2.4947	2.5527
429601818396	1390.02	759.58	1394.78	777.02	2.5091	2.5661
429601826729	1400.62	750.84	1395.06	776.41	2.4973	2.5594
429601835062	1396.74	757.50	1397.75	768.11	2.4952	2.5519
429601843396	1390.96	756.68	1400.50	778.29	2.5006	2.5397
429601851729	1393.14	757.64	1395.85	777.61	2.4874	2.5729
429601860062	1387.47	757.73	1401.90	776.90	2.4854	2.5611
429601868396	1387.96	756.23	1399.39	774.74	2.4805	2.5704
429601876729	1389.83	755.94	1401.16	773.04	2.4936	2.5698
429601885068	1404.24	751.40	1411.35	769.69	2.5139	2.5601
429601893399	1431.50	750.74	1438.62	759.97	2.5242	2.5468
429601901733	1464.15	728.23	1470.00	751.32	2.4998	2.5695
429601910066	1461.38	726.89	1468.60	750.36	2.4985	2.5596
429601918399	1465.92	726.13	1462.55	751.03	2.5108	2.5644
429601926733	1461.78	730.10	1465.20	749.50	2.5056	2.5387
429601935066	1470.27	734.53	1461.38	747.52	2.5018	2.5488
429601943400	1463.82	730.74	1463.46	751.34	2.5090	2.5629
429601951733	1463.42	730.12	1462.73	752.53	2.4938	2.5717
429601960066	1468.45	732.89	1469.85	750.86	2.4974	2.5561
429601968400	1470.53	735.39	1459.11	749.89	2.4987	2.5390
429601976733	1460.26	735.31	1461.86	751.63	2.4991	2.5574
429601985066	1466.25	728.75	1458.53	750.18	2.4953	2.5560
429601993399	1467.21	733.38	1463.37	751.30	2.4984	2.5443
429602001732	1462.68	737.10	1462.52	754.63	2.4802	2.5642
429602010065	1464.95	736.63	1469.45	755.96	2.5084	2.5440
429602018403	1463.66	737.45	1461.85	751.17	2.4949	2.5409
429602026736	1464.99	742.58	1462.53	751.43	2.5195	2.5502
429602035069	1460.50	728.78	1459.63	751.61	2.4857	2.5383
429602043402	1463.94	735.83	1465.20	747.67	2.4754	2.5208
429602051736	1468.68	738.30	1460.06	755.85	2.4964	2.5459
429602060069	1467.14	729.68	1467.76	755.87	2.4918	2.5406
429602068403	1463.56	729.86	1463.67	745.90	2.4769	2.5279
429602076736	1464.63	724.59	1459.65	746.24	2.4881	2.5439
