Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-107_task-EyeTracking_physio	1	-1660.241	-1035.226	625.015	1259.970	689.900	0.108	0.051	0.260	0.552
sub-107_task-EyeTracking_physio	1	-1026.894	531.476	1558.370	1279.090	701.460	0.124	0.254	0.727	0.866
sub-107_task-EyeTracking_physio	1	548.142	898.152	350.010	1334.713	702.150	0.109	0.080	0.280	0.781
sub-107_task-EyeTracking_physio	1	931.486	1131.482	199.996	1397.905	618.855	0.103	0.059	0.231	0.490
sub-107_task-EyeTracking_physio	1	1148.148	1631.505	483.357	1496.500	557.000	0.080	0.031	0.245	0.361
sub-107_task-EyeTracking_physio	1	1656.505	1848.164	191.659	1534.155	683.820	0.081	0.022	0.147	0.295
sub-107_task-EyeTracking_physio	1	1873.172	2498.177	625.005	1563.180	855.105	0.086	0.044	0.444	0.372
sub-107_task-EyeTracking_physio	1	2531.510	2864.863	333.353	1093.595	880.432	0.092	0.032	0.312	0.260
sub-107_task-EyeTracking_physio	1	2889.863	3006.531	116.668	1085.050	852.135	0.080	0.023	0.206	0.205
sub-107_task-EyeTracking_physio	2	-3131.967	-2990.301	141.666	1091.660	854.690	0.081	0.022	0.189	0.170
sub-107_task-EyeTracking_physio	2	-2956.959	-2773.621	183.338	1322.640	678.598	0.087	0.036	0.162	0.431
sub-107_task-EyeTracking_physio	2	-2756.947	284.789	3041.736	1290.775	692.255	0.089	0.081	0.413	0.727
sub-107_task-EyeTracking_physio	2	309.789	493.124	183.335	1321.178	670.312	0.075	0.013	0.234	0.330
sub-107_task-EyeTracking_physio	2	518.128	676.456	158.328	1367.680	606.985	0.112	0.020	0.091	0.413
sub-107_task-EyeTracking_physio	2	726.464	868.134	141.670	1431.005	520.175	0.065	0.013	0.099	0.319
sub-107_task-EyeTracking_physio	2	893.125	1376.481	483.356	1516.545	505.430	0.070	0.034	0.289	0.370
sub-107_task-EyeTracking_physio	2	1426.474	1626.482	200.008	1640.327	843.662	0.119	0.092	0.317	0.660
sub-107_task-EyeTracking_physio	2	1643.148	2309.827	666.679	1721.340	927.808	0.099	0.053	0.304	0.522
sub-107_task-EyeTracking_physio	2	2359.838	2476.509	116.671	1523.355	931.118	0.054	0.006	0.086	0.111
sub-107_task-EyeTracking_physio	2	2526.499	2809.839	283.340	996.960	940.658	0.079	0.039	0.299	0.291
sub-107_task-EyeTracking_physio	2	2843.172	3009.858	166.686	898.655	921.928	0.082	0.020	0.170	0.247
