Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-118_task-EyeTracking_physio	1	-9163.525	-8980.184	183.341	1180.747	954.335	0.096	0.054	0.215	0.467
sub-118_task-EyeTracking_physio	1	-8955.185	-8721.842	233.343	1483.020	980.155	0.151	0.082	0.343	0.647
sub-118_task-EyeTracking_physio	1	-8696.843	-8313.501	383.342	1334.037	802.183	0.181	0.053	0.378	0.612
sub-118_task-EyeTracking_physio	1	-8021.826	-7688.486	333.340	1310.915	867.002	0.104	0.093	0.138	1.351
sub-118_task-EyeTracking_physio	1	-7413.481	-7221.811	191.670	1318.135	833.200	0.191	0.320	0.367	2.307
sub-118_task-EyeTracking_physio	1	-7180.145	-6930.139	250.006	1373.747	1407.810	0.219	0.154	0.448	0.973
sub-118_task-EyeTracking_physio	1	-6888.469	-6688.465	200.004	1676.275	1589.865	0.462	0.239	0.428	1.369
sub-118_task-EyeTracking_physio	1	-6088.451	-5896.781	191.670	1236.445	775.550	0.117	0.048	0.211	0.358
sub-118_task-EyeTracking_physio	1	-5880.115	-5580.107	300.008	1295.322	739.095	0.225	0.077	0.333	0.632
sub-118_task-EyeTracking_physio	1	-5563.440	-5246.768	316.672	1274.182	726.110	0.147	0.066	0.302	0.489
sub-118_task-EyeTracking_physio	1	-5230.100	-5088.432	141.668	1297.235	736.730	0.196	0.045	0.152	0.492
sub-118_task-EyeTracking_physio	1	-4871.757	-4488.412	383.345	1297.053	731.805	0.116	0.087	0.300	0.830
sub-118_task-EyeTracking_physio	1	-4471.746	-4038.409	433.337	1330.258	743.195	0.111	0.065	0.260	0.530
sub-118_task-EyeTracking_physio	1	-4021.737	-3588.395	433.342	1293.157	750.197	0.083	0.033	0.286	0.329
sub-118_task-EyeTracking_physio	1	-3563.395	-3138.386	425.009	1334.695	749.355	0.089	0.050	0.408	0.355
sub-118_task-EyeTracking_physio	1	-2905.049	-2663.376	241.673	1305.125	767.410	0.091	0.051	0.193	0.540
sub-118_task-EyeTracking_physio	1	-2655.044	-2488.374	166.670	1303.662	783.957	0.073	0.022	0.160	0.213
sub-118_task-EyeTracking_physio	1	-2246.700	-2013.359	233.341	1294.827	722.612	0.126	0.062	0.199	0.744
sub-118_task-EyeTracking_physio	1	-1996.694	-1855.023	141.671	1274.500	761.825	0.102	0.038	0.214	0.305
sub-118_task-EyeTracking_physio	1	-1388.347	-1213.342	175.005	1321.900	759.960	0.098	0.018	0.158	0.227
sub-118_task-EyeTracking_physio	1	-1205.009	503.363	1708.372	1301.630	741.030	0.094	0.073	0.340	0.828
sub-118_task-EyeTracking_physio	1	520.029	745.035	225.006	1328.985	742.960	0.177	0.085	0.266	0.706
