Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-117_task-EyeTracking_physio	1	-3331.219	-2964.552	366.667	1260.432	696.498	0.082	0.019	0.168	0.268
sub-117_task-EyeTracking_physio	1	-2939.546	-2506.195	433.351	1284.780	707.780	0.090	0.024	0.178	0.377
sub-117_task-EyeTracking_physio	1	-2489.529	260.523	2750.052	1275.550	726.295	0.169	0.120	0.460	1.014
sub-117_task-EyeTracking_physio	1	285.522	527.203	241.681	1210.855	716.080	0.087	0.030	0.206	0.338
sub-117_task-EyeTracking_physio	1	543.869	702.195	158.326	1172.440	703.325	0.102	0.016	0.174	0.250
sub-117_task-EyeTracking_physio	1	735.532	910.544	175.012	1122.745	652.215	0.079	0.016	0.152	0.207
sub-117_task-EyeTracking_physio	1	943.867	1143.884	200.017	1114.548	596.590	0.071	0.011	0.134	0.165
sub-117_task-EyeTracking_physio	1	1160.550	1360.551	200.001	1115.060	544.913	0.070	0.010	0.117	0.156
sub-117_task-EyeTracking_physio	1	1393.889	1577.224	183.335	1145.347	511.865	0.059	0.010	0.127	0.200
sub-117_task-EyeTracking_physio	1	1593.891	2443.911	850.020	1178.405	486.217	0.062	0.034	0.236	0.391
sub-117_task-EyeTracking_physio	1	2460.569	2710.581	250.012	1159.128	512.648	0.067	0.012	0.185	0.177
sub-117_task-EyeTracking_physio	1	2735.581	3010.588	275.007	1136.475	551.735	0.080	0.013	0.147	0.217
sub-117_task-EyeTracking_physio	2	-601.084	198.933	800.017	1286.317	709.185	0.104	0.039	0.257	0.480
sub-117_task-EyeTracking_physio	2	215.607	398.945	183.338	1277.683	684.750	0.099	0.037	0.233	0.329
sub-117_task-EyeTracking_physio	2	423.948	673.949	250.001	1305.100	665.847	0.071	0.012	0.146	0.180
sub-117_task-EyeTracking_physio	2	690.621	957.294	266.673	1342.370	637.697	0.068	0.016	0.155	0.289
sub-117_task-EyeTracking_physio	2	998.959	1215.634	216.675	1399.517	637.082	0.079	0.011	0.120	0.219
sub-117_task-EyeTracking_physio	2	1240.634	1465.638	225.004	1460.500	607.155	0.069	0.011	0.198	0.158
sub-117_task-EyeTracking_physio	2	1490.638	1698.974	208.336	1559.295	600.740	0.059	0.012	0.122	0.166
sub-117_task-EyeTracking_physio	2	1723.974	1990.650	266.676	1644.445	601.852	0.073	0.023	0.223	0.240
sub-117_task-EyeTracking_physio	2	2007.306	2273.980	266.674	1678.637	634.500	0.088	0.025	0.203	0.351
sub-117_task-EyeTracking_physio	2	2298.980	2565.662	266.682	1654.005	691.045	0.084	0.016	0.148	0.279
sub-117_task-EyeTracking_physio	2	2582.328	2832.334	250.006	1617.172	713.550	0.077	0.015	0.187	0.269
sub-117_task-EyeTracking_physio	2	2890.667	3007.325	116.658	1544.668	737.607	0.083	0.015	0.155	0.160
sub-117_task-EyeTracking_physio	3	-745.877	-570.874	175.003	1310.175	695.490	0.065	0.017	0.140	0.214
sub-117_task-EyeTracking_physio	3	-545.874	337.481	883.355	1289.050	701.960	0.070	0.027	0.261	0.374
sub-117_task-EyeTracking_physio	3	362.479	545.818	183.339	1245.642	691.648	0.088	0.015	0.138	0.180
sub-117_task-EyeTracking_physio	3	570.818	779.160	208.342	1168.620	674.520	0.078	0.014	0.201	0.228
sub-117_task-EyeTracking_physio	3	795.827	937.496	141.669	1146.505	658.125	0.087	0.015	0.108	0.191
sub-117_task-EyeTracking_physio	3	1095.830	1412.501	316.671	1140.610	655.727	0.089	0.046	0.238	0.492
sub-117_task-EyeTracking_physio	3	1437.506	1962.518	525.012	1170.435	661.520	0.066	0.012	0.194	0.209
sub-117_task-EyeTracking_physio	3	1987.517	2362.526	375.009	1151.465	648.500	0.077	0.019	0.202	0.274
sub-117_task-EyeTracking_physio	3	2379.191	2645.866	266.675	1103.212	646.460	0.055	0.010	0.154	0.150
sub-117_task-EyeTracking_physio	3	2670.865	2895.872	225.007	1014.045	699.035	0.070	0.008	0.127	0.164
sub-117_task-EyeTracking_physio	4	-965.891	-665.881	300.010	1278.672	715.010	0.090	0.016	0.263	0.223
sub-117_task-EyeTracking_physio	4	-540.877	259.140	800.017	1291.350	702.183	0.074	0.033	0.276	0.378
sub-117_task-EyeTracking_physio	4	275.806	459.141	183.335	1284.375	675.870	0.082	0.017	0.201	0.196
sub-117_task-EyeTracking_physio	4	475.808	775.818	300.010	1309.835	646.905	0.074	0.012	0.176	0.209
sub-117_task-EyeTracking_physio	4	792.485	917.488	125.003	1364.915	634.730	0.071	0.012	0.145	0.138
sub-117_task-EyeTracking_physio	4	1167.494	1484.165	316.671	1345.398	638.150	0.060	0.022	0.184	0.339
sub-117_task-EyeTracking_physio	4	1509.165	2625.860	1116.695	1307.360	626.175	0.082	0.028	0.314	0.370
sub-117_task-EyeTracking_physio	4	2650.859	2917.531	266.672	1366.777	629.390	0.073	0.016	0.195	0.190
sub-117_task-EyeTracking_physio	5	-2045.145	179.904	2225.049	1282.020	707.500	0.093	0.066	0.453	0.570
sub-117_task-EyeTracking_physio	5	204.904	479.912	275.008	1259.070	692.035	0.078	0.028	0.235	0.331
sub-117_task-EyeTracking_physio	5	513.245	754.917	241.672	1247.665	699.585	0.078	0.019	0.164	0.273
sub-117_task-EyeTracking_physio	5	921.586	1121.592	200.006	1251.423	699.740	0.133	0.071	0.169	0.632
sub-117_task-EyeTracking_physio	5	1129.925	1696.609	566.684	1248.952	683.300	0.068	0.015	0.132	0.303
sub-117_task-EyeTracking_physio	5	1721.608	3004.978	1283.370	1263.523	683.060	0.079	0.039	0.375	0.262
sub-117_task-EyeTracking_physio	6	-1598.947	-632.254	966.693	1281.595	705.170	0.069	0.032	0.290	0.364
sub-117_task-EyeTracking_physio	6	-465.589	326.100	791.689	1283.185	707.605	0.084	0.054	0.342	0.595
sub-117_task-EyeTracking_physio	6	342.766	609.437	266.671	1268.360	694.763	0.087	0.032	0.233	0.330
sub-117_task-EyeTracking_physio	6	634.437	859.445	225.008	1257.685	636.350	0.079	0.020	0.134	0.306
sub-117_task-EyeTracking_physio	6	876.112	1242.789	366.677	1244.788	612.245	0.068	0.009	0.132	0.171
sub-117_task-EyeTracking_physio	6	1267.788	1509.458	241.670	1305.995	609.140	0.075	0.012	0.207	0.160
sub-117_task-EyeTracking_physio	6	1526.124	1826.132	300.008	1345.862	605.163	0.068	0.011	0.102	0.273
sub-117_task-EyeTracking_physio	6	1884.469	2326.144	441.675	1373.510	627.655	0.067	0.009	0.159	0.139
sub-117_task-EyeTracking_physio	6	2342.810	2609.481	266.671	1353.760	627.158	0.073	0.009	0.148	0.177
sub-117_task-EyeTracking_physio	6	2626.147	3009.490	383.343	1327.033	611.942	0.068	0.011	0.159	0.178
sub-117_task-EyeTracking_physio	7	-1360.895	-969.219	391.676	1292.755	694.265	0.076	0.029	0.254	0.346
sub-117_task-EyeTracking_physio	7	-952.553	-852.551	100.002	1293.213	1058.053	NaN	0.000	0.749	2.394
