t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
88418994076	1528.21	536.89	1540.91	569.78	4.5783	4.3159
88419002410	1512.96	532.47	1523.47	571.40	4.5663	4.3123
88419010743	1448.70	615.47	1437.74	642.64	4.6251	4.3601
88419019076	1342.15	662.52	1335.30	695.37	4.6120	4.3487
88419027410	1294.40	701.69	1293.89	721.44	4.6010	4.3462
88419035742	1278.42	708.56	1270.05	731.99	4.6190	4.3658
88419044085	1291.15	693.37	1285.23	725.19	4.6079	4.3616
88419052422	1291.71	696.99	1285.41	710.85	4.5963	4.3492
88419060754	1285.66	694.49	1278.03	728.51	4.5972	4.3727
88419069079	1289.58	699.94	1270.57	727.04	4.6031	4.3631
88419077421	1284.76	696.23	1271.01	724.98	4.6062	4.3619
88419085754	1282.67	700.04	1273.48	729.25	4.5947	4.3785
88419094088	1286.13	695.10	1271.99	726.04	4.6204	4.3675
88419102412	1282.86	693.83	1269.97	728.42	4.6181	4.3652
88419110746	1285.25	700.92	1271.23	727.40	4.6367	4.3651
88419119079	1278.42	696.39	1269.93	728.11	4.6333	4.3816
88419127413	1278.10	695.48	1271.16	725.41	4.6252	4.3637
88419135746	1276.32	692.43	1271.91	726.69	4.6321	4.3885
88419144079	1276.02	693.93	1276.37	738.91	4.6350	4.4160
88419152411	1280.98	699.12	1274.21	735.16	4.6403	4.4211
88419160744	1278.03	700.36	1283.94	724.58	4.6533	4.3980
88419169078	1281.06	702.38	1281.05	733.15	4.6478	4.4167
88419177411	1277.53	698.01	1278.79	736.42	4.6474	4.4297
88419185750	1283.49	698.04	1282.35	732.56	4.6479	4.4177
88419194083	1284.23	700.11	1279.04	735.61	4.6484	4.4209
88419202416	1281.18	702.96	1277.47	730.65	4.6654	4.4354
88419210750	1281.76	703.65	1281.09	734.05	4.6592	4.4376
88419219083	1279.67	700.63	1274.67	733.61	4.6483	4.4332
88419227416	1280.64	703.97	1278.24	731.68	4.6517	4.4365
88419235749	1280.78	700.92	1275.15	726.95	4.6483	4.4284
88419244082	1282.12	706.28	1284.78	734.43	4.6718	4.4398
88419252415	1286.08	706.76	1275.60	729.96	4.6749	4.4388
88419260749	1277.87	704.53	1280.73	739.61	4.6636	4.4714
88419269082	1280.70	700.87	1276.43	734.53	4.6695	4.4677
88419277415	1276.80	702.99	1275.47	731.49	4.6745	4.4547
88419285748	1278.22	701.48	1277.05	729.92	4.6772	4.4577
88419294082	1274.14	703.45	1281.45	739.80	4.6844	4.4825
88419302415	1282.85	697.65	1273.34	737.45	4.6808	4.4841
88419310749	1280.47	701.27	1279.82	732.01	4.6877	4.4770
88419319088	1277.43	706.92	1277.99	738.94	4.6899	4.4949
