stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
sun_anbqoyitlozwisvu.jpg	1	0.258	0.367	1420.215	584.378	0.159	0.096	0.0	10	extractor hood
sun_anbqoyitlozwisvu.jpg	2	0.649	0.167	1187.808	505.293	0.226	0.092	0.0	0	other
sun_anbqoyitlozwisvu.jpg	3	0.841	0.217	972.253	487.630	0.206	0.093	0.0	3	cabinet
sun_anbqoyitlozwisvu.jpg	4	1.074	0.158	856.985	515.185	0.194	0.081	0.0	3	cabinet
sun_anbqoyitlozwisvu.jpg	5	1.258	0.458	933.340	854.645	0.151	0.093	0.0	3	cabinet
sun_anbqoyitlozwisvu.jpg	5	1.258	0.458	933.340	854.645	0.151	0.093	0.0	29	worktop
sun_anbqoyitlozwisvu.jpg	6	1.749	0.258	1275.835	852.785	0.140	0.120	0.0	13	kitchen island
sun_anbqoyitlozwisvu.jpg	7	2.041	0.200	1448.188	767.430	0.149	0.118	0.0	0	other
sun_anbqoyitlozwisvu.jpg	8	2.266	0.192	1453.570	583.475	0.122	0.049	0.0	10	extractor hood
sun_anbqoyitlozwisvu.jpg	9	2.491	0.383	1210.263	532.200	0.181	0.084	0.0	3	cabinet
sun_anbqoyitlozwisvu.jpg	9	2.491	0.383	1210.263	532.200	0.181	0.084	0.0	18	pendant lamp
