t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
1394787879603	1206.44	663.13	1247.96	700.46	3.0217	3.3549
1394787887937	1206.00	663.62	1242.69	691.62	3.0248	3.3307
1394787896270	1210.42	657.89	1247.80	684.65	3.0181	3.3371
1394787904602	1205.03	670.62	1243.46	686.11	3.0418	3.3477
1394787912936	1204.00	662.76	1245.04	684.19	3.0159	3.3502
1394787921269	1214.81	661.08	1244.15	680.02	2.9866	3.3253
1394787929603	1206.50	664.64	1239.86	706.68	3.0097	3.3694
1394787937936	1199.06	661.06	1242.71	682.57	3.0267	3.3486
1394787946275	1209.99	657.05	1240.85	681.87	3.0368	3.3336
1394787954608	1213.55	663.20	1239.62	684.25	3.0241	3.3289
1394787962942	1208.95	651.47	1245.16	686.98	3.0226	3.3315
1394787971275	1223.24	661.31	1250.92	690.63	3.0482	3.3529
1394787979609	1281.41	648.49	1292.79	686.52	3.0315	3.3827
1394787987941	1266.09	644.64	1289.82	685.27	3.0373	3.3615
1394787996274	1256.96	647.49	1280.45	687.87	3.0355	3.3493
1394788004607	1263.80	656.21	1276.19	677.35	3.0465	3.3439
1394788012941	1272.52	635.13	1289.64	673.77	3.0128	3.3383
1394788021274	1277.10	632.78	1286.81	675.65	3.0297	3.3607
1394788029607	1276.13	644.60	1285.53	674.64	3.0486	3.3381
1394788037941	1272.23	642.18	1279.55	686.61	3.0256	3.3629
1394788046274	1271.85	643.38	1283.24	677.80	3.0522	3.3430
1394788054608	1261.52	658.79	1283.31	680.49	3.0373	3.3588
1394788062940	1259.78	664.23	1292.44	676.35	3.0403	3.3707
1394788071273	1266.92	660.20	1287.93	667.22	3.0194	3.3909
1394788079612	1261.42	667.29	1290.94	673.29	3.0626	3.3725
1394788087946	1262.40	655.69	1291.35	673.42	3.0149	3.3719
1394788096279	1265.29	647.25	1288.97	675.43	3.0348	3.3851
1394788104613	1272.67	645.33	1289.73	669.76	3.0211	3.3669
1394788112946	1274.85	645.80	1281.89	674.22	3.0506	3.4146
1394788121279	1267.25	643.86	1298.34	673.43	3.0242	3.3877
1394788129612	1266.15	659.42	1288.94	671.81	3.0491	3.4136
1394788137946	1270.83	648.00	1289.54	661.61	3.0534	3.4045
1394788146278	1272.82	687.85	1294.91	670.84	3.0860	3.4228
1394788154611	1267.41	662.58	1292.27	675.64	3.0585	3.4128
1394788162945	1267.26	653.23	1284.63	675.41	3.0634	3.4229
1394788171278	1268.68	639.48	1287.09	676.12	3.0749	3.4194
1394788179612	1271.15	636.12	1284.87	676.37	3.0786	3.4613
1394788187945	1270.94	656.38	1291.48	674.56	3.1028	3.4295
1394788196278	1280.01	652.36	1291.72	674.82	3.0929	3.4664
1394788204611	1268.75	644.75	1285.55	682.82	3.0749	3.4727
1394788212949	1267.90	643.19	1287.05	681.97	3.0953	3.4578
1394788221283	1273.93	644.58	1284.83	667.44	3.0791	3.4544
1394788229616	1269.30	678.31	1275.74	676.04	3.1250	3.4543
1394788237948	1266.91	659.62	1287.03	671.89	3.1030	3.4820
1394788246282	1260.94	658.95	1290.27	666.61	3.1023	3.4687
1394788254615	1267.71	647.82	1294.59	663.15	3.0970	3.4796
1394788262949	1266.26	655.10	1286.15	664.78	3.1251	3.4709
1394788271282	1275.55	679.56	1286.78	665.28	3.1820	3.4763
1394788279615	1261.00	647.99	1291.39	696.39	3.1100	3.5458
1394788287948	1266.01	687.15	1283.61	665.72	3.1982	3.4995
1394788296282	1258.32	660.66	1287.08	670.51	3.1345	3.5177
1394788304615	1266.22	658.95	1282.95	691.29	3.1235	3.5709
1394788312948	1261.26	683.84	1289.86	692.50	3.1946	3.5582
1394788321281	1272.34	661.36	1282.60	705.65	3.1595	3.5837
1394788329614	1274.12	668.59	1286.56	697.24	3.1885	3.5777
1394788337951	1273.20	647.36	1287.24	670.49	3.1362	3.5091
1394788346285	1268.50	651.69	1284.94	699.74	3.1635	3.5967
1394788354618	1274.36	640.21	1289.86	693.67	3.1296	3.6003
1394788362951	1277.42	687.12	1279.27	685.17	3.2396	3.5859
1394788371285	1275.90	637.82	1286.19	684.81	3.1455	3.5798
1394788379618	1275.04	689.74	1288.18	688.99	3.2572	3.6066
1394788387951	1286.16	720.23	1285.47	721.67	3.2968	3.6963
1394788396284	1269.96	679.31	1290.51	693.20	3.2141	3.6515
1394788404617	1273.49	665.06	1293.02	684.77	3.2132	3.6237
1394788412950	1279.36	692.79	1286.91	726.49	3.2880	3.7165
1394788421284	1280.56	707.30	1284.12	736.01	3.3171	3.7281
1394788429618	1289.01	705.38	1284.23	721.78	3.3199	3.7054
1394788437951	1279.76	687.23	1290.70	690.75	3.2656	3.6645
1394788446284	1284.98	681.74	1288.35	697.37	3.2733	3.6996
1394788454617	1276.26	704.12	1290.53	715.94	3.3133	3.7414
1394788462949	1277.06	698.47	1290.27	697.54	3.2972	3.6955
1394788471289	1280.48	704.19	1287.86	693.63	3.3305	3.7110
1394788479622	1279.94	703.43	1287.16	716.69	3.3384	3.7435
1394788487955	1280.61	685.72	1283.12	696.31	3.3121	3.7164
1394788496289	1281.14	685.98	1279.26	699.27	3.3365	3.7359
1394788504622	1281.59	681.46	1275.07	740.66	3.3180	3.7989
1394788512956	1282.27	678.45	1274.41	729.43	3.3144	3.7882
1394788521289	1289.59	674.45	1273.49	735.21	3.3300	3.8226
1394788529622	1283.15	693.74	1274.20	726.45	3.3470	3.8117
1394788537955	1287.41	706.08	1283.04	718.68	3.3925	3.7735
1394788546288	1284.54	707.78	1287.47	720.10	3.4005	3.8135
1394788554621	1282.99	693.69	1276.66	734.38	3.3526	3.8460
1394788562955	1277.19	693.09	1285.34	723.14	3.3720	3.8155
1394788571288	1284.49	707.69	1286.92	719.70	3.3758	3.8336
1394788579621	1280.02	702.63	1285.51	725.01	3.3851	3.8511
1394788587954	1281.50	701.23	1286.08	735.19	3.3401	3.8620
1394788596288	1282.86	721.37	1284.20	729.98	3.4185	3.8852
1394788604625	1289.07	724.98	1281.95	714.93	3.4409	3.8713
1394788612958	1284.25	699.76	1285.81	722.06	3.3623	3.8729
1394788621290	1284.73	723.18	1285.17	711.36	3.4289	3.8769
1394788629624	1275.90	692.32	1284.52	717.35	3.3730	3.8653
1394788637958	1282.17	716.11	1287.19	707.44	3.4044	3.8501
1394788646291	1277.51	705.47	1285.46	717.50	3.4088	3.8733
1394788654624	1284.96	719.15	1288.39	702.65	3.4367	3.8678
1394788662957	1279.57	702.13	1284.16	694.22	3.4041	3.8438
1394788671291	1283.34	696.00	1275.90	725.17	3.4202	3.8851
1394788679624	1283.88	687.24	1270.34	734.47	3.3866	3.8986
1394788687958	1286.81	697.55	1280.05	711.70	3.4279	3.8534
1394788696290	1288.30	685.63	1277.48	718.01	3.4165	3.8740
1394788704623	1289.18	702.94	1277.43	707.48	3.4214	3.8650
1394788712956	1288.66	687.99	1278.47	711.15	3.3746	3.8552
1394788721290	1285.04	673.77	1276.13	721.48	3.3495	3.8782
1394788729623	1283.27	701.96	1282.80	724.69	3.4170	3.8287
1394788737961	1277.56	679.01	1278.60	730.27	3.3350	3.8553
1394788746294	1289.06	710.52	1286.79	695.97	3.3711	3.8092
1394788754628	1277.03	702.69	1279.86	703.35	3.3555	3.7945
1394788762962	1220.34	700.13	1239.93	712.70	3.3155	3.8030
1394788771295	1223.18	709.35	1235.86	732.51	3.3530	3.7822
1394788779628	1234.85	684.78	1253.77	718.21	3.2735	3.7737
1394788787960	1235.79	688.20	1246.20	721.87	3.2892	3.7691
1394788796293	1231.72	678.19	1246.50	726.16	3.2479	3.7560
1394788804627	1229.26	665.03	1254.80	698.71	3.2107	3.6861
1394788812961	1233.59	675.15	1250.09	701.01	3.1994	3.6450
1394788821293	1234.48	688.08	1253.12	700.20	3.2314	3.6361
1394788829627	1227.47	647.59	1250.49	706.77	3.1414	3.6527
1394788837960	1231.74	660.75	1251.24	735.77	3.1870	3.6732
1394788846294	1236.43	672.21	1257.63	690.92	3.1886	3.5576
1394788854627	1236.47	669.89	1257.04	723.58	3.1572	3.6261
1394788862965	1233.72	672.85	1254.17	706.27	3.1674	3.6032
1394788871298	1231.78	653.28	1263.69	695.19	3.1095	3.5339
1394788879632	1239.51	675.56	1261.12	702.07	3.1182	3.5326
1394788887965	1226.26	641.91	1264.75	677.27	3.0617	3.4887
1394788896299	1228.38	653.38	1265.31	685.72	3.0971	3.4904
1394788904632	1234.69	642.91	1257.19	694.06	3.0713	3.4693
1394788912965	1222.39	639.78	1259.58	687.81	3.0579	3.4749
1394788921298	1224.62	659.63	1256.99	678.48	3.0821	3.4510
1394788929632	1227.89	653.33	1251.42	690.19	3.0469	3.4631
1394788937966	1227.46	665.05	1256.80	688.10	3.0750	3.4647
1394788946297	1228.32	652.84	1255.25	688.58	3.0399	3.4525
1394788954631	1224.73	661.16	1258.83	676.78	3.0411	3.4121
1394788962964	1228.93	663.46	1248.72	719.06	3.0437	3.4989
1394788971298	1228.92	647.67	1259.94	704.42	3.0201	3.4779
