t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
1393283204011	1205.28	662.63	1211.57	680.17	3.7426	4.2031
1393283212343	1303.17	723.31	1268.21	736.05	3.7805	4.2335
1393283220677	1300.87	733.16	1288.27	728.81	3.7750	4.1979
1393283229012	1258.57	723.51	1267.80	710.54	3.7776	4.1913
1393283237345	1265.69	716.68	1267.75	698.61	3.7769	4.2108
1393283245679	1278.25	719.60	1278.01	690.13	3.7725	4.1741
1393283254012	1289.20	712.15	1283.28	702.35	3.7566	4.1945
1393283262346	1288.60	713.63	1283.95	689.12	3.7759	4.1788
1393283270679	1289.99	715.73	1275.51	696.34	3.7968	4.1922
1393283279011	1279.55	706.26	1277.43	695.70	3.7354	4.1819
1393283287345	1288.31	710.57	1281.40	700.84	3.7607	4.1989
1393283295678	1286.94	718.31	1287.88	689.22	3.7642	4.1707
1393283304012	1283.68	735.50	1283.55	698.15	3.7893	4.1635
1393283312345	1286.34	721.37	1274.91	719.89	3.7608	4.2355
1393283320678	1286.80	728.23	1277.83	718.35	3.7387	4.2177
1393283329012	1285.60	731.20	1281.82	722.68	3.7393	4.2056
1393283337348	1291.02	727.12	1276.74	738.56	3.7504	4.1991
1393283345682	1288.59	726.20	1281.74	733.90	3.7656	4.2056
1393283354014	1283.06	720.69	1287.56	738.84	3.7469	4.1981
1393283362347	1290.17	732.49	1288.56	738.56	3.7693	4.1958
1393283370681	1286.40	729.56	1280.62	727.29	3.7721	4.1870
1393283379014	1281.44	725.84	1284.43	737.05	3.7628	4.2241
1393283387348	1285.95	728.75	1277.73	725.85	3.7814	4.2320
1393283395681	1278.64	725.53	1282.08	702.09	3.7591	4.2111
1393283404014	1281.75	725.26	1284.62	700.19	3.7587	4.2252
1393283412348	1277.93	712.58	1275.32	690.25	3.7677	4.2195
1393283420681	1282.40	713.82	1271.09	702.25	3.7791	4.2398
1393283429013	1287.22	735.36	1273.53	700.12	3.8116	4.2572
1393283437347	1283.59	698.43	1267.10	708.31	3.7596	4.2511
1393283445680	1287.47	717.18	1275.22	696.83	3.8005	4.2540
1393283454013	1279.35	721.53	1274.44	713.52	3.8071	4.2301
1393283462346	1284.54	720.46	1270.47	729.94	3.8080	4.2616
1393283470685	1284.96	721.36	1275.05	730.01	3.8074	4.2800
1393283479016	1286.09	729.46	1275.29	740.03	3.8122	4.2858
1393283487349	1287.81	732.52	1287.10	726.69	3.8152	4.2768
1393283495683	1285.94	735.53	1280.82	715.81	3.8171	4.2896
1393283504015	1285.33	733.36	1270.86	725.40	3.8184	4.3046
1393283512349	1279.85	729.89	1274.93	740.05	3.8267	4.3278
1393283520682	1284.82	722.83	1267.20	734.68	3.8472	4.3349
1393283529015	1277.29	715.72	1267.07	721.10	3.8334	4.3580
1393283537349	1287.34	714.31	1280.23	698.58	3.8436	4.3432
1393283545682	1282.95	741.86	1275.07	723.71	3.8683	4.3656
1393283554015	1287.79	742.51	1278.85	732.71	3.8737	4.3470
1393283562351	1285.99	732.37	1275.15	744.23	3.8524	4.3847
1393283570684	1287.01	736.13	1279.99	731.75	3.8682	4.3926
1393283579017	1282.95	732.60	1267.26	708.18	3.8874	4.3920
1393283587350	1291.71	728.89	1271.25	709.91	3.9037	4.4272
1393283595684	1295.14	724.46	1274.00	723.61	3.9225	4.4457
1393283604022	1288.13	723.40	1280.20	715.12	3.9158	4.4107
1393283612353	1285.09	737.44	1280.29	729.29	3.9377	4.4398
1393283620687	1285.62	737.91	1279.69	733.76	3.9460	4.4360
1393283629020	1287.40	743.09	1276.50	737.46	3.9483	4.4575
1393283637354	1289.29	737.35	1271.29	730.18	3.9319	4.4634
1393283645686	1246.25	736.48	1240.23	713.79	3.9499	4.4629
1393283654019	1235.72	719.24	1231.96	723.53	3.9163	4.4892
1393283662353	1253.84	724.10	1246.07	725.51	3.9557	4.4809
1393283670686	1256.60	712.39	1226.45	729.15	3.9440	4.4851
1393283679019	1255.19	714.03	1236.25	709.55	3.9335	4.4670
1393283687353	1257.79	729.79	1245.36	709.64	3.9334	4.4801
1393283695685	1251.03	723.05	1250.43	717.52	3.9134	4.4541
1393283704021	1252.16	709.07	1239.18	722.25	3.9065	4.4473
1393283712354	1246.53	712.13	1235.90	722.18	3.9000	4.4424
1393283720688	1238.25	711.23	1247.20	717.78	3.8830	4.4178
1393283729025	1245.24	712.01	1248.03	723.23	3.8801	4.3937
1393283737357	1245.41	731.01	1248.40	726.34	3.8799	4.3836
