t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
1394384703665	1156.79	546.59	1153.75	566.05	3.4579	3.8637
1394384711999	1156.99	547.15	1160.12	568.57	3.4749	3.8613
1394384720332	1163.14	551.43	1155.07	567.23	3.4580	3.8966
1394384728665	1158.21	548.29	1160.03	561.22	3.4623	3.8644
1394384736998	1158.19	559.37	1157.54	557.11	3.4809	3.8549
1394384745331	1158.00	561.87	1168.76	566.34	3.4690	3.8610
1394384753665	1155.39	576.61	1170.79	585.05	3.4633	3.8641
1394384762002	1159.69	578.93	1179.81	592.71	3.4728	3.8625
1394384770335	1176.86	486.48	1219.80	512.50	3.5624	3.9283
1394384778668	1179.91	580.55	1223.33	576.39	3.4328	3.8306
1394384787001	1197.09	768.28	1228.47	752.41	3.3639	3.7811
1394384795335	1287.20	914.01	NaN	NaN	3.1069	NaN
1394384803668	1561.93	781.53	NaN	NaN	1.8089	NaN
1394384812001	NaN	NaN	988.90	1145.64	NaN	2.6107
1394384820335	1431.75	1323.60	856.95	1065.17	2.3730	1.7818
1394384828667	NaN	NaN	NaN	NaN	NaN	NaN
1394384837001	NaN	NaN	NaN	NaN	NaN	NaN
1394384845335	NaN	NaN	NaN	NaN	NaN	NaN
1394384853667	NaN	NaN	NaN	NaN	NaN	NaN
1394384862000	NaN	NaN	NaN	NaN	NaN	NaN
1394384870334	NaN	NaN	NaN	NaN	NaN	NaN
1394384878666	NaN	NaN	NaN	NaN	NaN	NaN
1394384887000	NaN	NaN	NaN	NaN	NaN	NaN
1394384895337	NaN	NaN	NaN	NaN	NaN	NaN
1394384903670	NaN	NaN	NaN	NaN	NaN	NaN
1394384912004	NaN	NaN	NaN	NaN	NaN	NaN
1394384920338	1253.96	1418.44	NaN	NaN	1.3300	NaN
1394384928671	NaN	NaN	NaN	NaN	NaN	NaN
1394384937003	1476.64	998.15	1236.11	961.47	2.6632	3.4951
1394384945337	NaN	NaN	1274.37	878.50	NaN	3.9309
1394384953670	1279.58	771.76	1307.88	762.34	3.6531	4.0565
1394384962003	1267.16	693.37	1307.72	724.02	3.6899	4.0517
1394384970338	1294.23	762.85	1303.58	774.05	3.6369	4.0431
1394384978669	1297.54	775.02	1290.28	788.22	3.6154	4.0238
1394384987005	1303.01	770.45	1288.99	782.62	3.6201	4.0368
1394384995336	1298.92	776.95	1294.38	780.68	3.6405	4.0554
1394385003670	1302.20	779.69	1287.02	786.07	3.6553	4.0912
1394385012002	1302.36	782.60	1290.93	780.43	3.6511	4.0910
1394385020340	1309.80	785.03	1291.07	781.36	3.6857	4.1145
1394385028673	1309.89	773.24	1291.86	773.34	3.6531	4.1116
1394385037007	1308.79	772.60	1283.21	763.03	3.6641	4.1198
1394385045340	1309.39	778.61	1289.93	773.70	3.6868	4.1396
