t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
1393590252365	1244.12	724.48	1249.19	700.84	3.4924	3.8767
1393590260699	1253.07	728.10	1256.60	695.41	3.4805	3.8677
1393590269032	1252.87	724.36	1253.90	703.93	3.4667	3.8917
1393590277365	1262.42	745.73	1252.51	688.65	3.5112	3.8816
1393590285699	1254.93	723.14	1252.44	691.85	3.4666	3.8742
1393590294032	1255.17	745.39	1255.99	695.89	3.5231	3.8802
1393590302364	1254.92	735.29	1253.43	684.56	3.4858	3.8470
1393590310697	1251.50	728.00	1249.84	697.14	3.4532	3.8695
1393590319036	1251.77	741.32	1259.69	690.09	3.4809	3.8550
1393590327369	1249.00	732.79	1254.62	693.29	3.4727	3.8843
1393590335703	1253.14	739.09	1252.77	700.32	3.4783	3.8701
1393590344036	1259.33	736.82	1248.96	704.14	3.4695	3.8949
1393590352369	1258.77	718.06	1248.32	713.52	3.4385	3.9196
1393590360703	1260.39	726.86	1258.62	691.09	3.4451	3.8404
1393590369036	1262.44	736.17	1257.87	703.79	3.4808	3.8969
1393590377369	1258.58	724.55	1249.15	698.44	3.4541	3.8899
1393590385702	1251.88	731.34	1251.63	695.22	3.4515	3.8549
1393590394034	1251.71	734.83	1252.14	714.01	3.5029	3.9176
1393590402368	1247.89	719.64	1256.99	684.58	3.4709	3.8515
1393590410702	1255.44	713.63	1252.38	698.13	3.4521	3.8737
1393590419035	1256.41	712.47	1257.02	717.14	3.4313	3.9193
1393590427368	1254.72	741.43	1249.34	726.69	3.5022	3.9359
1393590435701	1256.15	738.22	1252.15	708.73	3.4875	3.9099
1393590444039	1257.21	733.35	1253.19	700.52	3.4840	3.8954
1393590452372	1281.69	711.72	1287.86	711.77	3.4419	3.9223
1393590460705	1284.45	735.68	1293.17	686.52	3.4807	3.8901
1393590469038	1279.67	727.48	1284.36	701.73	3.4659	3.9140
1393590477371	1278.97	719.28	1274.90	689.77	3.4645	3.8963
1393590485704	1277.44	720.60	1283.80	705.73	3.4428	3.9228
1393590494038	1280.75	728.68	1289.45	696.33	3.4728	3.9192
1393590502371	1275.92	735.62	1288.36	713.11	3.4928	3.9369
1393590510704	1280.29	727.72	1285.02	716.62	3.4990	3.9720
1393590519037	1285.65	736.27	1283.68	702.90	3.5016	3.9305
1393590527371	1268.72	725.48	1283.68	678.58	3.4675	3.8841
1393590535703	1273.28	716.66	1288.93	686.93	3.4512	3.8875
1393590544037	1273.42	728.48	1284.26	700.44	3.4688	3.9393
1393590552370	1268.90	708.19	1285.87	690.33	3.4305	3.8838
1393590560703	1275.05	731.55	1284.82	715.55	3.4935	3.9653
1393590569037	1279.42	721.00	1286.50	700.75	3.4820	3.9098
1393590577375	1276.54	730.64	1288.61	707.87	3.4931	3.9497
1393590585708	1274.72	717.34	1291.30	686.52	3.4667	3.8934
1393590594042	1279.28	725.96	1286.74	694.23	3.4758	3.9118
1393590602375	1271.56	714.67	1281.87	712.09	3.4553	3.9536
1393590610708	1275.09	698.93	1283.64	686.35	3.4397	3.8984
1393590619041	1276.23	724.05	1286.31	695.54	3.4875	3.9389
1393590627374	1285.31	717.50	1282.49	707.73	3.4775	3.9651
1393590635707	1275.07	729.19	1290.80	706.37	3.5002	3.9333
1393590644040	1277.87	733.73	1282.23	707.34	3.5034	3.9516
1393590652374	1281.20	727.89	1283.00	714.67	3.5000	3.9657
1393590660707	1276.30	725.71	1282.13	711.11	3.4775	3.9716
1393590669041	1286.84	711.11	1284.99	707.23	3.4524	3.9613
1393590677374	1277.49	717.13	1280.36	712.76	3.4610	3.9533
1393590685707	1276.20	726.60	1290.37	690.54	3.4853	3.9386
1393590694040	1278.76	720.41	1284.93	713.30	3.4885	3.9510
1393590702373	1273.13	720.06	1285.02	702.23	3.4942	3.9642
1393590710711	1276.25	722.23	1290.51	700.86	3.4898	3.9628
1393590719045	1283.95	728.35	1288.64	703.86	3.5234	3.9629
1393590727377	1277.56	724.47	1283.95	695.92	3.4924	3.9471
1393590735711	1278.53	728.13	1281.19	706.38	3.5105	3.9799
1393590744045	1279.58	722.06	1285.45	703.88	3.4926	3.9763
1393590752378	1280.00	727.04	1288.07	703.53	3.5164	3.9563
1393590760711	1279.60	733.15	1280.70	710.55	3.5177	3.9929
1393590769043	1276.76	717.97	1282.17	695.94	3.4938	3.9561
1393590777377	1277.61	718.80	1290.37	701.21	3.5005	3.9681
1393590785710	1280.12	715.16	1277.33	706.65	3.4912	3.9837
1393590794044	1280.00	709.83	1289.53	699.37	3.4678	3.9533
1393590802377	1281.62	729.61	1279.62	709.36	3.5117	3.9819
1393590810710	1280.94	716.11	1285.19	701.97	3.4996	3.9645
1393590819044	1309.71	719.90	1304.91	680.32	3.5368	3.9554
1393590827377	1356.59	687.90	1357.65	673.67	3.5082	3.9746
1393590835710	1369.01	693.26	1375.15	659.80	3.4904	3.9194
1393590844049	1362.33	697.35	1375.72	666.94	3.5098	3.9097
1393590852381	1360.64	714.08	1368.67	668.28	3.5293	3.8851
1393590860714	1356.31	680.07	1374.59	664.47	3.4383	3.8793
1393590869048	1360.86	691.20	1376.74	672.89	3.4469	3.9001
1393590877381	1361.15	693.28	1384.07	658.10	3.4724	3.8546
1393590885714	1363.38	688.29	1377.08	641.74	3.4347	3.8076
1393590894047	1364.51	672.94	1387.20	657.11	3.4063	3.8186
1393590902381	1365.84	688.55	1389.51	647.54	3.4368	3.7837
1393590910714	1375.56	675.01	1385.63	648.76	3.4014	3.7482
1393590919048	1372.45	634.44	1389.96	645.56	3.3110	3.7056
1393590927380	1374.56	664.46	1385.86	648.58	3.3551	3.7360
1393590935713	1364.97	625.89	1389.44	657.76	3.2857	3.7051
1393590944046	1377.09	664.74	1389.10	641.77	3.3466	3.6589
1393590952380	1372.40	667.71	1389.52	646.41	3.3306	3.6465
1393590960713	1372.43	643.90	1387.89	641.33	3.2790	3.6381
1393590969049	1369.77	638.72	1389.87	630.73	3.2659	3.6347
1393590977382	1370.10	634.81	1393.83	633.91	3.2245	3.6211
1393590985716	1365.94	629.87	1392.59	635.50	3.2100	3.5974
1393590994049	1368.55	629.51	1392.59	634.18	3.1869	3.5836
1393591002382	1374.76	647.17	1391.27	637.94	3.2015	3.5625
1393591010715	1372.10	638.43	1394.00	653.39	3.1805	3.5921
1393591019048	1371.38	635.25	1398.09	632.61	3.1535	3.5528
1393591027382	1370.51	639.93	1389.71	633.14	3.1618	3.5585
1393591035715	1370.05	640.05	1392.08	633.20	3.1510	3.5268
1393591044049	1370.66	632.98	1391.89	653.56	3.1802	3.5479
1393591052382	1364.68	638.43	1390.26	660.21	3.1458	3.5442
1393591060715	1375.94	624.47	1394.17	650.51	3.1581	3.5266
1393591069048	1367.04	629.09	1397.16	661.37	3.1615	3.5047
1393591077382	1370.07	626.25	1392.09	656.32	3.1506	3.5325
1393591085714	1368.82	664.38	1393.06	654.04	3.2091	3.4963
1393591094047	1346.70	620.63	1375.70	653.03	3.1334	3.5463
1393591102386	1315.24	617.96	1338.87	637.10	3.1299	3.4963
1393591110720	1300.49	630.19	1335.87	636.46	3.1497	3.5033
1393591119045	1319.31	624.45	1336.68	633.13	3.1257	3.4908
1393591127387	1317.91	625.44	1343.30	627.89	3.1482	3.5068
1393591135720	1311.44	618.13	1340.05	625.89	3.1429	3.4845
1393591144053	1310.72	621.85	1332.30	633.28	3.1249	3.4963
1393591152387	1308.95	615.25	1332.86	622.97	3.1437	3.4791
1393591160719	1316.01	620.82	1329.85	627.35	3.1107	3.5089
1393591169052	1301.87	612.34	1335.52	629.38	3.0879	3.4985
1393591177386	1309.97	614.22	1334.33	632.06	3.1139	3.5275
1393591185719	1318.73	620.77	1331.38	622.57	3.1187	3.4871
1393591194052	1308.98	627.79	1326.74	626.24	3.1185	3.5079
1393591202386	1325.78	618.01	1330.72	621.18	3.0925	3.5006
1393591210719	1311.71	618.95	1332.86	633.18	3.0892	3.5106
1393591219052	1318.95	613.43	1338.71	628.96	3.0993	3.4839
1393591227385	1313.14	619.25	1331.33	630.86	3.0875	3.4799
1393591235723	1318.36	611.42	1331.08	622.68	3.1037	3.4688
1393591244056	1315.40	618.97	1333.21	633.67	3.1142	3.4706
1393591252390	1311.64	621.24	1331.57	624.00	3.1093	3.4657
1393591260723	1305.88	631.95	1326.35	625.21	3.1027	3.4797
1393591269056	1194.81	685.11	1216.94	720.74	3.1189	3.5739
1393591277390	1114.20	732.99	1126.46	781.79	3.1361	3.5988
1393591285723	1055.04	779.49	1067.41	802.51	3.1234	3.5676
1393591294056	1015.81	852.94	1010.65	850.18	3.1859	3.5830
1393591302381	1017.98	837.34	1023.98	856.24	3.1340	3.5750
1393591310722	1015.18	825.22	1037.43	839.50	3.1360	3.5829
1393591319055	1002.18	832.26	1030.60	858.28	3.1027	3.5647
1393591327389	1000.52	845.45	1029.04	856.10	3.1121	3.5443
1393591335722	1009.83	842.23	1027.69	866.86	3.1384	3.5583
1393591344055	1004.66	831.83	1035.83	856.57	3.1003	3.5108
1393591352388	1005.08	849.39	1036.24	858.99	3.1579	3.5380
1393591360727	1012.47	832.51	1043.28	855.98	3.1084	3.5190
1393591369060	1011.18	823.18	1037.83	872.13	3.1238	3.5514
1393591377394	1018.05	829.97	1037.68	881.31	3.1189	3.5760
1393591385727	1017.73	848.83	1035.31	867.91	3.1594	3.5511
1393591394059	1016.88	842.49	1038.79	847.46	3.1471	3.5063
1393591402393	1005.92	824.22	1033.53	862.16	3.1098	3.5458
1393591410726	1017.09	844.31	1033.76	866.45	3.1491	3.5431
1393591419059	1013.78	833.51	1032.54	867.44	3.1178	3.5374
1393591427393	1017.83	841.08	1027.86	854.47	3.1232	3.5433
1393591435726	1017.00	848.74	1032.14	860.95	3.1098	3.5491
1393591444059	1009.84	831.71	1028.55	847.30	3.0845	3.5226
1393591452393	1009.16	836.42	1032.32	844.10	3.1164	3.5341
1393591460726	1013.08	840.85	1033.39	849.33	3.1097	3.5269
1393591469058	1017.29	847.59	1035.32	864.73	3.1207	3.5483
1393591477391	1023.86	859.78	1033.00	850.79	3.1667	3.5432
1393591485725	1016.04	838.71	1035.48	851.72	3.1106	3.5246
1393591494063	1016.98	844.32	1026.27	860.19	3.1331	3.5056
1393591502397	1015.37	850.56	1035.21	855.04	3.1314	3.5188
1393591510730	1016.80	828.44	1032.43	865.15	3.1057	3.5471
1393591519063	1011.80	834.32	1026.44	873.35	3.1271	3.5708
1393591527397	1017.75	837.14	1029.82	863.11	3.1465	3.5434
1393591535730	1006.94	831.12	1030.06	864.91	3.1462	3.5347
1393591544062	1014.93	833.08	1027.39	856.09	3.1464	3.5201
1393591552396	1014.09	836.07	1029.10	865.47	3.1608	3.5380
1393591560728	1014.04	827.23	1031.45	872.20	3.1327	3.5302
1393591569062	1012.77	831.97	1030.54	873.03	3.1324	3.5096
1393591577387	1015.23	832.18	1025.72	860.38	3.1160	3.5043
1393591585720	1005.42	841.22	1034.83	865.75	3.1150	3.4935
1393591594062	1011.93	835.86	1018.72	853.75	3.1231	3.4837
1393591602395	1011.33	856.66	1018.67	862.59	3.1429	3.5003
1393591610729	1016.79	835.68	1027.17	863.75	3.1205	3.5131
1393591619062	1009.93	846.79	1022.41	848.73	3.1404	3.4526
1393591627398	1008.92	840.68	1025.53	851.34	3.1005	3.4766
1393591635732	1015.28	850.45	1025.75	854.59	3.1129	3.4565
1393591644065	1012.77	844.88	1025.62	861.38	3.1138	3.4784
1393591652398	1017.22	842.49	1031.44	856.39	3.1179	3.4482
1393591660732	999.12	834.79	1025.62	873.54	3.0930	3.4780
1393591669065	1007.28	823.88	1017.37	833.14	3.0848	3.4277
1393591677398	1000.86	765.97	1015.69	748.64	3.0798	3.3850
1393591685731	987.35	717.90	1013.23	704.50	3.0380	3.3421
1393591694065	987.93	707.01	997.78	688.97	3.0458	3.3219
1393591702397	992.74	723.14	989.23	703.64	3.0656	3.3578
1393591710731	988.94	713.20	989.29	674.77	3.0310	3.3064
