t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
1394259892470	1234.96	692.23	1266.46	738.85	3.1561	3.6409
1394259900803	1226.64	708.74	1265.46	724.97	3.1955	3.5907
1394259909136	1228.22	686.05	1260.00	750.05	3.1435	3.6326
1394259917469	1228.21	678.85	1261.51	757.19	3.1200	3.6713
1394259925802	1227.97	685.24	1262.18	751.67	3.1575	3.6452
1394259934135	1233.97	689.14	1264.68	751.80	3.1810	3.6386
1394259942469	1232.16	701.05	1264.50	738.81	3.1915	3.6278
1394259950802	1237.88	674.83	1259.87	742.88	3.1662	3.6259
1394259959135	1238.93	702.56	1273.14	737.35	3.1998	3.5993
1394259967469	1256.79	668.10	1296.59	718.47	3.2066	3.6200
1394259975805	1256.74	651.23	1291.76	717.16	3.1385	3.6357
1394259984138	1261.91	659.51	1296.93	699.24	3.1731	3.5736
1394259992471	1266.32	671.20	1300.90	722.13	3.1899	3.6228
1394260000804	1263.24	646.20	1304.24	699.94	3.1480	3.5537
1394260009137	1253.03	660.98	1298.71	698.37	3.1319	3.5687
1394260017471	1263.43	686.89	1295.46	713.42	3.2218	3.6136
1394260025804	1269.00	698.53	1291.06	724.80	3.2344	3.6290
1394260034137	1272.77	680.82	1301.01	724.01	3.1879	3.6313
1394260042471	1273.09	710.90	1301.53	700.39	3.2572	3.5713
1394260050804	1273.60	680.10	1303.49	706.81	3.1815	3.6131
1394260059137	1268.93	686.10	1292.96	740.61	3.2085	3.6653
1394260067471	1277.77	711.90	1294.11	734.51	3.2469	3.6585
1394260075803	1269.52	692.33	1300.92	698.37	3.2124	3.6027
1394260084136	1262.04	672.77	1296.48	717.26	3.1938	3.6357
1394260092470	1267.19	680.66	1304.99	719.92	3.1809	3.6364
1394260100803	1266.00	707.62	1299.43	710.40	3.2745	3.6078
1394260109142	1260.34	672.45	1288.92	726.28	3.1987	3.6785
1394260117476	1264.14	686.28	1296.37	708.19	3.2253	3.6451
1394260125809	1262.45	684.23	1292.12	715.21	3.2507	3.6529
1394260134142	1263.47	647.10	1285.78	732.91	3.1855	3.7033
1394260142476	1261.49	644.33	1296.29	719.30	3.1700	3.6536
1394260150808	1260.26	659.80	1288.18	717.04	3.2138	3.6600
1394260159141	1255.04	651.69	1290.21	718.42	3.1993	3.6739
1394260167475	1254.11	670.55	1292.56	719.40	3.2647	3.6977
1394260175808	1256.84	672.57	1291.34	702.44	3.2409	3.6525
1394260184141	1262.65	660.77	1288.92	715.79	3.2262	3.6712
1394260192475	1257.68	646.66	1295.10	707.37	3.2068	3.7098
1394260200808	1250.34	638.30	1284.41	716.78	3.2208	3.7471
1394260209141	1263.15	659.70	1292.31	707.84	3.2179	3.7251
1394260217475	1265.94	666.52	1295.05	722.33	3.2494	3.7549
1394260225808	1269.17	664.44	1294.23	706.70	3.2497	3.7531
1394260234140	1268.52	662.18	1293.84	701.62	3.2338	3.7285
1394260242479	1264.15	689.08	1292.79	706.42	3.2962	3.7655
1394260250812	1262.62	673.06	1283.52	717.55	3.2620	3.7914
1394260259145	1267.45	675.59	1282.53	733.98	3.2748	3.8588
1394260267479	1269.36	705.64	1279.36	718.57	3.3615	3.8097
1394260275812	1254.23	693.18	1282.08	718.98	3.3217	3.8248
1394260284145	1280.02	716.74	1287.05	723.87	3.3958	3.8271
1394260292478	1270.31	700.00	1286.00	725.36	3.3569	3.8277
1394260300812	1267.44	646.72	1291.89	715.08	3.2425	3.8455
1394260309144	1278.86	684.92	1285.35	709.06	3.3676	3.8380
1394260317478	1269.16	669.78	1295.23	711.59	3.3298	3.8219
1394260325811	1269.39	651.68	1288.60	725.68	3.3287	3.8703
1394260334144	1269.74	691.46	1282.26	713.52	3.4073	3.8717
1394260342477	1272.19	685.03	1282.31	727.03	3.3952	3.9102
1394260350811	1276.60	694.02	1285.14	723.43	3.4381	3.9059
1394260359144	1275.14	674.16	1285.54	721.70	3.3690	3.9029
1394260367482	1278.48	682.16	1296.94	712.11	3.4018	3.9004
1394260375815	1277.94	689.05	1289.02	719.70	3.4125	3.9135
1394260384148	1281.19	686.37	1290.15	706.09	3.4136	3.8931
1394260392481	1283.24	705.86	1286.01	724.65	3.4605	3.9302
1394260400815	1275.85	705.53	1288.18	738.48	3.4510	3.9387
1394260409148	1284.76	726.74	1293.09	723.20	3.5144	3.9298
1394260417481	1281.83	719.58	1279.39	742.50	3.4864	4.0044
1394260425815	1282.63	695.03	1283.26	731.80	3.4330	3.9689
1394260434147	1282.61	719.00	1281.94	734.60	3.4984	3.9692
1394260442480	1284.14	698.83	1284.63	729.76	3.4620	3.9844
1394260450814	1294.72	715.01	1285.86	731.13	3.5153	3.9825
1394260459147	1287.11	713.97	1288.79	724.28	3.5221	3.9816
1394260467481	1285.55	708.71	1289.80	716.93	3.5098	4.0020
1394260475814	1277.61	689.63	1284.67	729.78	3.4897	4.0141
1394260484147	1288.92	708.91	1290.36	734.62	3.5575	4.0231
1394260492480	1273.48	679.18	1281.73	725.76	3.4871	4.0219
1394260500819	1277.57	694.73	1279.86	714.92	3.5137	4.0271
1394260509152	1274.67	699.98	1274.64	741.61	3.5400	4.0910
1394260517484	1276.28	690.81	1278.44	731.64	3.5321	4.0679
1394260525818	1277.42	686.52	1278.87	723.79	3.5152	4.0462
1394260534151	1275.32	690.24	1283.17	734.99	3.5392	4.0603
1394260542484	1279.58	694.81	1288.76	706.97	3.5414	3.9994
1394260550818	1280.90	677.93	1281.01	724.50	3.5053	4.0626
1394260559151	1279.09	705.36	1286.19	728.00	3.5518	4.0629
1394260567484	1280.05	699.75	1285.78	731.53	3.5494	4.0682
1394260575818	1276.80	698.53	1289.81	724.96	3.5599	4.0597
1394260584151	1289.72	706.91	1291.77	718.38	3.5605	4.0438
1394260592483	1284.46	713.66	1293.58	727.31	3.5789	4.0529
1394260600817	1287.34	712.42	1284.27	724.12	3.5587	4.0590
1394260609150	1281.90	701.27	1288.59	715.38	3.5530	4.0579
1394260617483	1287.90	720.03	1286.60	740.66	3.5703	4.1007
1394260625817	1277.50	709.54	1291.28	719.58	3.5617	4.0535
1394260634155	1283.51	699.44	1283.72	716.47	3.5508	4.0582
1394260642488	1285.18	705.96	1294.75	725.56	3.5829	4.0978
1394260650822	1273.61	677.86	1290.89	720.18	3.5072	4.0778
1394260659155	1286.72	712.93	1281.79	723.55	3.5676	4.0963
1394260667488	1278.60	663.49	1289.34	725.09	3.4834	4.0855
1394260675821	1282.72	699.43	1281.70	719.89	3.5673	4.0719
1394260684154	1288.85	710.19	1285.65	719.49	3.5824	4.0846
1394260692487	1277.61	683.16	1279.41	732.19	3.5250	4.0719
1394260700821	1277.05	693.78	1282.50	722.61	3.5465	4.0780
1394260709154	1280.13	676.92	1281.61	715.16	3.5224	4.0418
1394260717487	1277.93	702.14	1277.66	718.82	3.5692	4.0594
1394260725821	1273.10	696.28	1286.09	713.40	3.5596	4.0405
1394260734154	1282.29	695.82	1278.65	719.29	3.5438	4.0580
1394260742487	1279.60	680.98	1280.65	727.32	3.5200	4.0930
1394260750820	1278.21	698.65	1283.82	725.08	3.5470	4.0730
1394260759153	1275.70	696.98	1288.17	714.81	3.5566	4.0313
1394260767491	1279.50	695.43	1284.56	718.91	3.5224	4.0707
1394260775825	1275.23	682.08	1284.53	713.26	3.5041	4.0295
1394260784158	1283.18	692.33	1288.19	729.88	3.5175	4.0888
1394260792491	1280.87	698.19	1285.12	723.78	3.5459	4.0762
1394260800825	1282.44	707.20	1282.32	728.75	3.5470	4.0731
1394260809158	1282.38	697.66	1282.58	732.17	3.5448	4.0929
1394260817491	1284.78	699.47	1281.89	722.63	3.5483	4.0754
1394260825824	1287.78	707.21	1278.74	726.83	3.5519	4.0846
1394260834157	1286.08	714.35	1278.92	722.08	3.5703	4.0876
1394260842490	1279.18	692.34	1276.34	723.84	3.5213	4.0869
1394260850823	1283.72	712.25	1285.57	718.61	3.5909	4.0783
1394260859157	1290.02	710.46	1288.55	717.75	3.5661	4.0703
1394260867490	1297.94	702.37	1279.91	714.81	3.5763	4.0972
1394260875823	1283.03	702.72	1279.86	711.30	3.5593	4.0692
1394260884157	1284.10	706.69	1271.69	718.24	3.5507	4.0924
1394260892491	1286.06	716.59	1276.87	720.67	3.5647	4.0939
1394260900824	1293.54	713.51	1276.51	719.63	3.5567	4.1027
1394260909157	1287.09	722.54	1273.32	720.54	3.5877	4.0943
1394260917490	1287.19	714.81	1273.35	726.62	3.5771	4.1262
1394260925823	1288.25	709.79	1279.27	717.03	3.5619	4.0978
1394260934157	1282.46	688.59	1275.65	726.64	3.5605	4.1151
1394260942490	1290.12	695.34	1279.20	719.61	3.5581	4.1153
1394260950823	1287.77	700.82	1274.98	721.47	3.5587	4.1179
1394260959157	1282.84	698.87	1278.71	721.41	3.5497	4.1067
1394260967490	1285.39	700.65	1276.70	712.19	3.5560	4.0965
1394260975824	1287.76	691.66	1279.06	719.18	3.5404	4.1045
1394260984156	1289.94	703.55	1281.39	716.26	3.5691	4.1073
1394260992489	1285.83	707.66	1278.72	736.47	3.5732	4.1510
1394261000822	1288.99	699.42	1289.79	726.72	3.5581	4.0938
1394261009156	1292.21	696.73	1280.52	720.44	3.5641	4.1192
1394261017489	1284.64	687.26	1277.45	731.65	3.5253	4.1379
1394261025829	1279.92	680.24	1276.01	723.43	3.5182	4.1419
1394261034163	1285.14	713.67	1277.81	715.09	3.5924	4.1240
1394261042496	1278.94	703.33	1278.82	716.17	3.5796	4.1295
1394261050829	1277.14	706.55	1277.83	716.95	3.5597	4.1278
1394261059163	1290.23	721.55	1273.75	721.64	3.6011	4.1570
1394261067495	1284.83	695.16	1271.17	712.36	3.5399	4.1305
1394261075828	1284.21	703.28	1275.84	714.59	3.5538	4.1476
1394261084162	1291.41	708.14	1271.59	728.37	3.5704	4.1614
1394261092495	1287.97	703.65	1270.42	716.95	3.5828	4.1436
1394261100828	1286.80	702.77	1269.63	712.50	3.5856	4.1317
1394261109162	1293.01	716.67	1272.59	727.31	3.6242	4.1533
1394261117495	1285.31	694.29	1277.99	713.43	3.5476	4.1355
1394261125828	1288.42	702.02	1280.89	716.64	3.5644	4.1312
1394261134162	1297.45	716.21	1276.23	721.52	3.5888	4.1351
1394261142494	1282.68	705.96	1286.06	709.88	3.5496	4.1005
1394261150827	1294.88	757.30	1279.38	744.51	3.6274	4.1124
1394261159166	1319.80	835.03	1321.35	835.55	3.5535	4.0585
1394261167499	1343.52	864.77	1327.72	874.52	3.5208	4.0551
1394261175832	1337.25	855.47	1334.23	870.27	3.5110	4.0253
1394261184166	1332.27	846.85	1328.82	857.69	3.5342	4.0235
1394261192499	1323.26	829.30	1332.81	852.51	3.4977	4.0004
1394261200832	1337.92	855.94	1341.33	862.60	3.4822	3.9666
1394261209166	1340.14	851.71	1340.75	860.01	3.4640	3.9386
1394261217499	1333.51	854.93	1325.69	863.10	3.4721	3.9541
1394261225832	1332.73	846.80	1337.37	859.25	3.4176	3.9428
1394261234166	1328.72	854.64	1332.55	870.24	3.4436	3.9326
1394261242499	1325.04	847.51	1329.37	865.99	3.3844	3.9176
1394261250832	1319.62	850.33	1335.38	868.41	3.3766	3.8857
1394261259165	1324.32	855.69	1332.44	860.54	3.3787	3.8839
1394261267498	1330.95	860.06	1324.10	875.81	3.4050	3.8925
1394261275831	1317.83	848.49	1327.50	871.58	3.3635	3.8803
1394261284165	1322.59	843.37	1328.77	864.01	3.3453	3.8656
1394261292503	1319.28	844.64	1331.90	847.05	3.3547	3.8219
1394261300836	1320.06	852.81	1334.06	855.17	3.3568	3.8336
1394261309170	1326.32	852.14	1331.72	865.01	3.3514	3.8586
1394261317503	1322.17	849.70	1335.45	846.96	3.3586	3.8208
1394261325836	1327.69	845.12	1329.21	857.77	3.3329	3.8033
1394261334170	1319.78	848.95	1335.82	841.37	3.3492	3.7819
1394261342502	1321.41	851.75	1332.84	864.13	3.3596	3.8368
1394261350835	1327.03	835.32	1334.78	856.14	3.3054	3.8154
1394261359169	1326.30	846.07	1337.08	854.05	3.3275	3.8123
1394261367502	1329.05	840.54	1332.03	855.91	3.3350	3.8119
1394261375835	1337.08	844.02	1332.20	854.61	3.3148	3.8029
1394261384168	1326.40	836.79	1328.72	862.14	3.3305	3.8212
1394261392502	1297.87	786.79	1314.04	800.34	3.3678	3.8321
1394261400835	1258.18	647.52	1283.08	695.32	3.2357	3.7949
1394261409168	1265.90	640.56	1268.91	683.12	3.2126	3.7951
1394261417504	1272.60	655.00	1269.12	660.60	3.2852	3.8126
1394261425837	1259.78	642.26	1269.89	665.34	3.2515	3.7976
1394261434170	1269.52	638.40	1266.67	686.26	3.2423	3.8414
1394261442504	1271.19	634.69	1268.19	671.44	3.2542	3.8167
1394261450837	1264.92	655.53	1264.95	669.43	3.2938	3.8044
1394261459170	1265.43	645.79	1257.14	690.37	3.2675	3.8583
1394261467504	1266.24	634.30	1265.59	655.52	3.2531	3.7707
1394261475837	1263.91	636.82	1264.19	679.60	3.2664	3.8555
1394261484171	1260.04	627.14	1264.24	663.99	3.2430	3.8098
1394261492504	1263.81	625.25	1272.15	687.86	3.2371	3.8501
1394261500836	1265.23	631.66	1263.71	690.86	3.2465	3.8748
1394261509169	1259.17	641.88	1270.24	653.24	3.2696	3.8033
1394261517503	1267.40	648.46	1271.45	664.59	3.2894	3.8077
1394261525836	1275.20	643.72	1267.91	655.68	3.2774	3.7915
1394261534169	1266.64	658.50	1268.24	655.99	3.3235	3.7857
1394261542503	1271.46	677.04	1269.72	679.97	3.3840	3.8573
1394261550843	1264.74	628.64	1274.74	672.83	3.3046	3.8326
1394261559176	1276.10	635.87	1269.71	699.63	3.3055	3.8814
1394261567510	1265.02	658.39	1270.81	684.66	3.3595	3.8730
1394261575842	1265.39	623.47	1278.60	669.00	3.2685	3.8124
1394261584175	1266.04	653.52	1273.09	693.35	3.3356	3.8705
1394261592509	1267.70	621.78	1279.50	674.70	3.2812	3.8385
1394261600842	1269.06	647.77	1277.60	650.90	3.3303	3.8086
1394261609175	1270.35	650.49	1276.52	684.70	3.3195	3.8807
1394261617509	1259.30	635.67	1270.08	697.15	3.2968	3.8991
1394261625842	1268.06	648.40	1269.00	689.30	3.3210	3.8826
1394261634175	1267.65	655.01	1260.64	696.80	3.3514	3.9193
1394261642509	1266.91	639.71	1258.40	694.15	3.3281	3.9133
