Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-018_task-EyeTracking_physio	1	-17460.033	-16785.019	675.014	1290.520	675.975	0.184	0.050	0.221	0.668
sub-018_task-EyeTracking_physio	1	-16768.352	-16418.344	350.008	1306.390	706.610	0.276	0.205	1.167	0.845
sub-018_task-EyeTracking_physio	1	-16376.677	-16118.339	258.338	1307.150	682.930	0.139	0.034	0.177	0.423
sub-018_task-EyeTracking_physio	1	-16085.005	-15701.664	383.341	1295.722	710.415	0.147	0.046	0.353	0.475
sub-018_task-EyeTracking_physio	1	-15693.331	-15234.984	458.347	1296.845	696.115	0.190	0.054	0.216	0.712
sub-018_task-EyeTracking_physio	1	-15218.318	-14651.641	566.677	1288.650	716.678	0.201	0.061	0.311	0.801
sub-018_task-EyeTracking_physio	1	-14626.640	-13659.951	966.689	1306.870	719.935	0.174	0.055	0.391	0.618
sub-018_task-EyeTracking_physio	1	-13651.618	-12351.589	1300.029	1294.575	696.648	0.242	0.251	0.882	0.996
sub-018_task-EyeTracking_physio	1	-12343.257	-12151.588	191.669	1303.570	707.080	0.286	0.152	0.642	0.623
sub-018_task-EyeTracking_physio	1	-12051.584	-11409.904	641.680	1305.835	719.690	0.205	0.072	0.259	0.946
sub-018_task-EyeTracking_physio	1	-11293.234	-11093.234	200.000	1273.803	720.120	0.272	0.173	0.497	1.184
sub-018_task-EyeTracking_physio	1	-10893.226	-10693.225	200.001	1281.872	685.575	0.281	0.137	0.251	1.385
sub-018_task-EyeTracking_physio	1	-10659.886	-10518.219	141.667	1306.720	675.915	0.203	0.063	0.303	0.406
sub-018_task-EyeTracking_physio	1	-10301.550	-10076.543	225.007	1281.295	684.420	0.161	0.028	0.141	0.384
sub-018_task-EyeTracking_physio	1	-10034.878	-9484.861	550.017	1306.730	679.633	0.134	0.030	0.283	0.376
sub-018_task-EyeTracking_physio	1	-9318.194	-9118.193	200.001	1302.997	707.918	0.286	0.076	0.203	1.138
sub-018_task-EyeTracking_physio	1	-8809.848	-8551.509	258.339	1292.740	721.715	0.180	0.071	0.225	0.716
sub-018_task-EyeTracking_physio	1	-8326.509	-8159.838	166.671	1319.810	769.777	0.150	0.056	0.200	0.552
sub-018_task-EyeTracking_physio	1	-7993.159	-7618.159	375.000	1291.150	710.970	0.203	0.122	0.411	0.925
sub-018_task-EyeTracking_physio	1	-7434.823	-7268.148	166.675	1285.550	761.787	0.115	0.034	0.150	0.453
sub-018_task-EyeTracking_physio	1	-7251.482	-6793.142	458.340	1316.000	702.290	0.173	0.163	0.778	0.715
sub-018_task-EyeTracking_physio	1	-6768.142	-5918.122	850.020	1301.195	699.748	0.213	0.133	0.670	0.917
sub-018_task-EyeTracking_physio	1	-5893.121	-5384.777	508.344	1300.745	719.735	0.193	0.071	0.291	0.708
sub-018_task-EyeTracking_physio	1	-5359.777	-5084.773	275.004	1276.735	700.590	0.194	0.063	0.321	0.674
sub-018_task-EyeTracking_physio	1	-5068.107	-4751.428	316.679	1290.787	708.647	0.276	0.099	0.657	0.579
sub-018_task-EyeTracking_physio	1	-4626.427	-4301.420	325.007	1285.215	722.155	0.130	0.045	0.248	0.499
sub-018_task-EyeTracking_physio	1	-4284.755	-3651.406	633.349	1299.305	728.355	0.151	0.059	0.266	0.819
sub-018_task-EyeTracking_physio	1	-3634.740	-3393.070	241.670	1284.240	695.215	0.239	0.102	0.465	0.714
sub-018_task-EyeTracking_physio	1	-3368.071	-1534.700	1833.371	1291.665	708.092	0.207	0.314	1.017	1.381
sub-018_task-EyeTracking_physio	1	-1384.698	-518.014	866.684	1295.113	733.342	0.099	0.033	0.174	0.859
sub-018_task-EyeTracking_physio	1	-484.683	-43.006	441.677	1262.845	726.435	0.099	0.015	0.175	0.268
sub-018_task-EyeTracking_physio	1	6.994	407.000	400.006	1295.287	726.490	0.116	0.023	0.154	0.366
sub-018_task-EyeTracking_physio	1	448.665	615.339	166.674	1183.182	632.543	0.062	0.019	0.200	0.235
sub-018_task-EyeTracking_physio	1	732.007	1157.014	425.007	1235.755	600.955	0.138	0.037	0.197	0.637
sub-018_task-EyeTracking_physio	1	1190.346	1482.016	291.670	1287.055	608.210	0.088	0.031	0.219	0.301
sub-018_task-EyeTracking_physio	1	1507.014	2207.030	700.016	1252.605	635.880	0.082	0.036	0.224	0.473
sub-018_task-EyeTracking_physio	1	2240.364	2790.372	550.008	1210.983	621.465	0.071	0.012	0.220	0.193
sub-018_task-EyeTracking_physio	1	2898.709	2998.712	100.003	1178.360	583.983	0.066	0.005	0.124	0.089
sub-018_task-EyeTracking_physio	2	-6383.345	-6166.673	216.672	1280.045	658.460	0.081	0.020	0.250	0.254
sub-018_task-EyeTracking_physio	2	-6150.007	-5933.335	216.672	1291.872	683.467	0.147	0.042	0.175	0.547
sub-018_task-EyeTracking_physio	2	-5908.327	-4733.310	1175.017	1295.500	712.070	0.217	0.153	0.847	1.285
sub-018_task-EyeTracking_physio	2	-4624.964	-4333.302	291.662	1289.825	749.770	0.131	0.059	0.175	0.776
sub-018_task-EyeTracking_physio	2	-4308.302	-3258.280	1050.022	1296.895	742.870	0.135	0.068	0.573	0.516
