trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-9	sun_abcegrcyvvjrcyqh.jpg	335386.0223	335394.2493	335394.2796	335397.2914
-8	zsun_azsarwkorsusbsvt.jpg	335397.5022	335411.3428	335411.3654	335414.3629
-7	sun_alnurdgpqodhpawt.jpg	335414.5703	335418.8242	335418.8679	335421.8661
-6	zsun_aznghcvrwwxvpmki.jpg	335422.0763	335425.8413	335425.9101	335428.9043
-5	zsun_azygosgrjwvkyftq.jpg	335429.1094	335432.3371	335432.3564	335435.3489
-4	sun_agtnmpgkrgkzbvjw.jpg	335435.5509	335439.2558	335439.2719	335442.2685
-3	zsun_aztxzdqhbookjzfk.jpg	335442.4764	335445.6173	335445.6404	335448.6330
-2	sun_ayqukzphzqiguvnc.jpg	335448.8400	335450.9598	335450.9787	335453.9765
-1	sun_amkigjbbrauvgdgg.jpg	335454.1853	335455.9774	335455.9958	335458.9932
0	sun_arxtwfsqslcwecww.jpg	335459.2027	335461.8013	335461.8286	335464.8378
1	sun_aaznyvntjefttmaz.jpg	335509.6726	335534.9293	335535.0172	335538.0155
2	sun_abntrinbqbsqoowj.jpg	335538.2272	335540.0535	335540.0727	335543.0699
3	sun_aapitsgbtktqubfy.jpg	335543.2792	335547.9122	335547.9484	335550.9428
4	sun_auetjleugthejgoc.jpg	335551.1486	335554.4890	335554.5171	335557.5153
5	sun_azqlhsjgbwpcseew.jpg	335557.7263	335560.0173	335560.0600	335563.0584
6	sun_alvdofgavhiiyosk.jpg	335563.2697	335565.9456	335565.9665	335568.9644
7	sun_aazqzpomyylceich.jpg	335569.1732	335571.2208	335571.2652	335574.2622
8	sun_ajrwezxmmjejxsbt.jpg	335574.4690	335576.0882	335576.1105	335579.1085
9	sun_aglpqkbwvbofhrgt.jpg	335579.3183	335580.9919	335581.0192	335584.0173
10	sun_azgmgniivgpqrqvu.jpg	335584.2275	335585.9210	335585.9694	335588.9639
11	sun_aleqenyvunhactkl.jpg	335589.1679	335590.3935	335590.4464	335593.4559
12	sun_azqyogdvyhahyram.jpg	335593.6660	335596.4613	335596.5426	335599.5513
13	sun_agldadusrezhmyva.jpg	335599.7598	335602.4889	335602.5118	335605.5064
14	sun_ajlxdvfhywnxqswk.jpg	335605.7110	335607.8167	335607.8398	335610.8324
15	sun_ahrhvpdhoamfdhpf.jpg	335611.0342	335612.7142	335612.7254	335615.7227
