trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-1	labelme_albwvmqgrgwlxxx.jpg	5072.4067	5073.9047	5073.9234	5076.9234
0	labelme_aqzpndrsppatraq.jpg	5077.1317	5077.3129	5077.3317	5080.3317
1	labelme_huhykljhyigbhct.jpg	5084.2984	5090.1475	5090.1651	5093.1651
