stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
sun_awmotvrngkanplxe.jpg	1	0.235	0.225	1402.255	818.280	0.217	0.128	0.0	5	cabinet
sun_awmotvrngkanplxe.jpg	2	0.494	0.283	1463.957	650.818	0.112	0.029	0.0	5	cabinet
sun_awmotvrngkanplxe.jpg	3	0.802	0.175	1410.730	614.755	0.109	0.029	0.0	5	cabinet
sun_awmotvrngkanplxe.jpg	4	1.002	0.325	1351.630	693.645	0.278	0.181	0.0	5	cabinet
sun_awmotvrngkanplxe.jpg	4	1.002	0.325	1351.630	693.645	0.278	0.181	0.0	18	vase
sun_awmotvrngkanplxe.jpg	5	1.344	0.183	1326.390	723.665	0.197	0.079	0.0	14	outlet
sun_awmotvrngkanplxe.jpg	5	1.344	0.183	1326.390	723.665	0.197	0.079	0.0	18	vase
sun_awmotvrngkanplxe.jpg	6	1.552	0.258	958.135	791.420	0.196	0.087	0.0	10	door
sun_awmotvrngkanplxe.jpg	6	1.552	0.258	958.135	791.420	0.196	0.087	0.0	11	flowers
sun_awmotvrngkanplxe.jpg	6	1.552	0.258	958.135	791.420	0.196	0.087	0.0	18	vase
sun_awmotvrngkanplxe.jpg	7	1.827	0.267	958.205	701.880	0.170	0.138	0.0	10	door
sun_awmotvrngkanplxe.jpg	7	1.827	0.267	958.205	701.880	0.170	0.138	0.0	11	flowers
sun_awmotvrngkanplxe.jpg	8	2.110	0.283	995.082	672.735	0.194	0.077	0.0	10	door
sun_awmotvrngkanplxe.jpg	8	2.110	0.283	995.082	672.735	0.194	0.077	0.0	11	flowers
sun_awmotvrngkanplxe.jpg	9	2.410	0.158	1160.940	669.590	0.233	0.113	0.0	10	door
sun_awmotvrngkanplxe.jpg	10	2.610	0.250	1595.562	632.295	0.204	0.123	0.0	0	other
sun_awmotvrngkanplxe.jpg	11	2.902	0.100	1615.812	605.798	0.092	0.010	0.0	0	other
