stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
sun_anneoguowdhugwoy.jpg	1	0.298	0.358	1462.620	767.205	0.218	0.144	0.0	14	towel
sun_anneoguowdhugwoy.jpg	1	0.298	0.358	1462.620	767.205	0.218	0.144	0.0	15	towels
sun_anneoguowdhugwoy.jpg	2	0.689	0.275	1363.510	653.195	0.163	0.068	0.0	5	curtain
sun_anneoguowdhugwoy.jpg	3	0.998	0.142	1374.245	796.875	0.286	0.118	0.0	1	bathtub
sun_anneoguowdhugwoy.jpg	4	1.331	0.108	1333.505	806.855	0.562	0.256	0.0	1	bathtub
sun_anneoguowdhugwoy.jpg	4	1.331	0.108	1333.505	806.855	0.562	0.256	0.0	3	cabinet
sun_anneoguowdhugwoy.jpg	4	1.331	0.108	1333.505	806.855	0.562	0.256	0.0	4	countertop
sun_anneoguowdhugwoy.jpg	4	1.331	0.108	1333.505	806.855	0.562	0.256	0.0	5	curtain
sun_anneoguowdhugwoy.jpg	5	1.448	0.675	1332.750	785.620	0.169	0.051	0.0	4	countertop
sun_anneoguowdhugwoy.jpg	5	1.448	0.675	1332.750	785.620	0.169	0.051	0.0	5	curtain
sun_anneoguowdhugwoy.jpg	6	2.164	0.417	1338.318	623.220	0.121	0.045	0.0	5	curtain
sun_anneoguowdhugwoy.jpg	7	2.598	0.408	1346.435	659.100	0.207	0.071	0.0	5	curtain
