stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
sun_ahrbttcvmcxopgma.jpg	1	0.262	0.225	1268.100	636.710	0.134	0.162	0.0	4	shower screen
sun_ahrbttcvmcxopgma.jpg	1	0.262	0.225	1268.100	636.710	0.134	0.162	0.0	8	towel
sun_ahrbttcvmcxopgma.jpg	2	0.496	0.133	1255.315	598.655	0.125	0.038	0.0	2	paper
sun_ahrbttcvmcxopgma.jpg	2	0.496	0.133	1255.315	598.655	0.125	0.038	0.0	4	shower screen
sun_ahrbttcvmcxopgma.jpg	2	0.496	0.133	1255.315	598.655	0.125	0.038	0.0	8	towel
sun_ahrbttcvmcxopgma.jpg	3	0.654	0.367	1262.758	551.352	0.092	0.039	0.0	2	paper
sun_ahrbttcvmcxopgma.jpg	3	0.654	0.367	1262.758	551.352	0.092	0.039	0.0	4	shower screen
sun_ahrbttcvmcxopgma.jpg	4	1.071	0.183	1586.870	824.715	0.237	0.116	0.0	6	toilet
sun_ahrbttcvmcxopgma.jpg	5	1.296	0.150	1651.905	702.257	0.114	0.021	0.0	5	tissue box
sun_ahrbttcvmcxopgma.jpg	6	1.471	0.308	1664.150	678.505	0.127	0.073	0.0	5	tissue box
sun_ahrbttcvmcxopgma.jpg	7	1.996	0.308	1078.965	687.865	0.342	0.789	0.0	0	other
sun_ahrbttcvmcxopgma.jpg	8	2.329	0.150	975.997	707.815	0.129	0.041	0.0	0	other
sun_ahrbttcvmcxopgma.jpg	9	2.496	0.142	950.405	724.550	0.145	0.048	0.0	0	other
sun_ahrbttcvmcxopgma.jpg	10	2.671	0.117	1032.215	648.992	0.119	0.100	0.0	0	other
sun_ahrbttcvmcxopgma.jpg	11	2.846	0.158	1182.880	600.740	0.143	0.122	0.0	4	shower screen
