trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-9	sun_abcegrcyvvjrcyqh.jpg	441282.6218	441291.1043	441291.1454	441294.1479
-8	zsun_azsarwkorsusbsvt.jpg	441294.3647	441301.6401	441301.6707	441304.6731
-7	sun_alnurdgpqodhpawt.jpg	441304.8900	441311.0892	441311.1282	441314.1475
-6	zsun_aznghcvrwwxvpmki.jpg	441314.3644	441314.6004	441314.6813	441317.7004
-5	zsun_azygosgrjwvkyftq.jpg	441317.9173	441324.0958	441324.1223	441327.1248
-4	sun_agtnmpgkrgkzbvjw.jpg	441327.3416	441328.8816	441328.9096	441331.9120
-3	zsun_aztxzdqhbookjzfk.jpg	441332.1288	441339.8084	441339.8351	441342.8376
-2	sun_ayqukzphzqiguvnc.jpg	441343.0544	441345.2708	441345.2896	441348.2920
-1	sun_amkigjbbrauvgdgg.jpg	441348.5089	441349.8721	441349.8933	441352.9124
0	sun_arxtwfsqslcwecww.jpg	441353.1293	441354.2564	441354.2969	441357.3160
1	sun_aaznyvntjefttmaz.jpg	441429.6416	441436.4079	441436.4972	441439.4997
2	sun_abntrinbqbsqoowj.jpg	441439.7165	441440.6163	441440.6339	441443.6364
3	sun_aapitsgbtktqubfy.jpg	441443.8532	441444.4240	441444.4704	441447.4728
4	sun_auetjleugthejgoc.jpg	441447.6897	441449.3121	441449.3410	441452.3602
5	sun_azqlhsjgbwpcseew.jpg	441452.5770	441453.0723	441453.1275	441456.1299
6	sun_alvdofgavhiiyosk.jpg	441456.3467	441456.8006	441456.8138	441459.8162
7	sun_aazqzpomyylceich.jpg	441460.0331	441460.5177	441460.5668	441463.5860
8	sun_ajrwezxmmjejxsbt.jpg	441463.8028	441464.1205	441464.1531	441467.1555
9	sun_aglpqkbwvbofhrgt.jpg	441467.3724	441467.6642	441467.6893	441470.6918
10	sun_azgmgniivgpqrqvu.jpg	441470.9086	441472.6485	441472.6934	441475.6958
11	sun_aleqenyvunhactkl.jpg	441475.9127	441477.0003	441477.0636	441480.0827
12	sun_azqyogdvyhahyram.jpg	441480.2996	441482.8515	441482.9351	441485.9542
13	sun_agldadusrezhmyva.jpg	441486.1710	441487.7603	441487.7890	441490.7915
14	sun_ajlxdvfhywnxqswk.jpg	441491.0083	441492.1764	441492.2093	441495.2451
15	sun_ahrhvpdhoamfdhpf.jpg	441495.4619	441496.3440	441496.3627	441499.3651
16	sun_anecxlyzpkjfxrgi.jpg	441499.5820	441500.2640	441500.3159	441503.3183
17	sun_ahmxuekfssakrqmm.jpg	441503.5352	441505.0105	441505.0364	441508.0389
18	sun_aigrduzwokggqqja.jpg	441508.2557	441508.6244	441508.6560	441511.6585
19	sun_awvfnogmotsvhofs.jpg	441511.8753	441512.2244	441512.2423	441515.2447
20	sun_akuognalfgmelepa.jpg	441515.4616	441515.7922	441515.8619	441518.8643
21	sun_azxetkujrgobhzbi.jpg	441519.0812	441519.3684	441519.3981	441522.4172
22	sun_abdiiftvfbsqoreg.jpg	441522.6341	441522.9684	441523.0177	441526.0202
23	labelme_jdgkziouohmryxw.jpg	441526.2370	441529.2646	441529.3229	441532.3253
24	sun_auwldxtolpavypst.jpg	441532.5422	441532.8177	441532.8758	441535.8782
25	sun_ahvszpwjtodgwusx.jpg	441536.0951	441536.3204	441536.3453	441539.3644
26	sun_avtdeaxixgmwquck.jpg	441539.5812	441540.4323	441540.5153	441543.5178
27	sun_aqgljqwslycnxfzi.jpg	441543.7346	441546.1685	441546.2200	441549.2558
28	sun_akjkxldecwnanoah.jpg	441549.4726	441550.2865	441550.3066	441553.3258
29	sun_aqyyqhbfyinaxiuf.jpg	441553.5426	441555.3447	441555.3608	441558.3799
30	sun_acselzrpurxmucxu.jpg	441558.5967	441559.8245	441559.8644	441562.8836
31	sun_ajnvbqoszcilcmds.jpg	441563.1004	441563.4694	441563.5174	441566.5198
32	labelme_huhykljhyigbhct.jpg	441566.7367	441568.4563	441568.5048	441571.5072
33	sun_agrhekhltqnhqoau.jpg	441571.7241	441572.4968	441572.5247	441575.5272
34	sun_akwvdhqsbtcesevi.jpg	441575.7440	441579.3202	441579.3803	441582.3828
35	sun_aiyvqzhwvppwbskj.jpg	441582.5996	441583.7520	441583.8006	441586.8197
36	sun_avnmtylgpdxtehve.jpg	441587.0366	441587.5607	441587.5870	441590.5895
37	sun_aepbpufpcgbxxcdd.jpg	441590.8063	441591.1376	441591.1899	441594.1924
38	labelme_uogxwpbmtxcnafj.jpg	441594.4092	441594.7287	441594.7762	441597.7953
39	sun_ajbfafirxjclbnxl.jpg	441598.0122	441598.4321	441598.4792	441601.4817
40	sun_aixacgstjgjpkhyx.jpg	441601.6985	441602.1127	441602.1989	441605.2014
41	sun_aepdfzurhsaporkg.jpg	441605.4182	441605.7544	441605.8018	441608.8210
42	sun_ahqjwnzgolcaoidx.jpg	441609.0378	441609.3446	441609.4048	441612.4239
43	labelme_qglnhnudtmzmocz.jpg	441612.6408	441614.6084	441614.6424	441617.6448
44	sun_agztutxlbisetcoy.jpg	441617.8617	441618.6725	441618.6957	441621.6981
45	sun_acrnjwraljsrcesa.jpg	441621.9150	441622.2886	441622.3487	441625.3511
46	sun_aheymxjdkejwbehi.jpg	441625.5679	441626.4547	441626.4854	441629.4878
47	sun_azbjiqtpgvxjjuzr.jpg	441629.7047	441630.3687	441630.4553	441633.4744
48	sun_alvoexkareccqxgq.jpg	441633.6912	441634.0701	441634.0916	441637.0940
49	sun_apbmvnchyjqxptff.jpg	441637.3109	441646.2246	441646.2681	441649.2706
50	sun_aavzagnbsbymxlyh.jpg	441649.4874	441651.4051	441651.4223	441654.4248
51	sun_aitsjpidonnknvwm.jpg	441654.6416	441655.1924	441655.2421	441658.2613
52	sun_ayfwodsvoatztibh.jpg	441658.4781	441659.2326	441659.2788	441662.2812
53	sun_amppupofnobgmmut.jpg	441662.4980	441663.5468	441663.5656	441666.5680
54	sun_ajnzhggqkskokvyd.jpg	441666.7849	441667.4004	441667.4187	441670.4212
55	sun_aprmzdnceosyiiqx.jpg	441670.6380	441674.5060	441674.5579	441677.5603
56	sun_abwmjfnrmqjdltxn.jpg	441677.7772	441678.7058	441678.7279	441681.7304
57	sun_asinbgvcqvrnsssj.jpg	441681.9472	441684.1925	441684.2491	441687.2515
58	sun_apaviskbumvstgsv.jpg	441687.4684	441688.6979	441688.7528	441691.7719
