stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
sun_apaviskbumvstgsv.jpg	1	0.127	0.242	1302.010	637.985	0.123	0.057	0.0	1	mirror
sun_apaviskbumvstgsv.jpg	1	0.127	0.242	1302.010	637.985	0.123	0.057	0.0	3	soap dispenser
sun_apaviskbumvstgsv.jpg	2	0.393	0.208	1319.190	719.230	0.208	0.089	0.0	0	other
sun_apaviskbumvstgsv.jpg	3	0.627	0.358	1184.980	651.315	0.089	0.038	0.0	1	mirror
sun_apaviskbumvstgsv.jpg	3	0.627	0.358	1184.980	651.315	0.089	0.038	0.0	3	soap dispenser
sun_apaviskbumvstgsv.jpg	4	1.002	0.142	1052.085	688.445	0.104	0.029	0.0	3	soap dispenser
sun_apaviskbumvstgsv.jpg	5	1.293	0.167	1073.145	643.408	0.125	0.055	0.0	1	mirror
sun_apaviskbumvstgsv.jpg	6	1.493	0.267	1216.168	656.963	0.090	0.024	0.0	3	soap dispenser
sun_apaviskbumvstgsv.jpg	7	1.793	0.292	1305.525	724.440	0.096	0.029	0.0	2	sink
sun_apaviskbumvstgsv.jpg	8	2.118	0.258	1330.600	731.680	0.080	0.018	0.0	2	sink
sun_apaviskbumvstgsv.jpg	9	2.393	0.200	1319.400	697.038	0.084	0.017	0.0	3	soap dispenser
sun_apaviskbumvstgsv.jpg	10	2.635	0.225	1354.035	637.275	0.079	0.009	0.0	0	other
sun_apaviskbumvstgsv.jpg	11	2.885	0.117	1362.702	682.575	0.094	0.018	0.0	0	other
