trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-9	sun_abcegrcyvvjrcyqh.jpg	320783.3839	320791.3570	320791.3904	320794.3928
-8	zsun_azsarwkorsusbsvt.jpg	320794.6096	320796.6289	320796.6613	320799.6638
-7	sun_alnurdgpqodhpawt.jpg	320799.8806	320801.4690	320801.5153	320804.5344
-6	zsun_aznghcvrwwxvpmki.jpg	320804.7512	320805.8048	320805.8855	320808.8879
-5	zsun_azygosgrjwvkyftq.jpg	320809.1048	320810.4050	320810.4225	320813.4249
-4	sun_agtnmpgkrgkzbvjw.jpg	320813.6418	320814.2046	320814.2256	320817.2280
-3	zsun_aztxzdqhbookjzfk.jpg	320817.4449	320818.4849	320818.5124	320821.5315
-2	sun_ayqukzphzqiguvnc.jpg	320821.7484	320822.3649	320822.3822	320825.3847
-1	sun_amkigjbbrauvgdgg.jpg	320825.6015	320826.0851	320826.1019	320829.1044
0	sun_arxtwfsqslcwecww.jpg	320829.3212	320829.8861	320829.9217	320832.9241
1	sun_aaznyvntjefttmaz.jpg	320902.6141	320917.2528	320917.3428	320920.3619
2	sun_abntrinbqbsqoowj.jpg	320920.5787	320922.2607	320922.2801	320925.2825
3	sun_aapitsgbtktqubfy.jpg	320925.4994	320925.9726	320926.0165	320929.0189
4	sun_auetjleugthejgoc.jpg	320929.2358	320929.7406	320929.7695	320932.7720
5	sun_azqlhsjgbwpcseew.jpg	320932.9888	320933.5488	320933.5893	320936.6084
6	sun_alvdofgavhiiyosk.jpg	320936.8252	320937.5451	320937.5592	320940.5616
7	sun_aazqzpomyylceich.jpg	320940.7785	320941.2847	320941.3289	320944.3314
8	sun_ajrwezxmmjejxsbt.jpg	320944.5482	320944.9884	320945.0153	320948.0344
9	sun_aglpqkbwvbofhrgt.jpg	320948.2512	320948.6206	320948.6515	320951.6707
10	sun_azgmgniivgpqrqvu.jpg	320951.8875	320952.3055	320952.3545	320955.3570
11	sun_aleqenyvunhactkl.jpg	320955.5738	320955.9889	320956.0576	320959.0600
12	sun_azqyogdvyhahyram.jpg	320959.2769	320959.7410	320959.8273	320962.8464
13	sun_agldadusrezhmyva.jpg	320963.0633	320963.5089	320963.5303	320966.5494
14	sun_ajlxdvfhywnxqswk.jpg	320966.7663	320967.1167	320967.1499	320970.1524
15	sun_ahrhvpdhoamfdhpf.jpg	320970.3692	320970.7727	320970.7862	320973.7886
16	sun_anecxlyzpkjfxrgi.jpg	320974.0055	320974.4606	320974.5226	320977.5250
17	sun_ahmxuekfssakrqmm.jpg	320977.7419	320978.2449	320978.2756	320981.2781
18	sun_aigrduzwokggqqja.jpg	320981.4949	320981.7010	320981.7284	320984.7309
19	sun_awvfnogmotsvhofs.jpg	320984.9477	320985.3886	320985.4148	320988.4339
20	sun_akuognalfgmelepa.jpg	320988.6507	320989.1088	320989.1845	320992.1869
21	sun_azxetkujrgobhzbi.jpg	320992.4038	320992.7326	320992.7707	320995.7732
22	sun_abdiiftvfbsqoreg.jpg	320995.9901	320996.1984	320996.2402	320999.2427
23	labelme_jdgkziouohmryxw.jpg	320999.4595	320999.8210	320999.8765	321002.8956
24	sun_auwldxtolpavypst.jpg	321003.1125	321003.5963	321003.6462	321006.6654
25	sun_ahvszpwjtodgwusx.jpg	321006.8822	321007.1007	321007.1324	321010.1515
26	sun_avtdeaxixgmwquck.jpg	321010.3684	321010.6928	321010.7854	321013.7878
27	sun_aqgljqwslycnxfzi.jpg	321014.0047	321014.2928	321014.3383	321017.3574
28	sun_akjkxldecwnanoah.jpg	321017.5742	321017.9243	321017.9412	321020.9436
29	sun_aqyyqhbfyinaxiuf.jpg	321021.1605	321021.6286	321021.6442	321024.6633
30	sun_acselzrpurxmucxu.jpg	321024.8802	321025.3483	321025.3973	321028.4164
31	sun_ajnvbqoszcilcmds.jpg	321028.6332	321028.9327	321028.9835	321032.0026
32	labelme_huhykljhyigbhct.jpg	321032.2195	321032.4907	321032.5364	321035.5555
33	sun_agrhekhltqnhqoau.jpg	321035.7724	321036.1654	321036.1894	321039.1918
34	sun_akwvdhqsbtcesevi.jpg	321039.4086	321039.7407	321039.8090	321042.8114
35	sun_aiyvqzhwvppwbskj.jpg	321043.0283	321043.4366	321043.4786	321046.4811
36	sun_avnmtylgpdxtehve.jpg	321046.6979	321046.9963	321047.0315	321050.0340
37	sun_aepbpufpcgbxxcdd.jpg	321050.2508	321050.4848	321050.5344	321053.5535
38	labelme_uogxwpbmtxcnafj.jpg	321053.7703	321054.0763	321054.1206	321057.1230
39	sun_ajbfafirxjclbnxl.jpg	321057.3399	321057.5580	321057.6068	321060.6259
40	sun_aixacgstjgjpkhyx.jpg	321060.8427	321061.1486	321061.2431	321064.2455
41	sun_aepdfzurhsaporkg.jpg	321064.4623	321065.2574	321065.3130	321068.3155
42	sun_ahqjwnzgolcaoidx.jpg	321068.5323	321068.8834	321068.9493	321071.9518
43	labelme_qglnhnudtmzmocz.jpg	321072.1686	321072.4926	321072.5189	321075.5213
44	sun_agztutxlbisetcoy.jpg	321075.7382	321075.9000	321075.9217	321078.9241
45	sun_acrnjwraljsrcesa.jpg	321079.1409	321079.2928	321079.3411	321082.3602
46	sun_aheymxjdkejwbehi.jpg	321082.5771	321082.8046	321082.8273	321085.8464
47	sun_azbjiqtpgvxjjuzr.jpg	321086.0632	321086.2767	321086.3635	321089.3659
48	sun_alvoexkareccqxgq.jpg	321089.5828	321089.7885	321089.8163	321092.8354
49	sun_apbmvnchyjqxptff.jpg	321093.0522	321093.3487	321093.3859	321096.3883
50	sun_aavzagnbsbymxlyh.jpg	321096.6051	321096.9008	321096.9221	321099.9245
51	sun_aitsjpidonnknvwm.jpg	321100.1413	321100.7887	321100.8419	321103.8610
52	sun_ayfwodsvoatztibh.jpg	321104.0779	321104.3580	321104.4115	321107.4306
53	sun_amppupofnobgmmut.jpg	321107.6475	321108.0365	321108.0644	321111.0669
54	sun_ajnzhggqkskokvyd.jpg	321111.2837	321111.6202	321111.6340	321114.6365
55	sun_aprmzdnceosyiiqx.jpg	321114.8533	321115.0843	321115.1369	321118.1393
56	sun_abwmjfnrmqjdltxn.jpg	321118.3561	321118.8344	321118.8566	321121.8590
57	sun_asinbgvcqvrnsssj.jpg	321122.0759	321122.3160	321122.3761	321125.3952
58	sun_apaviskbumvstgsv.jpg	321125.6120	321125.9005	321125.9456	321128.9481
59	sun_afkjkqlhqnwftaam.jpg	321129.1649	321129.4127	321129.4318	321132.4343
60	sun_awusemdipqlufrmt.jpg	321132.6511	321132.8922	321132.9180	321135.9204
61	sun_aorysgcktvwbovgc.jpg	321136.1373	321136.1933	321136.2374	321139.2565
62	sun_aqxypnffmypblepf.jpg	321139.4733	321139.6683	321139.7235	321142.7259
