Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-037_task-EyeTracking_physio	1	-421.113	453.902	875.015	1284.685	721.165	0.168	0.075	0.324	0.779
sub-037_task-EyeTracking_physio	1	487.241	770.579	283.338	1122.960	562.260	0.230	0.106	0.350	0.532
sub-037_task-EyeTracking_physio	1	795.578	1145.587	350.009	1156.225	479.900	0.088	0.056	0.503	0.300
sub-037_task-EyeTracking_physio	1	1170.586	1587.260	416.674	940.965	494.330	0.155	0.326	0.540	1.498
sub-037_task-EyeTracking_physio	1	1620.593	1795.601	175.008	1181.885	832.540	0.128	0.038	0.319	0.289
sub-037_task-EyeTracking_physio	1	1820.600	2170.604	350.004	1069.388	906.600	0.119	0.070	0.256	0.613
sub-037_task-EyeTracking_physio	1	2187.275	2328.944	141.669	1113.755	914.065	0.128	0.041	0.123	0.606
sub-037_task-EyeTracking_physio	1	2337.277	2670.617	333.340	1113.453	880.702	0.097	0.095	0.327	0.649
sub-037_task-EyeTracking_physio	1	2687.284	2845.622	158.338	1035.670	900.110	0.083	0.050	0.251	0.365
sub-037_task-EyeTracking_physio	1	2878.956	3003.957	125.001	1356.675	842.535	0.099	0.030	0.210	0.237
sub-037_task-EyeTracking_physio	2	-279.364	337.312	616.676	1289.285	705.760	0.134	0.159	0.555	1.161
sub-037_task-EyeTracking_physio	2	362.316	495.653	133.337	1244.148	607.997	0.125	0.049	0.225	0.409
sub-037_task-EyeTracking_physio	2	512.319	737.322	225.003	1129.545	578.840	0.135	0.079	0.316	0.481
sub-037_task-EyeTracking_physio	2	753.993	1137.328	383.335	1005.765	591.340	0.127	0.089	0.427	0.516
sub-037_task-EyeTracking_physio	2	1154.003	1512.339	358.336	1129.985	623.025	0.086	0.035	0.234	0.336
sub-037_task-EyeTracking_physio	2	1537.345	1762.347	225.002	1413.535	522.300	0.115	0.073	0.306	0.588
sub-037_task-EyeTracking_physio	2	1779.013	1895.683	116.670	1434.712	455.890	0.057	0.008	0.161	0.081
sub-037_task-EyeTracking_physio	2	2162.356	2504.032	341.676	1593.400	591.490	0.130	0.078	0.432	0.488
sub-037_task-EyeTracking_physio	2	2529.032	2937.376	408.344	1321.880	649.555	0.104	0.055	0.387	0.472
