Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-035_task-EyeTracking_physio	1	-4100.237	-3958.566	141.671	1211.200	765.070	0.234	0.092	0.139	1.218
sub-035_task-EyeTracking_physio	1	-3916.901	-3608.558	308.343	1295.090	753.445	0.177	0.081	0.315	0.700
sub-035_task-EyeTracking_physio	1	-3108.552	-2950.212	158.340	1340.860	787.990	0.120	0.035	0.124	0.519
sub-035_task-EyeTracking_physio	1	-2925.211	-2533.536	391.675	1279.360	754.215	0.150	0.042	0.273	0.527
sub-035_task-EyeTracking_physio	1	-2491.870	-2375.200	116.670	1304.983	728.837	0.136	0.027	0.138	0.314
sub-035_task-EyeTracking_physio	1	-2158.528	-2041.863	116.665	1244.325	759.485	0.208	0.124	0.280	0.963
sub-035_task-EyeTracking_physio	1	-2025.192	-1600.183	425.009	1272.225	753.060	0.206	0.123	0.498	0.916
sub-035_task-EyeTracking_physio	1	-1583.516	-575.162	1008.354	1278.035	732.100	0.218	0.150	0.502	1.017
sub-035_task-EyeTracking_physio	1	-558.496	-433.492	125.004	1311.630	759.995	0.212	0.066	0.249	0.470
sub-035_task-EyeTracking_physio	1	-266.825	-91.820	175.005	1266.050	774.130	0.259	0.299	0.638	1.181
sub-035_task-EyeTracking_physio	1	-75.149	191.522	266.671	1303.158	755.303	0.234	0.100	0.329	0.706
sub-035_task-EyeTracking_physio	1	208.188	324.859	116.671	1180.148	661.855	0.322	0.143	0.456	0.742
sub-035_task-EyeTracking_physio	1	349.858	549.860	200.002	1298.477	812.847	0.350	0.160	0.341	1.058
sub-035_task-EyeTracking_physio	1	583.200	774.866	191.666	1393.370	775.795	0.249	0.066	0.172	0.953
sub-035_task-EyeTracking_physio	1	799.865	1141.542	341.677	1239.690	595.345	0.098	0.038	0.227	0.388
sub-035_task-EyeTracking_physio	1	1166.541	1341.544	175.003	1052.700	573.565	0.077	0.020	0.178	0.239
sub-035_task-EyeTracking_physio	1	1366.548	1524.883	158.335	1465.675	626.680	0.190	0.078	0.416	0.497
sub-035_task-EyeTracking_physio	1	1558.216	1874.889	316.673	1273.220	685.200	0.258	0.104	0.472	0.732
sub-035_task-EyeTracking_physio	1	1899.891	2158.230	258.339	1174.980	713.530	0.205	0.084	0.317	0.710
sub-035_task-EyeTracking_physio	1	2174.897	2541.569	366.672	1209.568	684.255	0.226	0.062	0.293	0.671
sub-035_task-EyeTracking_physio	1	2566.571	3008.247	441.676	1249.940	699.550	0.148	0.053	0.226	0.713
sub-035_task-EyeTracking_physio	2	-1200.122	166.572	1366.694	1288.193	703.743	0.164	0.103	0.545	0.727
sub-035_task-EyeTracking_physio	2	316.574	533.249	216.675	1331.700	812.112	0.492	0.673	1.451	1.744
sub-035_task-EyeTracking_physio	2	566.581	816.587	250.006	1056.600	689.178	0.121	0.059	0.441	0.447
