Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-024_task-EyeTracking_physio	1	-570.327	296.355	866.682	1279.540	755.433	0.179	0.057	0.245	0.763
sub-024_task-EyeTracking_physio	1	321.354	579.693	258.339	1214.905	827.950	0.176	0.078	0.222	0.891
sub-024_task-EyeTracking_physio	1	596.367	846.366	249.999	1180.332	841.435	0.225	0.074	0.268	0.734
sub-024_task-EyeTracking_physio	1	879.703	1129.710	250.007	1377.383	879.075	0.191	0.070	0.270	0.544
sub-024_task-EyeTracking_physio	1	1146.375	1371.379	225.004	1519.705	893.355	0.229	0.080	0.284	0.651
sub-024_task-EyeTracking_physio	1	1521.388	1871.389	350.001	1493.812	905.943	0.184	0.116	0.372	0.740
sub-024_task-EyeTracking_physio	1	1896.392	2129.727	233.335	1065.870	932.582	0.239	0.104	0.725	0.437
sub-024_task-EyeTracking_physio	1	2154.727	2596.407	441.680	1031.690	941.420	0.169	0.079	0.303	0.665
sub-024_task-EyeTracking_physio	1	2621.408	2946.416	325.008	1036.585	618.240	0.178	0.062	0.401	0.537
sub-024_task-EyeTracking_physio	2	-445.583	312.763	758.346	1278.060	764.525	0.174	0.074	0.288	0.647
sub-024_task-EyeTracking_physio	2	329.430	612.772	283.342	1165.890	662.385	0.206	0.114	0.270	0.832
sub-024_task-EyeTracking_physio	2	629.441	829.445	200.004	1105.400	607.145	0.168	0.060	0.257	0.536
sub-024_task-EyeTracking_physio	2	846.114	1012.777	166.663	968.980	607.410	0.096	0.048	0.211	0.409
sub-024_task-EyeTracking_physio	2	1037.781	1254.451	216.670	965.690	517.668	0.144	0.076	0.244	0.551
sub-024_task-EyeTracking_physio	2	1262.783	1512.789	250.006	988.945	511.085	0.115	0.035	0.223	0.394
sub-024_task-EyeTracking_physio	2	1529.456	1754.463	225.007	1116.685	530.780	0.121	0.033	0.264	0.315
sub-024_task-EyeTracking_physio	2	1862.796	2046.134	183.338	1466.495	495.393	0.217	0.096	0.268	0.890
sub-024_task-EyeTracking_physio	2	2071.137	2462.814	391.677	1591.685	619.790	0.139	0.055	0.300	0.469
sub-024_task-EyeTracking_physio	2	2504.478	2762.818	258.340	1461.340	882.420	0.140	0.069	0.250	0.620
sub-024_task-EyeTracking_physio	2	2779.483	3004.489	225.006	1448.255	914.495	0.190	0.080	0.297	0.691
sub-024_task-EyeTracking_physio	3	-1328.890	-1220.556	108.334	1450.275	906.295	0.161	0.054	0.157	0.448
sub-024_task-EyeTracking_physio	3	-1195.556	329.478	1525.034	1280.120	740.320	0.221	0.109	0.377	1.242
sub-024_task-EyeTracking_physio	3	362.813	512.814	150.001	1217.918	779.160	0.159	0.080	0.300	0.619
sub-024_task-EyeTracking_physio	3	546.151	929.487	383.336	1192.805	810.033	0.169	0.072	0.371	0.595
sub-024_task-EyeTracking_physio	3	962.826	1562.836	600.010	959.415	750.088	0.186	0.086	0.433	0.616
sub-024_task-EyeTracking_physio	3	1587.839	1929.510	341.671	1122.165	641.870	0.186	0.076	0.331	0.678
sub-024_task-EyeTracking_physio	3	1946.176	2079.513	133.337	1149.180	654.390	0.139	0.037	0.223	0.264
sub-024_task-EyeTracking_physio	3	2121.183	2387.858	266.675	1425.622	629.142	0.092	0.021	0.252	0.216
sub-024_task-EyeTracking_physio	3	2412.858	2696.194	283.336	1574.138	627.938	0.119	0.080	0.325	0.465
sub-024_task-EyeTracking_physio	3	2712.861	3004.534	291.673	1615.460	630.760	0.121	0.049	0.265	0.399
sub-024_task-EyeTracking_physio	4	-1128.801	437.900	1566.701	1279.652	758.033	0.216	0.157	0.432	1.866
sub-024_task-EyeTracking_physio	4	537.902	1037.914	500.012	1043.925	717.215	0.199	0.091	0.266	0.874
sub-024_task-EyeTracking_physio	4	1054.579	1396.250	341.671	1040.680	752.950	0.216	0.064	0.327	0.507
sub-024_task-EyeTracking_physio	4	1429.590	1796.259	366.669	1519.747	756.775	0.231	0.087	0.506	0.767
sub-024_task-EyeTracking_physio	4	1821.262	2846.280	1025.018	1596.490	763.050	0.178	0.078	0.369	0.769
sub-024_task-EyeTracking_physio	4	2871.287	3004.625	133.338	1530.145	664.138	0.128	0.046	0.297	0.256
sub-024_task-EyeTracking_physio	5	-1970.388	-1570.382	400.006	1275.845	734.642	0.356	0.277	0.381	1.921
sub-024_task-EyeTracking_physio	5	-1203.705	-720.362	483.343	1283.672	724.673	0.225	0.166	0.390	1.077
sub-024_task-EyeTracking_physio	5	-620.362	296.322	916.684	1280.605	737.015	0.286	0.179	0.566	1.974
sub-024_task-EyeTracking_physio	5	304.655	437.991	133.336	1238.975	739.600	0.193	0.116	0.271	0.859
sub-024_task-EyeTracking_physio	5	579.660	879.668	300.008	1232.942	749.378	0.429	0.302	0.405	3.467
sub-024_task-EyeTracking_physio	5	913.002	1046.337	133.335	1323.790	746.820	0.118	0.039	0.174	0.402
sub-024_task-EyeTracking_physio	5	1079.673	1313.011	233.338	1495.588	565.720	0.117	0.038	0.216	0.348
sub-024_task-EyeTracking_physio	5	1338.010	1538.019	200.009	1271.213	507.382	0.158	0.047	0.287	0.383
sub-024_task-EyeTracking_physio	5	1563.016	1746.353	183.337	1121.765	478.592	0.141	0.077	0.274	0.506
sub-024_task-EyeTracking_physio	5	1988.023	2213.029	225.006	1499.290	872.380	0.529	0.517	0.896	3.598
sub-024_task-EyeTracking_physio	5	2246.361	2454.701	208.340	1607.205	904.035	0.175	0.083	0.276	0.652
sub-024_task-EyeTracking_physio	5	2496.367	3004.714	508.347	1306.645	807.090	0.141	0.034	0.216	0.432
sub-024_task-EyeTracking_physio	6	-1595.283	279.754	1875.037	1278.595	749.080	0.222	0.186	0.467	1.159
sub-024_task-EyeTracking_physio	6	313.086	529.760	216.674	1173.540	757.665	0.193	0.050	0.241	0.525
sub-024_task-EyeTracking_physio	6	546.426	713.096	166.670	1146.642	731.880	0.148	0.049	0.345	0.391
sub-024_task-EyeTracking_physio	6	738.095	996.434	258.339	1159.210	795.420	0.191	0.047	0.299	0.429
sub-024_task-EyeTracking_physio	6	1013.099	1179.774	166.675	1123.028	741.800	0.142	0.043	0.190	0.557
sub-024_task-EyeTracking_physio	6	1196.441	1363.108	166.667	944.773	612.653	0.151	0.086	0.325	0.672
sub-024_task-EyeTracking_physio	6	1379.775	1596.446	216.671	929.135	508.130	0.126	0.038	0.223	0.351
sub-024_task-EyeTracking_physio	6	1613.115	1771.448	158.333	902.590	497.560	0.122	0.031	0.314	0.286
sub-024_task-EyeTracking_physio	6	1796.450	2046.455	250.005	1260.495	506.480	0.131	0.075	0.382	0.523
sub-024_task-EyeTracking_physio	6	2063.123	2413.128	350.005	1450.140	593.605	0.164	0.098	0.364	0.560
sub-024_task-EyeTracking_physio	6	2438.128	2646.471	208.343	1531.630	745.980	0.199	0.067	0.297	0.488
sub-024_task-EyeTracking_physio	6	2663.137	2871.474	208.337	1451.455	679.255	0.146	0.038	0.179	0.509
