stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
labelme_yfvjufwlxjspvee.jpg	1	0.320	0.183	1218.635	794.540	0.208	0.066	0.0	10	range
labelme_yfvjufwlxjspvee.jpg	2	0.520	0.367	1138.592	813.755	0.231	0.110	0.0	10	range
labelme_yfvjufwlxjspvee.jpg	2	0.520	0.367	1138.592	813.755	0.231	0.110	0.0	12	teapot
labelme_yfvjufwlxjspvee.jpg	3	0.903	0.500	1084.312	830.098	0.218	0.076	0.0	10	range
labelme_yfvjufwlxjspvee.jpg	3	0.903	0.500	1084.312	830.098	0.218	0.076	0.0	12	teapot
labelme_yfvjufwlxjspvee.jpg	4	1.478	0.217	1191.082	995.888	0.208	0.223	0.0	10	range
labelme_yfvjufwlxjspvee.jpg	5	1.828	0.308	1576.345	722.610	0.166	0.117	0.0	11	refrigerator
labelme_yfvjufwlxjspvee.jpg	6	2.178	0.242	1136.565	658.735	0.182	0.142	0.0	7	microwave
labelme_yfvjufwlxjspvee.jpg	7	2.453	0.217	1199.178	653.947	0.139	0.029	0.0	7	microwave
labelme_yfvjufwlxjspvee.jpg	8	2.687	0.225	1231.330	676.185	0.104	0.025	0.0	7	microwave
