trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_abcegrcyvvjrcyqh.jpg	686673.2879	686676.1363	686676.1447	686679.1428
-4	sun_agtnmpgkrgkzbvjw.jpg	686679.3558	686679.8933	686679.9031	686682.9006
-3	sun_alnurdgpqodhpawt.jpg	686683.1084	686683.4152	686683.4259	686686.4234
-2	sun_ayqukzphzqiguvnc.jpg	686686.6310	686687.4208	686687.4302	686690.4277
-1	sun_amkigjbbrauvgdgg.jpg	686690.6371	686690.9488	686690.9558	686693.9540
0	sun_arxtwfsqslcwecww.jpg	686694.1629	686695.0448	686695.0525	686698.0500
1	sun_aaznyvntjefttmaz.jpg	686733.9352	686735.2609	686735.2699	686738.2678
2	sun_abntrinbqbsqoowj.jpg	686738.4845	686738.9569	686738.9660	686741.9636
3	sun_aapitsgbtktqubfy.jpg	686742.1739	686742.8328	686742.8402	686745.8380
4	sun_auetjleugthejgoc.jpg	686746.0453	686746.3651	686746.3762	686749.3738
5	sun_azqlhsjgbwpcseew.jpg	686749.5816	686749.9810	686749.9876	686752.9856
6	sun_alvdofgavhiiyosk.jpg	686753.1949	686753.3807	686753.3874	686756.3849
7	sun_aazqzpomyylceich.jpg	686756.5918	686757.5091	686757.5194	686760.5170
8	sun_ajrwezxmmjejxsbt.jpg	686760.7259	686760.9407	686760.9473	686763.9451
9	sun_aglpqkbwvbofhrgt.jpg	686764.1546	686765.0084	686765.0152	686768.0129
10	sun_azgmgniivgpqrqvu.jpg	686768.2192	686768.4687	686768.4795	686771.4767
11	sun_aleqenyvunhactkl.jpg	686771.6854	686772.0531	686772.0630	686775.0608
12	sun_azqyogdvyhahyram.jpg	686775.2696	686775.6532	686775.6598	686778.6574
13	sun_agldadusrezhmyva.jpg	686778.8665	686779.8130	686779.8225	686782.8201
14	sun_ajlxdvfhywnxqswk.jpg	686783.0281	686784.3570	686784.3637	686787.3616
15	sun_ahrhvpdhoamfdhpf.jpg	686787.5694	686788.0132	686788.0196	686791.0173
16	sun_anecxlyzpkjfxrgi.jpg	686791.2268	686791.5246	686791.5332	686794.5303
17	sun_ahmxuekfssakrqmm.jpg	686794.7384	686795.0366	686795.0466	686798.0440
18	sun_aigrduzwokggqqja.jpg	686798.2525	686798.5007	686798.5072	686801.5046
19	sun_awvfnogmotsvhofs.jpg	686801.7115	686802.1172	686802.1253	686805.1227
20	sun_akuognalfgmelepa.jpg	686805.3304	686805.5892	686805.5959	686808.5933
21	sun_azxetkujrgobhzbi.jpg	686808.8000	686809.0290	686809.0356	686812.0339
22	sun_abdiiftvfbsqoreg.jpg	686812.2434	686812.4128	686812.4210	686815.4192
23	labelme_jdgkziouohmryxw.jpg	686815.6307	686816.7165	686816.7234	686819.7212
24	sun_auwldxtolpavypst.jpg	686819.9287	686820.3251	686820.3349	686823.3328
25	sun_ahvszpwjtodgwusx.jpg	686823.5397	686823.8286	686823.8394	686826.8372
26	sun_avtdeaxixgmwquck.jpg	686827.0451	686827.4612	686827.4678	686830.4658
27	sun_aqgljqwslycnxfzi.jpg	686830.6751	686838.3247	686838.3307	686841.3278
28	sun_akjkxldecwnanoah.jpg	686841.5355	686842.1806	686842.1897	686845.1873
29	sun_aqyyqhbfyinaxiuf.jpg	686845.3954	686848.8688	686848.8754	686851.8733
30	sun_acselzrpurxmucxu.jpg	686852.0816	686852.5436	686852.5505	686855.5479
31	sun_ajnvbqoszcilcmds.jpg	686855.7543	686856.3169	686856.3253	686859.3230
32	labelme_huhykljhyigbhct.jpg	686859.5344	686860.0351	686860.0416	686863.0393
33	sun_agrhekhltqnhqoau.jpg	686863.2477	686863.5645	686863.5714	686866.5692
34	sun_akwvdhqsbtcesevi.jpg	686866.7763	686867.1089	686867.1172	686870.1149
35	sun_aiyvqzhwvppwbskj.jpg	686870.3238	686871.1648	686871.1742	686874.1716
36	sun_avnmtylgpdxtehve.jpg	686874.3790	686874.7329	686874.7396	686877.7376
37	sun_aepbpufpcgbxxcdd.jpg	686877.9470	686878.1890	686878.1998	686881.1975
38	labelme_uogxwpbmtxcnafj.jpg	686881.4060	686881.7250	686881.7346	686884.7322
39	sun_ajbfafirxjclbnxl.jpg	686884.9412	686885.7729	686885.7794	686888.7770
40	sun_aixacgstjgjpkhyx.jpg	686888.9833	686889.3488	686889.3591	686892.3568
41	sun_aepdfzurhsaporkg.jpg	686892.5643	686892.8367	686892.8443	686895.8421
42	sun_ahqjwnzgolcaoidx.jpg	686896.0514	686896.6527	686896.6625	686899.6600
43	labelme_qglnhnudtmzmocz.jpg	686899.8666	686900.0849	686900.0931	686903.0912
