trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_ahrbttcvmcxopgma.jpg	1040811.5080	1040813.8066	1040813.8163	1040816.8163
-4	sun_ahrbttcvmcxopgma.jpg	1040817.0247	1040817.5828	1040817.5913	1040820.5913
-3	sun_ahrbttcvmcxopgma.jpg	1040820.7997	1040821.1828	1040821.1913	1040824.1914
-2	sun_ahrbttcvmcxopgma.jpg	1040824.3997	1040826.2305	1040826.2414	1040829.2414
-1	sun_ahrbttcvmcxopgma.jpg	1040829.4497	1040830.1135	1040830.1247	1040833.1247
0	sun_ahrbttcvmcxopgma.jpg	1040833.3331	1040833.8309	1040833.8414	1040836.8414
1	sun_ahrbttcvmcxopgma.jpg	1040861.5499	1040861.9267	1040861.9333	1040864.9333
2	sun_ahrbttcvmcxopgma.jpg	1040865.1416	1040867.0863	1040867.0916	1040870.0916
3	sun_ahrbttcvmcxopgma.jpg	1040870.3000	1040871.0229	1040871.0333	1040874.0333
4	sun_ahrbttcvmcxopgma.jpg	1040874.2416	1040874.5668	1040874.5750	1040877.5750
5	sun_ahrbttcvmcxopgma.jpg	1040877.7833	1040878.2387	1040878.2500	1040881.2500
6	sun_ahrbttcvmcxopgma.jpg	1040881.4584	1040881.7270	1040881.7334	1040884.7334
7	sun_ahrbttcvmcxopgma.jpg	1040884.9417	1040885.7746	1040885.7834	1040888.7834
8	sun_ahrbttcvmcxopgma.jpg	1040888.9917	1040889.4719	1040889.4834	1040892.4834
9	sun_ahrbttcvmcxopgma.jpg	1040892.6918	1040893.1345	1040893.1417	1040896.1418
10	sun_ahrbttcvmcxopgma.jpg	1040896.3501	1040900.4949	1040900.5001	1040903.5001
11	sun_ahrbttcvmcxopgma.jpg	1040903.7085	1040908.2657	1040908.2752	1040911.2752
12	sun_ahrbttcvmcxopgma.jpg	1040911.4835	1040913.0306	1040913.0418	1040916.0419
13	sun_ahrbttcvmcxopgma.jpg	1040916.2502	1040918.6383	1040918.6502	1040921.6502
14	sun_ahrbttcvmcxopgma.jpg	1040921.8586	1040923.0229	1040923.0336	1040926.0336
15	sun_ahrbttcvmcxopgma.jpg	1040926.2419	1040926.9188	1040926.9253	1040929.9253
16	sun_ahrbttcvmcxopgma.jpg	1040930.1336	1040931.4389	1040931.4503	1040934.4503
17	sun_ahrbttcvmcxopgma.jpg	1040934.6587	1040935.8468	1040935.8586	1040938.8587
18	sun_ahrbttcvmcxopgma.jpg	1040939.0670	1040939.7913	1040939.8003	1040942.8004
19	sun_ahrbttcvmcxopgma.jpg	1040943.0087	1040943.5349	1040943.5420	1040946.5420
20	sun_ahrbttcvmcxopgma.jpg	1040946.7504	1040947.3669	1040947.3754	1040950.3754
21	sun_ahrbttcvmcxopgma.jpg	1040950.5837	1040951.1188	1040951.1254	1040954.1254
22	sun_ahrbttcvmcxopgma.jpg	1040954.3338	1040954.8783	1040954.8837	1040957.8838
23	sun_ahrbttcvmcxopgma.jpg	1040958.0921	1040958.5588	1040958.5671	1040961.5671
24	sun_ahrbttcvmcxopgma.jpg	1040961.7755	1040962.2706	1040962.2755	1040965.2755
25	sun_ahrbttcvmcxopgma.jpg	1040965.4838	1040967.3267	1040967.3338	1040970.3339
26	sun_ahrbttcvmcxopgma.jpg	1040970.5422	1040971.1749	1040971.1839	1040974.1839
27	sun_ahrbttcvmcxopgma.jpg	1040974.3922	1040975.0305	1040975.0422	1040978.0422
28	sun_ahrbttcvmcxopgma.jpg	1040978.2506	1040979.9263	1040979.9339	1040982.9339
29	sun_ahrbttcvmcxopgma.jpg	1040983.1423	1040985.3755	1040985.3839	1040988.3840
30	sun_ahrbttcvmcxopgma.jpg	1040988.5923	1040989.7186	1040989.7256	1040992.7256
31	sun_ahrbttcvmcxopgma.jpg	1040992.9340	1040993.8468	1040993.8590	1040996.8590
32	sun_ahrbttcvmcxopgma.jpg	1040997.0673	1040999.4345	1040999.4423	1041002.4424
33	sun_ahrbttcvmcxopgma.jpg	1041002.6507	1041004.5512	1041004.5590	1041007.5591
34	sun_ahrbttcvmcxopgma.jpg	1041007.7674	1041008.1930	1041008.2007	1041011.2007
35	sun_ahrbttcvmcxopgma.jpg	1041011.4091	1041011.9823	1041011.9924	1041014.9924
36	sun_ahrbttcvmcxopgma.jpg	1041015.2008	1041016.4466	1041016.4591	1041019.4591
