trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_abcegrcyvvjrcyqh.jpg	415596.1166	415602.3172	415602.3262	415605.3242
-4	sun_agtnmpgkrgkzbvjw.jpg	415605.5327	415607.2930	415607.2996	415610.2972
-3	sun_alnurdgpqodhpawt.jpg	415610.5033	415612.3733	415612.3826	415615.3806
-2	sun_ayqukzphzqiguvnc.jpg	415615.5868	415617.0772	415617.0862	415620.0841
-1	sun_amkigjbbrauvgdgg.jpg	415620.2907	415622.0449	415622.0570	415625.0554
0	sun_arxtwfsqslcwecww.jpg	415625.2619	415626.3328	415626.3438	415629.3417
1	sun_aaznyvntjefttmaz.jpg	415689.8151	415705.7248	415705.7315	415708.7304
2	sun_abntrinbqbsqoowj.jpg	415708.9426	415710.7011	415710.7113	415713.7090
3	sun_aapitsgbtktqubfy.jpg	415713.9156	415716.0496	415716.0577	415719.0557
4	sun_auetjleugthejgoc.jpg	415719.2642	415721.6291	415721.6367	415724.6346
5	sun_azqlhsjgbwpcseew.jpg	415724.8411	415726.9832	415726.9929	415729.9907
6	sun_alvdofgavhiiyosk.jpg	415730.1974	415735.7006	415735.7077	415738.7058
7	sun_aazqzpomyylceich.jpg	415738.9153	415740.6047	415740.6139	415743.6117
8	sun_ajrwezxmmjejxsbt.jpg	415743.8205	415746.0336	415746.0401	415749.0377
9	sun_aglpqkbwvbofhrgt.jpg	415749.2437	415751.3484	415751.3588	415754.3556
10	sun_azgmgniivgpqrqvu.jpg	415754.5632	415756.4208	415756.4312	415759.4289
11	sun_aleqenyvunhactkl.jpg	415759.6371	415760.7088	415760.7195	415763.7171
12	sun_azqyogdvyhahyram.jpg	415763.9237	415765.4154	415765.4245	415768.4223
13	sun_agldadusrezhmyva.jpg	415768.6280	415770.9807	415770.9903	415773.9872
14	sun_ajlxdvfhywnxqswk.jpg	415774.1950	415775.3657	415775.3735	415778.3716
15	sun_ahrhvpdhoamfdhpf.jpg	415778.5811	415781.6176	415781.6261	415784.6236
16	sun_anecxlyzpkjfxrgi.jpg	415784.8293	415787.1249	415787.1314	415790.1296
17	sun_ahmxuekfssakrqmm.jpg	415790.3362	415795.8925	415795.8990	415798.8966
18	sun_aigrduzwokggqqja.jpg	415799.1023	415801.0129	415801.0211	415804.0190
19	sun_awvfnogmotsvhofs.jpg	415804.2263	415807.3007	415807.3072	415810.3048
20	sun_akuognalfgmelepa.jpg	415810.5116	415812.3566	415812.3632	415815.3610
