trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_abcegrcyvvjrcyqh.jpg	1388214.8901	1388230.3561	1388230.3651	1388233.3651
-4	sun_agtnmpgkrgkzbvjw.jpg	1388233.5735	1388244.7526	1388244.7652	1388247.7652
-3	sun_alnurdgpqodhpawt.jpg	1388247.9735	1388255.1813	1388255.1902	1388258.1902
-2	sun_ayqukzphzqiguvnc.jpg	1388258.3985	1388260.2209	1388260.2319	1388263.2319
-1	sun_amkigjbbrauvgdgg.jpg	1388263.4402	1388265.1567	1388265.1652	1388268.1652
0	sun_arxtwfsqslcwecww.jpg	1388268.3736	1388270.3652	1388270.3736	1388273.3736
1	sun_aaznyvntjefttmaz.jpg	1388395.8573	1388396.6261	1388396.6319	1388399.6323
2	sun_abntrinbqbsqoowj.jpg	1388399.8489	1388401.0430	1388401.0489	1388404.0490
3	sun_aapitsgbtktqubfy.jpg	1388404.2573	1388405.5804	1388405.5906	1388408.5906
4	sun_auetjleugthejgoc.jpg	1388408.7990	1388410.2182	1388410.2240	1388413.2240
5	sun_azqlhsjgbwpcseew.jpg	1388413.4323	1388415.6330	1388415.6407	1388418.6407
6	sun_alvdofgavhiiyosk.jpg	1388418.8490	1388420.4441	1388420.4490	1388423.4490
7	sun_aazqzpomyylceich.jpg	1388423.6573	1388427.8496	1388427.8574	1388430.8574
8	sun_ajrwezxmmjejxsbt.jpg	1388431.0657	1388432.4284	1388432.4407	1388435.4407
9	sun_aglpqkbwvbofhrgt.jpg	1388435.6490	1388436.9961	1388437.0074	1388440.0074
10	sun_azgmgniivgpqrqvu.jpg	1388440.2157	1388445.6602	1388445.6741	1388448.6741
11	sun_aleqenyvunhactkl.jpg	1388448.8824	1388451.0681	1388451.0741	1388454.0741
12	sun_azqyogdvyhahyram.jpg	1388454.2824	1388455.3642	1388455.3741	1388458.3741
13	sun_agldadusrezhmyva.jpg	1388458.5824	1388461.4857	1388461.4991	1388464.4991
14	sun_ajlxdvfhywnxqswk.jpg	1388464.7075	1388466.4358	1388466.4408	1388469.4408
15	sun_ahrhvpdhoamfdhpf.jpg	1388469.6491	1388472.8444	1388472.8491	1388475.8491
16	sun_anecxlyzpkjfxrgi.jpg	1388476.0575	1388478.3321	1388478.3408	1388481.3408
17	sun_ahmxuekfssakrqmm.jpg	1388481.5492	1388483.5244	1388483.5325	1388486.5325
18	sun_aigrduzwokggqqja.jpg	1388486.7409	1388490.3698	1388490.3742	1388493.3742
19	sun_awvfnogmotsvhofs.jpg	1388493.5825	1388496.9362	1388496.9492	1388499.9492
20	sun_akuognalfgmelepa.jpg	1388500.1576	1388501.7557	1388501.7659	1388504.7659
21	sun_azxetkujrgobhzbi.jpg	1388504.9742	1388508.2923	1388508.2992	1388511.2992
22	sun_abdiiftvfbsqoreg.jpg	1388511.5076	1388513.3643	1388513.3742	1388516.3743
23	labelme_jdgkziouohmryxw.jpg	1388516.5826	1388518.2281	1388518.2409	1388521.2409
24	sun_auwldxtolpavypst.jpg	1388521.4493	1388522.9962	1388523.0076	1388526.0076
25	sun_ahvszpwjtodgwusx.jpg	1388526.2160	1388527.8037	1388527.8159	1388530.8160
26	sun_avtdeaxixgmwquck.jpg	1388531.0243	1388533.1639	1388533.1743	1388536.1743
27	sun_aqgljqwslycnxfzi.jpg	1388536.3827	1388538.2700	1388538.2742	1388541.2743
28	sun_akjkxldecwnanoah.jpg	1388541.4827	1388542.7559	1388542.7660	1388545.7660
29	sun_aqyyqhbfyinaxiuf.jpg	1388545.9743	1388547.3707	1388547.3827	1388550.3827
30	sun_acselzrpurxmucxu.jpg	1388550.5910	1388552.2044	1388552.2160	1388555.2160
31	sun_ajnvbqoszcilcmds.jpg	1388555.4244	1388556.8601	1388556.8660	1388559.8660
32	labelme_huhykljhyigbhct.jpg	1388560.0744	1388561.7124	1388561.7244	1388564.7244
33	sun_agrhekhltqnhqoau.jpg	1388564.9327	1388566.9316	1388566.9411	1388569.9411
34	sun_akwvdhqsbtcesevi.jpg	1388570.1494	1388571.5319	1388571.5411	1388574.5411
35	sun_aiyvqzhwvppwbskj.jpg	1388574.7494	1388578.2633	1388578.2744	1388581.2744
36	sun_avnmtylgpdxtehve.jpg	1388581.4828	1388585.5320	1388585.5411	1388588.5411
37	sun_aepbpufpcgbxxcdd.jpg	1388588.7495	1388592.0867	1388592.0994	1388595.0995
38	labelme_uogxwpbmtxcnafj.jpg	1388595.3078	1388596.9719	1388596.9828	1388599.9828
39	sun_ajbfafirxjclbnxl.jpg	1388600.1912	1388602.3639	1388602.3745	1388605.3745
40	sun_aixacgstjgjpkhyx.jpg	1388605.5828	1388607.9467	1388607.9578	1388610.9578
41	sun_aepdfzurhsaporkg.jpg	1388611.1662	1388614.4724	1388614.4829	1388617.4829
42	sun_ahqjwnzgolcaoidx.jpg	1388617.6912	1388618.9635	1388618.9745	1388621.9745
43	labelme_qglnhnudtmzmocz.jpg	1388622.1829	1388624.2839	1388624.2912	1388627.2912
44	sun_agztutxlbisetcoy.jpg	1388627.4996	1388631.0917	1388631.0996	1388634.0996
45	sun_acrnjwraljsrcesa.jpg	1388634.3079	1388636.7542	1388636.7662	1388639.7663
46	sun_aheymxjdkejwbehi.jpg	1388639.9746	1388641.8480	1388641.8579	1388644.8579
47	sun_azbjiqtpgvxjjuzr.jpg	1388645.0663	1388647.2473	1388647.2580	1388650.2580
48	sun_alvoexkareccqxgq.jpg	1388650.4663	1388652.1972	1388652.2080	1388655.2080
49	sun_apbmvnchyjqxptff.jpg	1388655.4163	1388657.7797	1388657.7913	1388660.7913
50	sun_aavzagnbsbymxlyh.jpg	1388660.9997	1388662.4918	1388662.4997	1388665.4997
51	sun_aitsjpidonnknvwm.jpg	1388665.7080	1388668.0037	1388668.0079	1388671.0080
52	sun_ayfwodsvoatztibh.jpg	1388671.2164	1388671.9080	1388671.9163	1388674.9164
53	sun_amppupofnobgmmut.jpg	1388675.1247	1388676.6836	1388676.6914	1388679.6914
54	sun_ajnzhggqkskokvyd.jpg	1388679.8997	1388681.3158	1388681.3247	1388684.3247
55	sun_aprmzdnceosyiiqx.jpg	1388684.5331	1388686.6273	1388686.6331	1388689.6331
56	sun_abwmjfnrmqjdltxn.jpg	1388689.8414	1388691.7485	1388691.7581	1388694.7581
57	sun_asinbgvcqvrnsssj.jpg	1388694.9664	1388696.1153	1388696.1248	1388699.1247
58	sun_apaviskbumvstgsv.jpg	1388699.3331	1388700.6755	1388700.6831	1388703.6831
59	sun_afkjkqlhqnwftaam.jpg	1388703.8914	1388706.1071	1388706.1165	1388709.1164
60	sun_awusemdipqlufrmt.jpg	1388709.3248	1388710.8514	1388710.8581	1388713.8581
61	sun_aorysgcktvwbovgc.jpg	1388714.0665	1388715.6643	1388715.6748	1388718.6748
62	sun_aqxypnffmypblepf.jpg	1388718.8831	1388720.5552	1388720.5665	1388723.5665
63	sun_acznlxcgnetogsai.jpg	1388723.7748	1388726.0432	1388726.0498	1388729.0498
