t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
855187891585	1435.95	827.39	1447.15	852.35	3.1346	2.9663
855187899917	1400.78	820.46	1421.40	848.50	3.1321	2.9947
855187908250	1319.52	794.56	1323.80	789.13	3.1460	3.0106
855187916589	1317.28	785.92	1327.22	788.77	3.1251	3.0067
855187924922	1286.73	764.19	1273.74	756.18	3.1210	2.9958
855187933255	1263.12	759.26	1273.91	766.96	3.1335	3.0104
855187941589	1267.04	751.55	1283.21	776.61	3.1288	3.0025
855187949922	1263.73	746.32	1279.71	816.49	3.1252	2.9955
855187958256	1262.16	740.16	1277.52	829.70	3.1344	2.9955
855187966589	1269.63	752.84	1268.27	835.35	3.1289	2.9969
855187974922	1271.43	765.56	1271.79	852.49	3.1337	2.9964
855187983254	1282.37	775.93	1253.88	874.23	3.1258	2.9916
855187991588	1279.81	777.27	1257.02	877.58	3.1264	2.9866
855187999921	1282.30	765.46	1260.94	898.18	3.1165	2.9874
855188008254	1292.37	763.12	1255.48	893.34	3.1185	2.9899
855188016587	1292.23	758.02	1281.25	881.72	3.1171	2.9825
855188024920	1283.95	745.22	1278.65	872.19	3.0972	2.9858
855188033253	1284.74	740.23	1276.94	856.80	3.0916	2.9806
855188041591	1287.96	743.03	1273.61	854.05	3.1038	2.9833
855188049924	1289.47	745.08	1283.22	842.39	3.1146	2.9878
855188058257	1289.56	744.88	1271.78	830.08	3.1066	2.9750
855188066590	1284.69	744.41	1264.93	822.17	3.1043	2.9693
855188074923	1282.00	717.87	1272.07	766.76	3.1070	2.9824
855188083256	1280.32	714.17	1277.51	785.90	3.1217	2.9786
855188091590	1278.73	718.54	1271.31	767.48	3.1088	2.9891
855188099923	1280.35	724.51	1266.62	752.05	3.1179	2.9805
855188108256	1281.38	743.52	1266.70	747.80	3.1217	2.9907
855188116590	1281.80	746.88	1270.85	748.56	3.1244	2.9932
855188124923	1283.25	746.80	1274.58	743.11	3.1167	2.9878
855188133256	1287.69	750.34	1275.45	747.90	3.1239	2.9938
855188141589	1285.68	746.64	1279.07	750.41	3.1236	2.9921
855188149922	1290.35	745.68	1277.55	747.31	3.1342	3.0018
855188158255	1293.07	739.70	1275.73	759.57	3.1429	2.9957
855188166589	1294.87	734.66	1274.07	763.00	3.1401	2.9979
855188174928	1297.20	728.09	1275.34	768.17	3.1485	3.0019
855188183262	1294.11	718.93	1272.13	765.05	3.1454	2.9983
855188191595	1293.50	717.40	1274.92	768.46	3.1649	3.0062
855188199928	1297.69	705.00	1273.03	769.65	3.1625	3.0042
855188208261	1295.36	714.37	1277.03	764.78	3.1766	3.0021
855188216595	1292.96	715.91	1269.02	762.76	3.1862	3.0120
855188224927	1295.83	720.75	1275.51	766.63	3.1801	3.0135
855188233260	1296.51	716.88	1268.18	763.85	3.1968	3.0185
855188241594	1295.13	714.09	1269.46	760.47	3.1992	3.0223
855188249927	1290.57	712.68	1268.89	759.55	3.1978	3.0195
855188258260	1294.71	719.75	1272.71	763.88	3.2053	3.0228
855188266594	1302.35	720.92	1268.63	760.02	3.1996	3.0341
855188274927	1301.03	737.94	1271.24	757.60	3.2150	3.0474
855188283260	1296.53	741.74	1269.35	753.49	3.2123	3.0463
855188291594	1295.54	745.12	1266.37	759.64	3.2232	3.0473
855188299927	1293.49	741.95	1267.49	752.92	3.2224	3.0567
855188308263	1291.09	743.17	1265.53	753.82	3.2270	3.0601
855188316597	1295.11	740.65	1269.49	754.88	3.2200	3.0562
855188324930	1297.44	741.51	1266.06	745.92	3.2242	3.0664
855188333263	1299.60	737.67	1267.95	751.73	3.2379	3.0671
855188341597	1295.11	725.68	1265.29	753.09	3.2459	3.0705
855188349930	1295.86	723.48	1261.94	747.14	3.2395	3.0619
855188358263	1294.83	719.50	1266.92	753.45	3.2424	3.0554
855188366597	1290.72	715.38	1266.29	754.24	3.2617	3.0702
855188374930	1287.40	718.24	1263.39	752.27	3.2553	3.0680
855188383262	1286.81	721.07	1262.60	754.89	3.2530	3.0757
855188391596	1293.99	721.51	1265.19	756.90	3.2568	3.0751
855188399929	1282.73	734.15	1265.46	756.20	3.2651	3.0905
855188408262	1283.62	723.16	1268.61	748.36	3.2556	3.0663
855188416596	1281.71	719.17	1268.44	754.26	3.2595	3.0710
855188424929	1276.61	718.52	1268.91	750.25	3.2614	3.0821
855188433262	1294.56	723.72	1265.36	737.95	3.2553	3.0827
855188441601	1260.57	756.33	1237.12	758.44	3.2618	3.0908
855188449934	1223.54	791.73	1195.22	760.04	3.2453	3.1005
855188458267	1190.24	745.60	1213.08	765.76	3.2260	3.0823
855188466600	1183.25	740.79	1209.96	766.66	3.2248	3.0805
855188474933	1186.33	740.16	1208.73	764.46	3.2013	3.0826
855188483266	1184.57	745.31	1208.35	762.94	3.2069	3.0701
855188491600	1193.93	750.85	1215.76	761.52	3.1852	3.0540
855188499933	1198.42	758.46	1213.94	760.53	3.1788	3.0594
855188508266	1194.91	755.12	1215.46	764.18	3.1630	3.0593
855188516599	1196.66	752.81	1219.91	764.31	3.1487	3.0462
855188524933	1192.15	750.91	1216.77	760.03	3.1345	3.0274
855188533266	1197.24	754.38	1218.89	757.15	3.1118	3.0187
855188541599	1202.68	759.89	1213.73	755.85	3.0895	3.0066
855188549932	1202.22	757.95	1212.72	763.22	3.0658	2.9878
855188558265	1199.38	748.78	1214.45	765.75	3.0565	2.9524
855188566604	1200.05	743.07	1210.90	760.88	3.0430	2.9575
855188574937	1195.75	750.11	1213.88	765.25	2.9999	2.9477
855188583270	1200.80	747.90	1207.04	760.33	2.9949	2.9257
