t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
854072941213	1172.04	758.25	1196.40	767.73	3.5289	3.3884
854072949546	1245.26	746.67	1224.34	764.51	3.5083	3.3960
854072957880	1270.97	803.80	1256.17	750.03	3.5531	3.3878
854072966213	1261.35	811.56	1226.21	753.70	3.5606	3.3737
854072974547	1256.51	809.82	1216.94	758.65	3.5633	3.3901
854072982880	1253.83	816.39	1213.35	755.98	3.5580	3.3840
854072991218	1239.61	817.06	1222.77	770.77	3.5589	3.4111
854072999543	1266.54	820.26	1222.72	772.08	3.5544	3.4063
854073007884	NaN	NaN	1227.20	750.91	NaN	3.3930
854073016217	1253.49	813.97	1226.92	768.16	3.5737	3.4076
854073024550	1250.09	802.72	1229.04	766.11	3.5696	3.4022
854073032884	1250.26	799.12	1233.15	744.90	3.5543	3.3866
854073041217	1247.12	790.45	1234.11	749.32	3.5611	3.3971
854073049551	1249.17	807.13	1238.05	752.03	3.5715	3.4013
854073057884	1259.47	790.21	1240.20	760.62	3.5628	3.4043
854073066217	1245.13	789.35	1242.01	743.47	3.5617	3.3890
854073074550	1255.60	787.92	1244.06	745.85	3.5641	3.3942
854073082883	1250.51	782.80	1244.60	743.70	3.5711	3.3986
854073091216	1248.10	786.90	1250.26	745.03	3.5791	3.3965
854073099549	1266.44	789.34	1257.73	744.39	3.5885	3.4086
854073107883	1272.84	754.53	1241.29	742.11	3.5835	3.3958
854073116219	1292.98	742.22	1246.97	740.88	3.5815	3.3991
854073124552	1298.62	754.22	1249.15	737.91	3.5906	3.4069
854073132877	1293.26	745.85	1249.75	729.85	3.5904	3.4068
854073141211	1295.30	742.91	1236.30	737.34	3.5959	3.4074
854073149544	1296.47	744.19	1247.27	741.26	3.5914	3.4162
854073157877	1293.08	741.78	1243.88	733.35	3.5898	3.4124
854073166211	1292.69	743.49	1253.56	736.15	3.5966	3.4112
854073174544	1289.59	747.42	1251.96	742.45	3.6003	3.4176
854073182877	1290.93	743.16	1255.25	736.52	3.6017	3.4171
854073191210	1286.68	754.67	1252.35	738.59	3.6061	3.4177
854073199543	1287.29	755.98	1249.18	739.60	3.6036	3.4184
854073207876	1288.69	748.88	1249.96	744.54	3.6140	3.4229
854073216210	1282.79	748.94	1246.28	746.71	3.6087	3.4290
854073224543	1281.50	748.62	1249.44	744.39	3.6082	3.4346
854073232875	1280.95	749.09	1249.38	748.71	3.6142	3.4293
854073241209	1282.07	749.70	1248.74	747.72	3.6062	3.4321
854073249548	1281.37	749.50	1245.41	749.67	3.6159	3.4370
854073257881	1281.67	751.73	1246.07	745.90	3.6143	3.4288
854073266214	1277.92	752.81	1243.54	748.79	3.6192	3.4411
854073274548	1277.82	746.84	1249.50	749.07	3.6183	3.4403
854073282881	1276.20	753.29	1248.63	745.61	3.6246	3.4417
854073291215	1278.09	748.16	1251.88	747.78	3.6273	3.4324
854073299548	1278.49	749.14	1250.46	748.41	3.6292	3.4403
854073307880	1278.76	750.87	1246.83	742.90	3.6274	3.4429
854073316213	1275.19	753.86	1248.81	738.30	3.6375	3.4471
854073324547	1273.34	750.76	1249.00	742.36	3.6301	3.4460
854073332880	1276.05	749.15	1251.26	741.68	3.6358	3.4445
854073341213	1272.05	747.70	1249.82	739.45	3.6448	3.4575
854073349547	1277.06	753.74	1243.92	746.71	3.6370	3.4595
854073357880	1272.76	751.06	1249.15	744.19	3.6480	3.4538
854073366213	1271.45	754.41	1245.33	747.98	3.6440	3.4662
854073374547	1270.75	752.09	1243.74	748.15	3.6555	3.4647
854073382883	1267.97	745.68	1244.31	749.74	3.6559	3.4678
854073391216	1276.86	748.49	1239.03	753.23	3.6586	3.4715
854073399550	1269.47	751.17	1234.58	754.28	3.6691	3.4761
854073407892	1280.20	743.58	1232.95	752.16	3.6678	3.4818
854073416216	1279.60	745.29	1237.06	749.09	3.6653	3.4864
854073424550	1278.46	749.58	1226.71	752.81	3.6695	3.4878
854073432883	1275.73	746.76	1227.60	737.62	3.6781	3.4873
854073441216	1278.31	751.63	1232.34	735.58	3.6770	3.4869
854073449550	1275.48	748.67	1227.32	743.15	3.6819	3.4901
854073457882	1272.89	750.51	1231.66	735.20	3.6800	3.4940
