t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
853944846806	1028.46	711.88	1026.79	716.27	3.2520	3.1346
853944855140	1029.38	711.53	1029.50	719.76	3.2636	3.1393
853944863473	1057.29	706.27	1023.65	710.83	3.2569	3.1332
853944871805	1109.78	709.97	1083.84	713.64	3.2729	3.1692
853944880138	1211.45	731.39	1177.87	699.01	3.2939	3.1626
853944888472	1263.54	724.95	1234.09	697.04	3.2851	3.1421
853944896805	1271.06	735.50	1236.51	705.84	3.2840	3.1347
853944905138	1262.77	713.92	1236.35	710.81	3.2834	3.1354
853944913472	1281.90	698.70	1244.67	704.88	3.2889	3.1336
853944921805	1270.62	706.12	1245.16	705.21	3.2880	3.1412
853944930142	1274.34	721.84	1245.06	707.25	3.2859	3.1457
853944938476	1272.21	730.62	1243.02	706.74	3.2952	3.1347
853944946809	1268.44	731.68	1243.79	707.99	3.2831	3.1443
853944955142	1279.93	726.64	1242.47	708.11	3.2909	3.1439
853944963476	1282.41	716.61	1238.07	707.31	3.2966	3.1475
853944971809	1279.09	714.62	1237.54	709.55	3.3009	3.1412
853944980142	1288.22	712.47	1241.02	709.25	3.3080	3.1571
853944988476	1298.18	713.95	1234.94	713.00	3.2913	3.1582
853944996809	1288.83	715.13	1237.72	711.59	3.3129	3.1620
853945005142	1260.41	703.60	1238.16	706.50	3.3046	3.1535
853945013475	1250.70	720.31	1235.08	708.54	3.3106	3.1577
853945021808	1262.55	725.21	1237.38	715.62	3.3117	3.1631
853945030141	1260.56	719.77	1238.11	722.57	3.3246	3.1765
853945038475	1283.96	734.96	1241.76	726.30	3.3178	3.1779
853945046808	1286.00	715.66	1241.75	728.31	3.3350	3.1916
853945055141	1284.22	736.55	1244.40	718.00	3.3272	3.2043
853945063478	NaN	NaN	1229.99	920.44	NaN	2.9051
853945071811	NaN	NaN	NaN	NaN	NaN	NaN
853945080144	NaN	NaN	NaN	NaN	NaN	NaN
853945088485	NaN	NaN	NaN	NaN	NaN	NaN
853945096818	NaN	NaN	NaN	NaN	NaN	NaN
853945105152	NaN	NaN	NaN	NaN	NaN	NaN
853945113485	NaN	NaN	NaN	NaN	NaN	NaN
853945121819	NaN	NaN	NaN	NaN	NaN	NaN
853945130152	NaN	NaN	NaN	NaN	NaN	NaN
853945138485	NaN	NaN	NaN	NaN	NaN	NaN
853945146818	NaN	NaN	NaN	NaN	NaN	NaN
853945155152	NaN	NaN	NaN	NaN	NaN	NaN
853945163484	NaN	NaN	NaN	NaN	NaN	NaN
853945171817	NaN	NaN	NaN	NaN	NaN	NaN
853945180151	NaN	NaN	NaN	NaN	NaN	NaN
853945188490	NaN	NaN	NaN	NaN	NaN	NaN
853945196823	NaN	NaN	NaN	NaN	NaN	NaN
853945205157	NaN	NaN	NaN	NaN	NaN	NaN
853945213490	NaN	NaN	NaN	NaN	NaN	NaN
853945221823	NaN	NaN	NaN	NaN	NaN	NaN
853945230157	NaN	NaN	NaN	NaN	NaN	NaN
853945238489	NaN	NaN	NaN	NaN	NaN	NaN
853945246822	NaN	NaN	NaN	NaN	NaN	NaN
853945255156	NaN	NaN	NaN	NaN	NaN	NaN
853945263489	NaN	NaN	NaN	NaN	NaN	NaN
853945271822	NaN	NaN	NaN	NaN	NaN	NaN
853945280156	NaN	NaN	NaN	NaN	NaN	NaN
853945288489	NaN	NaN	NaN	NaN	NaN	NaN
853945296822	NaN	NaN	NaN	NaN	NaN	NaN
853945305156	NaN	NaN	NaN	NaN	NaN	NaN
853945313488	NaN	NaN	NaN	NaN	NaN	NaN
853945321827	NaN	NaN	NaN	NaN	NaN	NaN
853945330161	NaN	NaN	NaN	NaN	NaN	NaN
853945338495	NaN	NaN	NaN	NaN	NaN	NaN
853945346827	NaN	NaN	NaN	NaN	NaN	NaN
853945355161	NaN	NaN	NaN	NaN	NaN	NaN
853945363494	NaN	NaN	NaN	NaN	NaN	NaN
853945371828	NaN	NaN	NaN	NaN	NaN	NaN
853945380162	NaN	NaN	NaN	NaN	NaN	NaN
853945388494	NaN	NaN	NaN	NaN	NaN	NaN
853945396827	NaN	NaN	NaN	NaN	NaN	NaN
853945405161	NaN	NaN	NaN	NaN	NaN	NaN
853945413494	NaN	NaN	NaN	NaN	NaN	NaN
853945421827	NaN	NaN	NaN	NaN	NaN	NaN
853945430161	NaN	NaN	NaN	NaN	NaN	NaN
853945438494	NaN	NaN	NaN	NaN	NaN	NaN
853945446827	NaN	NaN	NaN	NaN	NaN	NaN
853945455164	NaN	NaN	NaN	NaN	NaN	NaN
853945463496	NaN	NaN	NaN	NaN	NaN	NaN
853945471829	NaN	NaN	NaN	NaN	NaN	NaN
853945480163	NaN	NaN	NaN	NaN	NaN	NaN
853945488496	NaN	NaN	NaN	NaN	NaN	NaN
853945496829	NaN	NaN	NaN	NaN	NaN	NaN
853945505163	NaN	NaN	NaN	NaN	NaN	NaN
853945513496	NaN	NaN	NaN	NaN	NaN	NaN
853945521829	NaN	NaN	NaN	NaN	NaN	NaN
853945530163	NaN	NaN	NaN	NaN	NaN	NaN
853945538495	NaN	NaN	NaN	NaN	NaN	NaN
853945546828	NaN	NaN	NaN	NaN	NaN	NaN
853945555161	NaN	NaN	NaN	NaN	NaN	NaN
853945563495	NaN	NaN	NaN	NaN	NaN	NaN
853945571828	NaN	NaN	NaN	NaN	NaN	NaN
853945580164	NaN	NaN	NaN	NaN	NaN	NaN
853945588500	NaN	NaN	NaN	NaN	NaN	NaN
853945596833	NaN	NaN	NaN	NaN	NaN	NaN
853945605166	NaN	NaN	NaN	NaN	NaN	NaN
853945613499	NaN	NaN	NaN	NaN	NaN	NaN
853945621784	NaN	NaN	NaN	NaN	NaN	NaN
853945630069	NaN	NaN	NaN	NaN	NaN	NaN
853945638354	NaN	NaN	NaN	NaN	NaN	NaN
853945646687	NaN	NaN	NaN	NaN	NaN	NaN
853945655021	NaN	NaN	NaN	NaN	NaN	NaN
853945663354	NaN	NaN	NaN	NaN	NaN	NaN
853945671721	NaN	NaN	NaN	NaN	NaN	NaN
853945680088	NaN	NaN	NaN	NaN	NaN	NaN
853945688454	NaN	NaN	NaN	NaN	NaN	NaN
853945696823	NaN	NaN	NaN	NaN	NaN	NaN
853945705156	NaN	NaN	NaN	NaN	NaN	NaN
853945713494	NaN	NaN	NaN	NaN	NaN	NaN
853945721827	NaN	NaN	NaN	NaN	NaN	NaN
853945730161	NaN	NaN	NaN	NaN	NaN	NaN
853945738494	NaN	NaN	NaN	NaN	NaN	NaN
853945746828	NaN	NaN	NaN	NaN	NaN	NaN
853945755162	NaN	NaN	NaN	NaN	NaN	NaN
853945763494	NaN	NaN	NaN	NaN	NaN	NaN
853945771828	NaN	NaN	NaN	NaN	NaN	NaN
853945780161	NaN	NaN	NaN	NaN	NaN	NaN
853945788494	NaN	NaN	NaN	NaN	NaN	NaN
853945796827	NaN	NaN	NaN	NaN	NaN	NaN
853945805161	NaN	NaN	NaN	NaN	NaN	NaN
853945813494	NaN	NaN	NaN	NaN	NaN	NaN
853945821827	NaN	NaN	NaN	NaN	NaN	NaN
853945830161	NaN	NaN	NaN	NaN	NaN	NaN
853945838493	NaN	NaN	NaN	NaN	NaN	NaN
853945846831	NaN	NaN	NaN	NaN	NaN	NaN
853945855165	NaN	NaN	NaN	NaN	NaN	NaN
853945863498	NaN	NaN	NaN	NaN	NaN	NaN
853945871831	NaN	NaN	NaN	NaN	NaN	NaN
853945880165	NaN	NaN	NaN	NaN	NaN	NaN
853945888498	NaN	NaN	NaN	NaN	NaN	NaN
853945896831	NaN	NaN	NaN	NaN	NaN	NaN
853945905165	NaN	NaN	NaN	NaN	NaN	NaN
853945913497	NaN	NaN	NaN	NaN	NaN	NaN
853945921830	NaN	NaN	NaN	NaN	NaN	NaN
853945930164	NaN	NaN	NaN	NaN	NaN	NaN
853945938497	NaN	NaN	NaN	NaN	NaN	NaN
853945946830	NaN	NaN	NaN	NaN	NaN	NaN
853945955164	NaN	NaN	NaN	NaN	NaN	NaN
853945963497	NaN	NaN	NaN	NaN	NaN	NaN
853945971831	NaN	NaN	NaN	NaN	NaN	NaN
853945980168	NaN	NaN	NaN	NaN	NaN	NaN
853945988500	NaN	NaN	NaN	NaN	NaN	NaN
853945996833	NaN	NaN	NaN	NaN	NaN	NaN
853946005167	NaN	NaN	NaN	NaN	NaN	NaN
853946013500	NaN	NaN	NaN	NaN	NaN	NaN
853946021833	NaN	NaN	NaN	NaN	NaN	NaN
853946030167	NaN	NaN	NaN	NaN	NaN	NaN
853946038500	NaN	NaN	NaN	NaN	NaN	NaN
853946046833	NaN	NaN	NaN	NaN	NaN	NaN
853946055167	NaN	NaN	NaN	NaN	NaN	NaN
