Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-007_task-EyeTracking_physio	1	-1685.219	198.157	1883.376	1275.830	718.540	0.181	0.154	0.513	1.053
sub-007_task-EyeTracking_physio	1	223.156	339.826	116.670	1140.642	694.410	0.077	0.015	0.112	0.204
sub-007_task-EyeTracking_physio	1	373.158	906.503	533.345	1255.052	844.197	0.093	0.023	0.226	0.283
sub-007_task-EyeTracking_physio	1	923.169	1164.841	241.672	1311.950	880.315	0.164	0.033	0.162	0.457
sub-007_task-EyeTracking_physio	1	1198.173	1606.515	408.342	1163.200	866.290	0.096	0.027	0.238	0.265
sub-007_task-EyeTracking_physio	1	1656.519	1823.189	166.670	1149.515	556.110	0.077	0.011	0.127	0.158
sub-007_task-EyeTracking_physio	1	1839.855	2339.866	500.011	1123.505	526.663	0.086	0.016	0.210	0.253
sub-007_task-EyeTracking_physio	1	2373.199	2556.540	183.341	1162.348	562.675	0.075	0.013	0.199	0.205
sub-007_task-EyeTracking_physio	1	2589.873	2839.877	250.004	1058.557	873.987	0.151	0.049	0.242	0.509
sub-007_task-EyeTracking_physio	1	2873.210	2998.211	125.001	1360.040	886.290	0.159	0.053	0.387	0.292
sub-007_task-EyeTracking_physio	2	-849.571	-691.235	158.336	1287.280	733.670	0.141	0.039	0.184	0.470
sub-007_task-EyeTracking_physio	2	-674.569	292.122	966.691	1274.037	716.957	0.156	0.051	0.387	0.547
sub-007_task-EyeTracking_physio	2	317.121	483.791	166.670	1242.882	695.987	0.117	0.032	0.196	0.341
sub-007_task-EyeTracking_physio	2	517.124	658.794	141.670	1066.635	727.800	0.119	0.031	0.099	0.502
sub-007_task-EyeTracking_physio	2	675.459	983.805	308.346	1094.370	624.585	0.088	0.018	0.202	0.256
sub-007_task-EyeTracking_physio	2	1025.471	1375.478	350.007	1499.312	663.085	0.081	0.042	0.479	0.302
sub-007_task-EyeTracking_physio	2	1400.478	1625.486	225.008	1445.655	529.390	0.070	0.018	0.169	0.267
sub-007_task-EyeTracking_physio	2	1658.819	1900.493	241.674	1353.510	843.285	0.293	0.070	0.217	0.797
sub-007_task-EyeTracking_physio	2	1925.493	2225.497	300.004	1425.868	915.217	0.155	0.035	0.199	0.511
sub-007_task-EyeTracking_physio	2	2233.830	2417.172	183.342	1440.985	917.325	0.197	0.061	0.282	0.553
sub-007_task-EyeTracking_physio	2	2442.172	2592.173	150.001	1371.033	826.223	0.143	0.023	0.142	0.324
sub-007_task-EyeTracking_physio	2	2625.506	2908.843	283.337	1249.702	696.210	0.062	0.016	0.169	0.185
sub-007_task-EyeTracking_physio	3	-453.183	346.836	800.019	1274.868	690.425	0.088	0.037	0.369	0.272
sub-007_task-EyeTracking_physio	3	371.842	830.180	458.338	1150.620	733.835	0.137	0.042	0.272	0.610
sub-007_task-EyeTracking_physio	3	855.180	1380.192	525.012	1150.045	686.050	0.074	0.012	0.135	0.253
sub-007_task-EyeTracking_physio	3	1413.528	1721.867	308.339	1363.375	710.530	0.086	0.016	0.200	0.192
sub-007_task-EyeTracking_physio	3	1746.867	1930.205	183.338	1428.590	708.625	0.091	0.018	0.191	0.250
sub-007_task-EyeTracking_physio	3	1963.538	2196.879	233.341	1163.423	790.557	0.150	0.038	0.234	0.350
sub-007_task-EyeTracking_physio	3	2213.545	2680.219	466.674	1146.735	748.820	0.154	0.041	0.255	0.626
sub-007_task-EyeTracking_physio	3	2721.890	3005.229	283.339	1452.653	725.940	0.131	0.037	0.335	0.294
sub-007_task-EyeTracking_physio	4	-799.883	-616.548	183.335	1290.885	708.745	0.130	0.030	0.232	0.317
sub-007_task-EyeTracking_physio	4	-591.549	-133.200	458.349	1265.375	698.750	0.091	0.017	0.157	0.270
sub-007_task-EyeTracking_physio	4	-116.534	366.809	483.343	1281.950	701.872	0.134	0.031	0.189	0.439
sub-007_task-EyeTracking_physio	4	408.475	841.815	433.340	1048.342	685.115	0.113	0.045	0.396	0.476
sub-007_task-EyeTracking_physio	4	875.148	983.484	108.336	1330.810	732.925	0.070	0.011	0.097	0.175
sub-007_task-EyeTracking_physio	4	1008.484	1500.163	491.679	1450.820	754.660	0.097	0.021	0.214	0.313
sub-007_task-EyeTracking_physio	4	1516.830	1766.835	250.005	1397.655	738.705	0.086	0.014	0.200	0.148
sub-007_task-EyeTracking_physio	4	1783.501	1958.508	175.007	1429.790	717.500	0.106	0.025	0.206	0.280
sub-007_task-EyeTracking_physio	4	1991.841	2283.514	291.673	1313.815	624.355	0.067	0.010	0.176	0.171
sub-007_task-EyeTracking_physio	4	2316.847	2775.190	458.343	1027.210	669.615	0.087	0.013	0.205	0.221
sub-007_task-EyeTracking_physio	4	2825.189	3000.199	175.010	1429.425	743.090	0.319	0.404	2.174	0.620
sub-007_task-EyeTracking_physio	5	-2439.372	-2314.368	125.004	1277.305	742.785	0.129	0.170	0.355	1.038
sub-007_task-EyeTracking_physio	5	-2289.369	235.690	2525.059	1285.775	702.615	0.096	0.078	0.388	0.623
sub-007_task-EyeTracking_physio	5	269.023	644.032	375.009	1249.595	710.080	0.116	0.028	0.199	0.517
sub-007_task-EyeTracking_physio	5	677.364	1677.387	1000.023	1256.830	687.892	0.079	0.046	0.506	0.294
sub-007_task-EyeTracking_physio	5	1760.720	2035.726	275.006	1262.125	681.090	0.053	0.009	0.130	0.129
sub-007_task-EyeTracking_physio	5	2060.730	2594.074	533.344	1251.245	679.145	0.082	0.018	0.182	0.270
sub-007_task-EyeTracking_physio	5	2619.074	2977.416	358.342	1271.875	684.400	0.090	0.014	0.157	0.249
sub-007_task-EyeTracking_physio	6	-803.708	-662.039	141.669	1276.205	695.480	0.132	0.019	0.104	0.267
sub-007_task-EyeTracking_physio	6	-645.370	429.655	1075.025	1284.380	710.385	0.139	0.061	0.410	0.646
sub-007_task-EyeTracking_physio	6	454.656	879.659	425.003	1399.165	754.755	0.134	0.043	0.259	0.588
sub-007_task-EyeTracking_physio	6	1496.346	2046.358	550.012	1261.110	746.265	0.108	0.054	0.249	0.750
sub-007_task-EyeTracking_physio	6	2071.358	2396.368	325.010	1382.660	704.110	0.077	0.020	0.152	0.260
sub-007_task-EyeTracking_physio	6	2421.368	2804.710	383.342	1386.308	681.082	0.077	0.018	0.216	0.226
sub-007_task-EyeTracking_physio	6	2838.042	3004.713	166.671	1208.190	739.735	0.110	0.037	0.256	0.391
sub-007_task-EyeTracking_physio	7	-334.383	382.298	716.681	1279.918	710.965	0.096	0.053	0.384	0.393
sub-007_task-EyeTracking_physio	7	398.965	840.643	441.678	1234.535	789.550	0.143	0.048	0.266	0.493
sub-007_task-EyeTracking_physio	7	873.976	1107.319	233.343	1160.948	872.120	0.140	0.038	0.325	0.365
sub-007_task-EyeTracking_physio	7	1132.320	1298.988	166.668	1254.368	785.195	0.205	0.065	0.242	0.526
sub-007_task-EyeTracking_physio	7	1315.655	2249.008	933.353	1262.580	748.508	0.162	0.064	0.336	0.786
