Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-106_task-EyeTracking_physio	1	-1934.089	-1675.749	258.340	1293.540	736.140	0.108	0.026	0.230	0.234
sub-106_task-EyeTracking_physio	1	-1167.405	-1009.068	158.337	1309.295	798.885	0.247	0.124	0.275	0.984
sub-106_task-EyeTracking_physio	1	-992.397	365.965	1358.362	1287.125	724.680	0.188	0.296	0.829	1.200
sub-106_task-EyeTracking_physio	1	390.965	532.634	141.669	1313.620	718.080	0.205	0.094	0.324	0.808
sub-106_task-EyeTracking_physio	1	557.633	890.977	333.344	977.520	562.653	0.136	0.082	0.376	0.592
sub-106_task-EyeTracking_physio	1	907.643	1207.647	300.004	941.888	540.523	0.193	0.115	0.421	0.947
sub-106_task-EyeTracking_physio	1	1249.314	1474.321	225.007	1024.665	898.000	0.116	0.036	0.298	0.329
sub-106_task-EyeTracking_physio	1	1490.991	1665.993	175.002	1185.770	941.270	0.116	0.044	0.364	0.271
sub-106_task-EyeTracking_physio	1	1699.326	1907.665	208.339	1325.695	916.595	0.142	0.036	0.421	0.199
sub-106_task-EyeTracking_physio	1	1932.665	2182.668	250.003	1432.940	821.332	0.159	0.054	0.454	0.338
sub-106_task-EyeTracking_physio	1	2224.334	2566.013	341.679	1537.565	713.660	0.136	0.034	0.199	0.441
sub-106_task-EyeTracking_physio	1	2591.012	2791.015	200.003	1491.582	630.753	0.120	0.022	0.144	0.228
sub-106_task-EyeTracking_physio	1	2841.019	3024.355	183.336	1135.835	533.277	0.162	0.044	0.214	0.485
sub-106_task-EyeTracking_physio	2	-762.296	62.720	825.016	1298.395	700.005	0.108	0.024	0.224	0.369
sub-106_task-EyeTracking_physio	2	79.387	329.391	250.004	1286.670	652.298	0.126	0.049	0.308	0.372
sub-106_task-EyeTracking_physio	2	346.058	504.395	158.337	1203.280	609.025	0.210	0.097	0.309	0.686
sub-106_task-EyeTracking_physio	2	537.728	762.734	225.006	994.595	729.460	0.222	0.067	0.239	0.711
sub-106_task-EyeTracking_physio	2	796.066	979.406	183.340	963.113	868.930	0.124	0.035	0.278	0.227
sub-106_task-EyeTracking_physio	2	1012.740	1279.412	266.672	1306.300	884.673	0.227	0.079	0.762	0.412
sub-106_task-EyeTracking_physio	2	1312.745	1512.751	200.006	1378.382	803.245	0.140	0.045	0.366	0.359
sub-106_task-EyeTracking_physio	2	1537.750	1779.423	241.673	1425.665	701.775	0.153	0.061	0.382	0.437
