Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-030_task-EyeTracking_physio	1	-21384.076	-21067.401	316.675	1308.715	761.938	0.123	0.051	0.216	0.577
sub-030_task-EyeTracking_physio	1	-20875.743	-20484.060	391.683	1286.190	814.175	0.147	0.081	0.344	0.752
sub-030_task-EyeTracking_physio	1	-20442.394	-20242.386	200.008	1508.755	1194.215	0.151	0.078	0.302	0.501
sub-030_task-EyeTracking_physio	1	-20017.376	-19692.383	324.993	1293.925	744.230	0.132	0.057	0.369	0.364
sub-030_task-EyeTracking_physio	1	-19675.715	-19442.376	233.339	1302.682	758.688	0.097	0.032	0.207	0.351
sub-030_task-EyeTracking_physio	1	-19392.369	-19284.041	108.328	1799.850	1377.160	0.289	0.155	0.493	0.726
sub-030_task-EyeTracking_physio	1	-18642.358	-18542.346	100.012	1249.688	864.838	0.680	3.044	2.348	2.346
sub-030_task-EyeTracking_physio	1	-18509.021	-18200.671	308.350	1313.150	747.625	0.162	0.149	0.302	1.364
sub-030_task-EyeTracking_physio	1	-18167.339	-17942.335	225.004	1832.935	1118.680	0.161	0.106	0.441	0.569
sub-030_task-EyeTracking_physio	1	-17892.332	-17750.670	141.662	3087.670	1694.270	2.358	4.271	11.364	2.454
sub-030_task-EyeTracking_physio	1	-17734.003	-17550.671	183.332	3275.825	1680.915	0.282	0.217	0.917	0.555
sub-030_task-EyeTracking_physio	1	-17533.998	-17300.661	233.337	3305.695	1748.015	0.278	0.243	0.715	0.969
sub-030_task-EyeTracking_physio	1	-16117.296	-15975.633	141.663	3274.420	1758.240	3.654	4.071	6.344	1.378
sub-030_task-EyeTracking_physio	1	-15958.961	-15842.294	116.667	3288.640	1777.840	0.315	0.268	0.556	1.348
sub-030_task-EyeTracking_physio	1	-15375.616	-15125.609	250.007	3281.220	1740.735	0.623	0.831	1.036	1.754
sub-030_task-EyeTracking_physio	1	-14758.936	-14583.932	175.004	3254.560	1757.570	0.409	0.269	0.631	1.158
sub-030_task-EyeTracking_physio	1	-14567.266	-14067.255	500.011	3290.075	1739.810	0.401	0.469	1.338	1.152
sub-030_task-EyeTracking_physio	1	-13342.238	-12975.567	366.671	1288.087	905.150	0.943	2.131	2.399	2.764
sub-030_task-EyeTracking_physio	1	-12942.229	-12592.226	350.003	1275.685	854.935	1.408	5.425	4.022	4.039
sub-030_task-EyeTracking_physio	1	-12558.889	-11783.876	775.013	1280.670	724.515	0.263	0.207	0.309	1.737
sub-030_task-EyeTracking_physio	1	-11558.870	-11258.866	300.004	1303.767	737.338	0.229	0.224	0.255	2.133
sub-030_task-EyeTracking_physio	1	-11175.529	-10950.524	225.005	3111.425	1732.780	3.179	7.462	7.972	3.682
sub-030_task-EyeTracking_physio	1	-10375.511	-10117.172	258.339	3284.460	1730.460	0.208	0.141	0.622	0.500
sub-030_task-EyeTracking_physio	1	-7292.108	-7142.097	150.011	1291.868	734.295	0.291	0.125	0.286	1.011
sub-030_task-EyeTracking_physio	1	-6900.431	-6550.419	350.012	1275.638	796.745	0.526	2.242	1.768	4.414
sub-030_task-EyeTracking_physio	1	-6542.087	-6250.411	291.676	1274.845	710.685	0.233	0.170	0.260	1.255
sub-030_task-EyeTracking_physio	1	-5642.066	-4958.723	683.343	1265.575	759.500	0.320	0.277	0.353	2.618
sub-030_task-EyeTracking_physio	1	-4583.721	-4250.368	333.353	1269.180	745.665	0.316	0.227	0.323	2.009
sub-030_task-EyeTracking_physio	1	-2025.321	-1433.645	591.676	1278.110	776.350	0.152	0.079	0.262	0.885
sub-030_task-EyeTracking_physio	1	-1175.307	-866.963	308.344	1278.405	699.415	0.209	0.090	0.242	0.934
sub-030_task-EyeTracking_physio	1	-241.949	699.735	941.684	1289.480	751.935	0.190	0.105	0.310	1.048
sub-030_task-EyeTracking_physio	1	716.402	2891.433	2175.031	1316.525	764.710	0.167	0.067	0.386	0.840
