t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
1500842197260	1284.84	688.51	1255.62	684.70	3.1840	3.1452
1500842205594	1275.03	682.26	1251.32	689.26	3.1736	3.1549
1500842213924	1281.09	682.30	1259.11	692.16	3.1913	3.1542
1500842222258	1280.28	683.12	1255.05	690.20	3.1862	3.1499
1500842230591	1273.99	685.08	1259.29	689.92	3.1887	3.1673
1500842238924	1277.78	685.76	1256.32	689.91	3.2369	3.1658
1500842247258	1276.66	703.21	1262.03	690.52	3.2786	3.1662
1500842255591	1275.24	672.57	1257.89	692.49	3.2079	3.1863
1500842263924	1275.72	675.24	1256.28	688.66	3.2225	3.1683
1500842272257	1277.11	672.76	1253.92	689.64	3.2303	3.1628
1500842280592	1276.79	702.43	1255.67	689.04	3.2908	3.1832
1500842288926	1275.85	702.53	1257.54	690.88	3.2970	3.1789
1500842297259	1279.15	704.20	1256.44	690.14	3.2932	3.1807
1500842305593	1276.69	703.78	1259.92	691.71	3.2979	3.1934
1500842313926	1276.75	679.35	1260.97	689.21	3.2575	3.1842
1500842322259	1275.18	706.53	1263.38	685.01	3.3095	3.1830
1500842330592	1274.59	707.71	1256.35	686.55	3.3056	3.1919
1500842338924	1276.93	713.09	1252.43	685.25	3.3439	3.1778
1500842347258	1280.82	720.48	1257.84	686.11	3.3503	3.1850
1500842355591	1282.49	725.98	1259.38	685.34	3.3534	3.1777
1500842363924	1272.28	720.30	1261.15	693.61	3.3565	3.2064
1500842372258	1280.08	702.51	1253.85	685.38	3.3369	3.1947
1500842380591	1279.14	708.93	1258.08	687.49	3.3437	3.1900
1500842388925	1278.24	712.31	1253.54	695.31	3.3584	3.2203
1500842397258	1281.34	730.35	1251.26	693.51	3.4062	3.2111
1500842405591	1274.46	731.72	1259.61	689.98	3.4054	3.2055
1500842413924	1281.55	739.61	1257.10	684.29	3.4279	3.1926
1500842422259	1279.91	738.91	1255.86	688.69	3.4263	3.1960
1500842430592	1276.47	719.89	1249.83	687.97	3.3728	3.1985
1500842438926	1284.26	735.20	1263.83	692.56	3.4329	3.2092
1500842447259	1286.55	767.37	1257.41	685.64	3.4898	3.2028
1500842455597	1271.97	741.45	1260.76	690.36	3.4327	3.2167
1500842463930	1272.19	739.81	1255.28	685.14	3.4516	3.2155
1500842472264	1274.39	733.65	1252.91	686.23	3.4501	3.2120
1500842480597	1277.16	751.72	1247.97	687.21	3.5036	3.2210
1500842488927	1275.64	747.75	1252.84	683.76	3.4844	3.2193
1500842497261	1272.18	734.26	1252.99	694.68	3.4411	3.2351
1500842505594	1276.71	721.20	1247.47	696.40	3.4224	3.2274
1500842513928	1280.89	738.62	1254.64	696.04	3.4612	3.2411
1500842522261	1284.91	752.08	1248.11	702.89	3.5037	3.2373
1500842530594	1282.26	737.49	1249.84	702.09	3.4838	3.2550
1500842538928	1275.52	741.56	1255.11	700.09	3.4973	3.2498
1500842547261	1278.84	736.57	1250.74	700.59	3.4995	3.2532
1500842555594	1274.21	744.00	1261.51	700.24	3.5066	3.2456
1500842563927	1283.14	748.42	1252.88	689.61	3.5100	3.2480
1500842572259	1284.36	736.67	1258.34	695.16	3.5069	3.2608
1500842580593	1277.27	754.10	1260.15	682.59	3.5436	3.2813
1500842588930	1281.93	731.40	1261.73	688.88	3.5123	3.2724
1500842597264	1281.82	701.01	1262.68	684.08	3.4466	3.2694
1500842605597	1282.21	729.62	1258.79	687.79	3.5080	3.2811
1500842613930	1275.37	740.09	1261.93	688.20	3.5346	3.2820
1500842622264	1274.19	726.93	1263.43	693.15	3.4826	3.2976
1500842630597	1278.90	738.75	1261.20	701.54	3.4956	3.2593
1500842638930	1282.11	770.52	1259.23	707.96	3.5126	3.2319
1500842647263	1289.55	739.62	1261.74	731.03	3.4666	3.2455
1500842655596	1251.90	894.19	1255.44	792.72	3.3129	3.2419
1500842663930	NaN	NaN	1255.37	1142.82	NaN	3.2600
1500842672264	1149.61	1323.71	NaN	NaN	1.7541	NaN
1500842680596	NaN	NaN	NaN	NaN	NaN	NaN
1500842688930	NaN	NaN	NaN	NaN	NaN	NaN
1500842697264	NaN	NaN	NaN	NaN	NaN	NaN
1500842705598	NaN	NaN	NaN	NaN	NaN	NaN
1500842713931	NaN	NaN	NaN	NaN	NaN	NaN
1500842722269	NaN	NaN	NaN	NaN	NaN	NaN
1500842730603	NaN	NaN	NaN	NaN	NaN	NaN
1500842738936	NaN	NaN	NaN	NaN	NaN	NaN
1500842747269	NaN	NaN	NaN	NaN	NaN	NaN
1500842755603	NaN	NaN	NaN	NaN	NaN	NaN
1500842763937	NaN	NaN	NaN	NaN	NaN	NaN
1500842772270	NaN	NaN	NaN	NaN	NaN	NaN
1500842780603	NaN	NaN	NaN	NaN	NaN	NaN
1500842788935	NaN	NaN	NaN	NaN	NaN	NaN
1500842797269	NaN	NaN	NaN	NaN	NaN	NaN
1500842805602	NaN	NaN	1242.74	1261.17	NaN	3.2360
1500842813935	1170.81	1337.42	1245.49	916.30	1.9824	2.9173
1500842822269	NaN	NaN	1224.61	779.44	NaN	2.9414
1500842830600	NaN	NaN	1219.72	736.86	NaN	2.9673
1500842838933	1261.97	990.16	1242.69	783.25	3.0175	2.9275
1500842847267	1260.38	857.48	1239.01	779.23	2.9659	2.8938
1500842855604	1257.35	753.71	1236.31	793.87	2.9795	2.9330
1500842863936	1260.78	733.05	1236.97	773.38	2.9722	2.8911
1500842872270	1252.53	774.59	1235.04	774.95	2.9499	2.9082
1500842880605	1254.36	783.35	1233.24	793.88	2.9432	2.9700
1500842888938	1258.62	780.66	1236.55	755.19	2.9453	2.8876
1500842897272	1253.47	772.30	1238.22	758.44	2.9097	2.8920
1500842905605	1247.36	769.32	1232.53	751.49	2.9125	2.8840
1500842913938	1253.08	771.27	1233.45	746.65	2.9179	2.8630
1500842922272	1253.50	761.65	1239.55	766.58	2.9090	2.8864
1500842930605	1249.00	762.13	1238.16	764.17	2.9014	2.8573
1500842938937	1248.85	761.48	1231.15	748.98	2.8825	2.8313
1500842947270	1251.59	764.03	1235.62	760.58	2.8799	2.8627
1500842955604	1250.80	762.62	1235.03	751.92	2.8660	2.8695
1500842963937	1250.51	761.92	1241.02	758.44	2.8745	2.8627
1500842972270	1250.81	759.02	1237.12	747.84	2.8698	2.8052
1500842980608	1255.76	766.87	1237.60	749.75	2.8734	2.7992
1500842988941	1253.78	753.94	1240.32	749.48	2.8492	2.8053
1500842997275	1252.32	755.25	1243.56	756.24	2.8404	2.8107
1500843005608	1255.34	747.75	1233.67	757.04	2.8198	2.8081
1500843013940	1252.08	736.38	1229.13	755.08	2.8124	2.8078
1500843022274	1244.78	744.67	1221.35	750.64	2.8136	2.8201
1500843030607	1225.72	742.26	1202.40	749.67	2.8151	2.8396
1500843038940	1222.35	741.39	1198.64	742.71	2.8109	2.8221
1500843047273	1227.30	738.58	1199.93	745.67	2.8167	2.8439
1500843055607	1224.68	739.59	1201.87	743.57	2.8132	2.8150
1500843063940	1226.37	734.12	1203.91	741.49	2.8094	2.8194
1500843072271	1225.95	735.98	1205.62	733.22	2.8174	2.7986
1500843080606	1229.48	729.14	1204.75	733.66	2.8158	2.8054
1500843088939	1226.36	730.94	1193.58	734.03	2.8173	2.8112
1500843097273	1221.37	728.74	1199.68	733.16	2.8145	2.8149
1500843105606	1221.14	728.25	1203.52	742.39	2.8076	2.8100
1500843113945	1221.90	725.71	1203.11	746.47	2.7730	2.8032
1500843122278	1225.42	734.15	1205.65	752.72	2.7977	2.8136
1500843130611	1224.72	735.29	1204.02	746.18	2.8124	2.8028
1500843138945	1227.81	733.03	1203.90	751.16	2.7786	2.7943
1500843147278	1224.32	726.61	1201.30	743.73	2.7998	2.7761
1500843155611	1233.34	726.88	1194.55	735.78	2.7885	2.7761
1500843163944	1225.89	724.16	1194.70	735.74	2.7772	2.7748
1500843172278	1228.83	729.73	1197.99	735.51	2.7705	2.7781
1500843180611	1225.46	733.50	1201.47	743.09	2.7743	2.7672
1500843188944	1223.34	734.19	1203.49	738.50	2.7698	2.7683
1500843197277	1229.96	745.70	1203.95	731.46	2.7731	2.7659
1500843205610	1231.39	743.15	1204.13	740.81	2.7506	2.7532
1500843213944	1225.09	747.35	1199.52	727.95	2.7539	2.7579
1500843222278	1226.23	741.39	1207.82	729.02	2.7477	2.7226
1500843230611	1219.16	746.16	1208.29	730.95	2.7411	2.7254
1500843238943	1224.07	739.79	1202.19	723.63	2.7217	2.7266
1500843247281	1219.44	738.09	1205.93	729.78	2.7310	2.7378
1500843255615	1221.69	735.63	1203.54	740.70	2.7159	2.7276
1500843263948	1254.99	773.82	1220.74	787.86	2.6666	2.6994
1500843272281	1273.89	796.48	1240.62	803.37	2.6261	2.6320
1500843280614	1278.87	821.14	1257.76	834.72	2.6464	2.6591
1500843288948	1270.41	799.64	1252.60	837.12	2.5836	2.6582
1500843297279	1269.86	806.84	1258.19	825.51	2.5940	2.6040
1500843305615	1279.46	822.35	1257.05	825.09	2.6217	2.6098
1500843313947	1270.97	807.92	1253.97	830.29	2.5795	2.5788
1500843322280	1271.27	814.38	1246.93	840.75	2.5863	2.6088
1500843330613	1265.68	811.63	1245.59	824.25	2.5900	2.5767
1500843338947	1263.96	816.03	1246.17	830.71	2.5730	2.5767
1500843347280	1264.69	818.99	1244.21	834.98	2.6036	2.5796
