trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-9	sun_abcegrcyvvjrcyqh.jpg	342249.3711	342258.2080	342258.2395	342261.2374
-8	zsun_azsarwkorsusbsvt.jpg	342261.4450	342269.0880	342269.1107	342272.1095
-7	sun_alnurdgpqodhpawt.jpg	342272.3194	342273.5521	342273.5979	342276.5955
-6	zsun_aznghcvrwwxvpmki.jpg	342276.8041	342277.4066	342277.4771	342280.4758
-5	zsun_azygosgrjwvkyftq.jpg	342280.6878	342281.6342	342281.6548	342284.6530
-4	sun_agtnmpgkrgkzbvjw.jpg	342284.8656	342285.6868	342285.7029	342288.7014
-3	zsun_aztxzdqhbookjzfk.jpg	342288.9100	342289.5353	342289.5586	342292.5763
-2	sun_ayqukzphzqiguvnc.jpg	342292.7872	342294.2387	342294.2531	342297.2513
-1	sun_amkigjbbrauvgdgg.jpg	342297.4587	342297.9838	342298.0024	342301.0005
0	sun_arxtwfsqslcwecww.jpg	342301.2106	342302.2482	342302.2768	342305.2711
1	sun_aaznyvntjefttmaz.jpg	342369.6841	342406.2314	342406.3181	342409.3160
2	sun_abntrinbqbsqoowj.jpg	342409.5218	342410.2786	342410.2956	342413.2936
3	sun_aapitsgbtktqubfy.jpg	342413.5019	342417.5197	342417.5548	342420.5711
4	sun_auetjleugthejgoc.jpg	342420.7798	342421.5269	342421.5548	342424.5523
5	sun_azqlhsjgbwpcseew.jpg	342424.7602	342425.2797	342425.3211	342428.3296
6	sun_alvdofgavhiiyosk.jpg	342428.5383	342429.0957	342429.1167	342432.1206
7	sun_aazqzpomyylceich.jpg	342432.3290	342432.9836	342433.0274	342436.0258
8	sun_ajrwezxmmjejxsbt.jpg	342436.2357	342437.0623	342437.0849	342440.0832
9	sun_aglpqkbwvbofhrgt.jpg	342440.2935	342441.1042	342441.1276	342444.1259
10	sun_azgmgniivgpqrqvu.jpg	342444.3361	342445.5961	342445.6434	342448.6417
11	sun_aleqenyvunhactkl.jpg	342448.8533	342449.6395	342449.6965	342452.6940
12	sun_azqyogdvyhahyram.jpg	342452.9038	342456.7116	342456.7865	342459.8050
13	sun_agldadusrezhmyva.jpg	342460.0119	342460.8313	342460.8544	342463.8720
14	sun_ajlxdvfhywnxqswk.jpg	342464.0790	342466.4636	342466.4864	342469.4849
15	sun_ahrhvpdhoamfdhpf.jpg	342469.6935	342470.2479	342470.2661	342473.2717
16	sun_anecxlyzpkjfxrgi.jpg	342473.4800	342474.0215	342474.0770	342477.0802
17	sun_ahmxuekfssakrqmm.jpg	342477.2883	342478.0876	342478.1110	342481.1091
18	sun_aigrduzwokggqqja.jpg	342481.3190	342481.9302	342481.9498	342484.9635
19	sun_awvfnogmotsvhofs.jpg	342485.1755	342485.5837	342485.5988	342488.5961
20	sun_akuognalfgmelepa.jpg	342488.8025	342489.1585	342489.2325	342492.2480
21	sun_azxetkujrgobhzbi.jpg	342492.4542	342492.9195	342492.9507	342495.9489
22	sun_abdiiftvfbsqoreg.jpg	342496.1554	342496.6806	342496.7232	342499.7204
23	labelme_jdgkziouohmryxw.jpg	342499.9296	342501.4464	342501.5034	342504.5135
24	sun_auwldxtolpavypst.jpg	342504.7194	342505.1663	342505.2197	342508.2179
25	sun_ahvszpwjtodgwusx.jpg	342508.4281	342511.1836	342511.2032	342514.2135
26	sun_avtdeaxixgmwquck.jpg	342514.4218	342514.8957	342514.9782	342517.9895
27	sun_aqgljqwslycnxfzi.jpg	342518.2005	342519.2395	342519.2782	342522.2765
28	sun_akjkxldecwnanoah.jpg	342522.4869	342523.2462	342523.2635	342526.2728
29	sun_aqyyqhbfyinaxiuf.jpg	342526.4787	342526.8636	342526.8864	342529.8846
30	sun_acselzrpurxmucxu.jpg	342530.0951	342530.7506	342530.7920	342533.7893
31	sun_ajnvbqoszcilcmds.jpg	342533.9966	342534.6479	342534.6867	342537.6851
32	labelme_huhykljhyigbhct.jpg	342537.8950	342538.2872	342538.3281	342541.3261
33	sun_agrhekhltqnhqoau.jpg	342541.5344	342542.1195	342542.1447	342545.1431
34	sun_akwvdhqsbtcesevi.jpg	342545.3541	342546.0705	342546.1353	342549.1336
35	sun_aiyvqzhwvppwbskj.jpg	342549.3438	342549.9352	342549.9768	342552.9750
36	sun_avnmtylgpdxtehve.jpg	342553.1833	342553.6711	342553.7015	342556.6998
37	sun_aepbpufpcgbxxcdd.jpg	342556.9088	342557.6067	342557.6536	342560.6519
38	labelme_uogxwpbmtxcnafj.jpg	342560.8602	342561.9662	342562.0084	342565.0054
39	sun_ajbfafirxjclbnxl.jpg	342565.2125	342566.3428	342566.3843	342569.3826
40	sun_aixacgstjgjpkhyx.jpg	342569.5925	342570.7034	342570.7931	342573.7917
41	sun_aepdfzurhsaporkg.jpg	342574.0034	342574.7916	342574.8425	342577.8407
42	sun_ahqjwnzgolcaoidx.jpg	342578.0466	342582.5021	342582.5615	342585.5598
43	labelme_qglnhnudtmzmocz.jpg	342585.7690	342587.0075	342587.0333	342590.0261
44	sun_agztutxlbisetcoy.jpg	342590.2284	342591.2944	342591.3110	342594.3208
45	sun_acrnjwraljsrcesa.jpg	342594.5276	342595.6320	342595.6833	342598.6804
46	sun_aheymxjdkejwbehi.jpg	342598.8954	342605.0634	342605.0875	342608.0910
47	sun_azbjiqtpgvxjjuzr.jpg	342608.3016	342610.2796	342610.3618	342613.3601
48	sun_alvoexkareccqxgq.jpg	342613.5705	342615.3036	342615.3247	342618.3217
49	sun_apbmvnchyjqxptff.jpg	342618.5306	342619.4632	342619.4943	342622.4926
50	sun_aavzagnbsbymxlyh.jpg	342622.7039	342623.7755	342623.7953	342626.7936
51	sun_aitsjpidonnknvwm.jpg	342627.0036	342628.0876	342628.1369	342631.1350
52	sun_ayfwodsvoatztibh.jpg	342631.3461	342632.2475	342632.2904	342635.2875
53	sun_amppupofnobgmmut.jpg	342635.4967	342637.4880	342637.5082	342640.5052
54	sun_ajnzhggqkskokvyd.jpg	342640.7136	342642.2953	342642.3140	342645.3115
55	sun_aprmzdnceosyiiqx.jpg	342645.5213	342646.5499	342646.5900	342649.5829
56	sun_abwmjfnrmqjdltxn.jpg	342649.7848	342651.3008	342651.3180	342654.3161
57	sun_asinbgvcqvrnsssj.jpg	342654.5269	342659.2234	342659.2798	342662.2781
58	sun_apaviskbumvstgsv.jpg	342662.4880	342663.7118	342663.7581	342666.7553
59	sun_afkjkqlhqnwftaam.jpg	342666.9641	342668.1500	342668.1668	342671.1639
60	sun_awusemdipqlufrmt.jpg	342671.3705	342673.3425	342673.3579	342676.3687
61	sun_aorysgcktvwbovgc.jpg	342676.5784	342678.1034	342678.1451	342681.1480
62	sun_aqxypnffmypblepf.jpg	342681.3599	342682.8551	342682.9005	342685.9162
63	sun_acznlxcgnetogsai.jpg	342686.1263	342687.7265	342687.8112	342690.8098
64	sun_apaxvwendkkxoteh.jpg	342691.0191	342694.9275	342694.9706	342697.9691
65	sun_apbokiglhflrauxo.jpg	342698.1794	342699.9193	342699.9980	342702.9951
66	sun_ahovdllcccjqjyeb.jpg	342703.2048	342705.0155	342705.0363	342708.0343
67	sun_aowefbfvclkxfhop.jpg	342708.2435	342708.8861	342708.9286	342711.9268
68	sun_atfpttqtzuliaaim.jpg	342712.1361	342713.0395	342713.0700	342716.0685
69	sun_algkamzphkipsfil.jpg	342716.2793	342716.7583	342716.7831	342719.7802
70	sun_ataniphupyuxeowc.jpg	342719.9867	342720.3994	342720.4291	342723.4277
71	sun_ajmwiafzffjerzeb.jpg	342723.6393	342724.3194	342724.3453	342727.3518
72	sun_ayhqvuklxnmflgid.jpg	342727.5625	342728.5182	342728.5783	342731.5764
73	sun_ajnzlaendvxbrnmy.jpg	342731.7866	342732.9747	342733.0124	342736.0105
74	sun_aknopalvgzzgfngw.jpg	342736.2200	342737.0140	342737.0370	342740.0354
75	sun_aexxtzchsriqptwg.jpg	342740.2457	342741.4524	342741.5363	342744.5346
76	sun_afmgqyvomuhprelx.jpg	342744.7457	342746.9759	342746.9952	342750.0096
77	sun_aevezokbkeojznwq.jpg	342750.2210	342752.1664	342752.1897	342755.1946
78	sun_adcrxklhlbwrbkgm.jpg	342755.4029	342757.3739	342757.4146	342760.4227
79	sun_aepvxmukjcxphfiy.jpg	342760.6288	342762.9033	342762.9224	342765.9201
80	sun_aqgncenzjwahkkgv.jpg	342766.1303	342769.3191	342769.3722	342772.3702
81	sun_aijkdpqohzcmjsco.jpg	342772.5777	342774.7949	342774.8366	342777.8351
82	sun_auyrvbsgjzcbllwy.jpg	342778.0461	342779.4877	342779.5112	342782.5091
83	sun_aqrdtsxisrulfusj.jpg	342782.7194	342784.1436	342784.2123	342787.2201
