stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
sun_aigrduzwokggqqja.jpg	1	0.419	0.217	1117.983	726.517	0.216	0.062	0.0	11	kitchen island
sun_aigrduzwokggqqja.jpg	1	0.419	0.217	1117.983	726.517	0.216	0.062	0.0	15	sink
sun_aigrduzwokggqqja.jpg	2	0.652	0.283	1180.550	748.585	0.182	0.080	0.0	11	kitchen island
sun_aigrduzwokggqqja.jpg	2	0.652	0.283	1180.550	748.585	0.182	0.080	0.0	15	sink
sun_aigrduzwokggqqja.jpg	3	0.961	0.667	1456.710	712.315	0.177	0.056	0.0	14	refrigerator
sun_aigrduzwokggqqja.jpg	4	1.652	0.167	1611.418	690.338	0.132	0.039	0.0	18	vase
sun_aigrduzwokggqqja.jpg	5	1.836	0.658	1645.000	690.855	0.166	0.061	0.0	18	vase
sun_aigrduzwokggqqja.jpg	6	2.794	0.167	1059.783	729.883	0.211	0.089	0.0	11	kitchen island
