Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-031_task-EyeTracking_physio	1	-4504.567	-3479.549	1025.018	1272.590	718.185	0.098	0.084	0.456	0.896
sub-031_task-EyeTracking_physio	1	-3346.213	-2429.527	916.686	1295.528	714.383	0.127	0.070	0.393	0.585
sub-031_task-EyeTracking_physio	1	-2237.855	245.542	2483.397	1275.240	707.283	0.152	0.169	0.758	1.095
sub-031_task-EyeTracking_physio	1	278.874	437.210	158.336	1258.235	790.830	0.085	0.017	0.167	0.249
sub-031_task-EyeTracking_physio	1	462.210	612.215	150.005	1154.140	822.965	0.094	0.021	0.139	0.263
sub-031_task-EyeTracking_physio	1	645.549	820.554	175.005	1088.540	520.060	0.079	0.024	0.179	0.213
sub-031_task-EyeTracking_physio	1	853.886	1187.231	333.345	927.000	474.238	0.088	0.021	0.240	0.271
sub-031_task-EyeTracking_physio	1	1253.897	1428.904	175.007	1623.925	502.040	0.073	0.015	0.207	0.234
sub-031_task-EyeTracking_physio	1	1462.236	1795.581	333.345	1655.053	506.267	0.070	0.025	0.343	0.225
sub-031_task-EyeTracking_physio	1	1828.913	2012.250	183.337	1257.175	769.485	0.167	0.070	0.428	0.527
sub-031_task-EyeTracking_physio	1	2028.916	2270.596	241.680	1167.835	847.615	0.136	0.061	0.434	0.388
sub-031_task-EyeTracking_physio	1	2303.929	2512.263	208.334	1022.310	898.035	0.124	0.047	0.329	0.366
sub-031_task-EyeTracking_physio	1	2570.606	2803.935	233.329	1150.832	939.942	0.134	0.067	0.371	0.484
sub-031_task-EyeTracking_physio	1	2837.273	3003.941	166.668	1367.037	858.105	0.110	0.031	0.265	0.289
sub-031_task-EyeTracking_physio	2	-737.739	-604.404	133.335	1281.658	729.875	0.108	0.031	0.185	0.366
sub-031_task-EyeTracking_physio	2	-462.731	278.949	741.680	1285.105	713.065	0.104	0.068	0.315	0.685
sub-031_task-EyeTracking_physio	2	303.948	553.954	250.006	1059.707	626.013	0.186	0.101	0.668	0.494
sub-031_task-EyeTracking_physio	2	578.958	970.634	391.676	968.465	575.110	0.069	0.018	0.162	0.264
sub-031_task-EyeTracking_physio	2	995.634	1245.640	250.006	1116.010	554.548	0.104	0.038	0.306	0.334
sub-031_task-EyeTracking_physio	2	1278.972	1545.645	266.673	1406.743	461.955	0.084	0.041	0.469	0.264
sub-031_task-EyeTracking_physio	2	1570.644	1837.316	266.672	1106.662	520.122	0.125	0.046	0.570	0.262
sub-031_task-EyeTracking_physio	2	1862.315	2070.658	208.343	952.835	463.415	0.123	0.039	0.379	0.314
sub-031_task-EyeTracking_physio	2	2095.657	2403.994	308.337	886.750	456.930	0.074	0.033	0.230	0.307
sub-031_task-EyeTracking_physio	2	2428.998	2604.004	175.006	1099.910	648.395	0.178	0.086	0.504	0.429
sub-031_task-EyeTracking_physio	2	2637.337	2929.005	291.668	1449.175	899.535	0.204	0.085	0.695	0.687
sub-031_task-EyeTracking_physio	3	-395.994	204.016	600.010	1288.135	695.967	0.095	0.084	0.385	0.710
sub-031_task-EyeTracking_physio	3	229.015	395.691	166.676	1160.540	686.347	0.104	0.037	0.269	0.413
sub-031_task-EyeTracking_physio	3	412.358	654.028	241.670	925.800	699.285	0.245	0.153	0.963	0.452
sub-031_task-EyeTracking_physio	3	670.695	1029.038	358.343	891.440	761.545	0.069	0.035	0.248	0.397
sub-031_task-EyeTracking_physio	3	1045.705	1279.041	233.336	870.785	708.220	0.091	0.041	0.171	0.440
sub-031_task-EyeTracking_physio	3	1320.711	1487.381	166.670	1560.025	601.378	0.203	0.082	0.584	0.297
sub-031_task-EyeTracking_physio	3	1512.381	1720.721	208.340	1595.675	629.520	0.056	0.018	0.154	0.325
sub-031_task-EyeTracking_physio	3	1745.721	1937.390	191.669	1373.085	860.035	0.234	0.119	0.491	0.876
sub-031_task-EyeTracking_physio	3	1962.395	2254.067	291.672	1211.170	812.570	0.092	0.036	0.343	0.328
sub-031_task-EyeTracking_physio	3	2279.066	2562.404	283.338	1437.430	904.168	0.163	0.073	0.705	0.373
sub-031_task-EyeTracking_physio	3	2604.074	2870.749	266.675	1196.090	714.408	0.071	0.023	0.242	0.321
sub-031_task-EyeTracking_physio	3	2887.416	3004.087	116.671	1171.888	667.697	0.086	0.017	0.105	0.254
sub-031_task-EyeTracking_physio	4	-195.929	245.751	441.680	1286.280	705.575	0.141	0.088	0.461	0.596
sub-031_task-EyeTracking_physio	4	295.750	579.085	283.335	1012.653	675.170	0.089	0.037	0.292	0.338
sub-031_task-EyeTracking_physio	4	612.417	1037.444	425.027	1332.555	612.325	0.099	0.047	0.429	0.336
sub-031_task-EyeTracking_physio	4	1054.110	1229.112	175.002	1375.360	636.085	0.084	0.030	0.174	0.271
sub-031_task-EyeTracking_physio	4	1254.112	1470.778	216.666	1312.640	499.160	0.114	0.036	0.207	0.532
