Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-127_task-EyeTracking_physio	1	-3327.459	-2877.448	450.011	1290.895	739.690	0.120	0.042	0.272	0.400
sub-127_task-EyeTracking_physio	1	-2860.781	-2610.782	249.999	1275.493	752.317	0.113	0.031	0.315	0.249
sub-127_task-EyeTracking_physio	1	-2594.105	-2069.097	525.008	1291.805	702.955	0.116	0.034	0.255	0.377
sub-127_task-EyeTracking_physio	1	-1885.766	-1702.422	183.344	1279.550	736.308	0.257	0.169	0.439	0.763
sub-127_task-EyeTracking_physio	1	-1510.748	289.293	1800.041	1288.957	742.820	0.096	0.053	0.651	0.472
sub-127_task-EyeTracking_physio	1	314.292	547.631	233.339	1322.398	788.237	0.077	0.046	0.256	0.446
sub-127_task-EyeTracking_physio	1	564.297	772.634	208.337	1360.090	878.125	0.080	0.014	0.163	0.153
sub-127_task-EyeTracking_physio	1	797.635	1080.974	283.339	1446.715	876.845	0.097	0.027	0.269	0.273
sub-127_task-EyeTracking_physio	1	1097.642	1330.981	233.339	1539.045	888.112	0.081	0.017	0.223	0.207
sub-127_task-EyeTracking_physio	1	1347.648	1947.658	600.010	1617.265	882.918	0.063	0.022	0.342	0.183
sub-127_task-EyeTracking_physio	1	1964.326	2147.665	183.339	1535.537	876.670	0.078	0.025	0.211	0.252
sub-127_task-EyeTracking_physio	1	2172.665	2364.334	191.669	1352.740	873.320	0.127	0.022	0.340	0.200
sub-127_task-EyeTracking_physio	1	2397.672	2614.340	216.668	1112.888	861.053	0.082	0.018	0.256	0.184
sub-127_task-EyeTracking_physio	1	2639.344	2872.678	233.334	1033.862	850.733	0.071	0.015	0.212	0.149
sub-127_task-EyeTracking_physio	2	-6101.564	-5984.894	116.670	954.255	612.888	0.078	0.009	0.115	0.218
sub-127_task-EyeTracking_physio	2	-5943.227	-5784.894	158.333	1273.920	688.390	0.128	0.034	0.310	0.277
sub-127_task-EyeTracking_physio	2	-5543.220	-5384.884	158.336	1286.830	725.475	0.088	0.016	0.165	0.132
sub-127_task-EyeTracking_physio	2	-3901.515	-3743.178	158.337	1303.955	752.260	0.124	0.030	0.225	0.320
sub-127_task-EyeTracking_physio	2	-3584.843	-3409.835	175.008	1294.905	738.910	0.140	0.071	0.310	0.587
sub-127_task-EyeTracking_physio	2	-901.442	431.923	1333.365	1283.850	739.950	0.100	0.056	0.390	0.753
sub-127_task-EyeTracking_physio	2	490.255	690.260	200.005	1334.175	670.757	0.078	0.021	0.172	0.300
sub-127_task-EyeTracking_physio	2	715.260	965.267	250.007	1382.162	618.155	0.107	0.044	0.327	0.377
sub-127_task-EyeTracking_physio	2	990.267	1556.944	566.677	1391.625	542.270	0.208	0.161	0.487	1.355
sub-127_task-EyeTracking_physio	2	1581.950	1781.951	200.001	1293.858	597.100	0.086	0.027	0.262	0.232
sub-127_task-EyeTracking_physio	2	1806.951	1956.953	150.002	1163.207	646.507	0.082	0.015	0.225	0.188
sub-127_task-EyeTracking_physio	2	1990.291	2281.963	291.672	1017.125	719.535	0.094	0.018	0.207	0.238
sub-127_task-EyeTracking_physio	2	2306.963	2590.302	283.339	961.303	772.303	0.077	0.015	0.199	0.188
sub-127_task-EyeTracking_physio	2	2615.301	2848.642	233.341	982.273	840.523	0.071	0.020	0.203	0.194
sub-127_task-EyeTracking_physio	2	2890.311	3006.976	116.665	1197.412	950.550	0.086	0.012	0.112	0.155
