trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_abcegrcyvvjrcyqh.jpg	11886.4360	11892.4311	11892.4379	11895.4360
-4	sun_agtnmpgkrgkzbvjw.jpg	11895.6425	11897.6808	11897.6892	11900.6869
-3	sun_alnurdgpqodhpawt.jpg	11900.8932	11901.9445	11901.9511	11904.9494
-2	sun_ayqukzphzqiguvnc.jpg	11905.1572	11906.3923	11906.3988	11909.3972
-1	sun_amkigjbbrauvgdgg.jpg	11909.6042	11911.0648	11911.0721	11914.0703
0	sun_arxtwfsqslcwecww.jpg	11914.2776	11915.4162	11915.4232	11918.4212
1	sun_aaznyvntjefttmaz.jpg	12003.4602	12004.5525	12004.5598	12007.5572
2	sun_abntrinbqbsqoowj.jpg	12007.7633	12009.2003	12009.2068	12012.2051
3	sun_aapitsgbtktqubfy.jpg	12012.4124	12013.3848	12013.3915	12016.3895
4	sun_auetjleugthejgoc.jpg	12016.5954	12019.5762	12019.5839	12022.5814
5	sun_azqlhsjgbwpcseew.jpg	12022.7891	12024.5605	12024.5671	12027.5652
6	sun_alvdofgavhiiyosk.jpg	12027.7735	12029.2163	12029.2227	12032.2208
7	sun_aazqzpomyylceich.jpg	12032.4280	12033.7366	12033.7430	12036.7411
8	sun_ajrwezxmmjejxsbt.jpg	12036.9482	12039.7524	12039.7589	12042.7567
9	sun_aglpqkbwvbofhrgt.jpg	12042.9626	12044.3525	12044.3602	12047.3582
10	sun_azgmgniivgpqrqvu.jpg	12047.5640	12048.3842	12048.3923	12051.3899
11	sun_aleqenyvunhactkl.jpg	12051.5973	12052.9522	12052.9588	12055.9568
12	sun_azqyogdvyhahyram.jpg	12056.1666	12057.2725	12057.2789	12060.2771
13	sun_agldadusrezhmyva.jpg	12060.4842	12061.2965	12061.3052	12064.3026
14	sun_ajlxdvfhywnxqswk.jpg	12064.5101	12066.2804	12066.2882	12069.2862
15	sun_ahrhvpdhoamfdhpf.jpg	12069.4940	12070.8322	12070.8387	12073.8369
16	sun_anecxlyzpkjfxrgi.jpg	12074.0450	12075.2885	12075.2962	12078.2937
