Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-128_task-EyeTracking_physio	1	-132.306	334.367	466.673	1286.960	737.110	0.133	0.052	0.273	0.683
sub-128_task-EyeTracking_physio	1	359.367	467.701	108.334	1311.725	1091.233	2.996	18.951	3.236	8.765
sub-128_task-EyeTracking_physio	1	492.701	684.375	191.674	1265.265	708.415	0.163	0.034	0.158	0.506
sub-128_task-EyeTracking_physio	1	709.375	942.715	233.340	969.653	570.303	0.124	0.064	0.250	0.607
sub-128_task-EyeTracking_physio	1	959.382	1592.728	633.346	962.515	498.298	0.125	0.054	0.342	0.533
sub-128_task-EyeTracking_physio	1	1634.395	1892.734	258.339	1155.130	778.410	0.111	0.032	0.232	0.423
sub-128_task-EyeTracking_physio	1	1917.733	2442.745	525.012	1191.425	833.425	0.081	0.021	0.282	0.270
sub-128_task-EyeTracking_physio	1	2467.744	2659.417	191.673	1330.970	885.620	0.087	0.022	0.280	0.222
sub-128_task-EyeTracking_physio	1	2692.749	2867.756	175.007	1464.005	891.590	0.076	0.012	0.227	0.119
sub-128_task-EyeTracking_physio	1	2892.756	3009.433	116.677	1578.248	863.845	0.090	0.014	0.215	0.157
sub-128_task-EyeTracking_physio	2	-301.810	-101.809	200.001	1337.485	700.513	0.155	0.053	0.527	0.339
sub-128_task-EyeTracking_physio	2	-76.809	281.534	358.343	1289.785	714.920	0.089	0.028	0.252	0.323
sub-128_task-EyeTracking_physio	2	306.533	523.206	216.673	1324.403	652.442	0.069	0.023	0.174	0.339
sub-128_task-EyeTracking_physio	2	539.871	798.211	258.340	1355.605	571.355	0.231	0.064	0.188	0.892
sub-128_task-EyeTracking_physio	2	814.877	1048.216	233.339	1412.637	504.550	0.219	0.129	0.264	1.202
sub-128_task-EyeTracking_physio	2	1073.217	1331.556	258.339	1502.815	507.180	0.179	0.042	0.280	0.420
sub-128_task-EyeTracking_physio	2	1356.555	1664.898	308.343	1602.050	568.760	0.106	0.035	0.245	0.506
sub-128_task-EyeTracking_physio	2	1706.564	2298.241	591.677	1659.960	736.430	0.091	0.023	0.249	0.312
