Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-034_task-EyeTracking_physio	1	-9158.941	-8975.601	183.340	1300.580	730.210	0.100	0.028	0.161	0.354
sub-034_task-EyeTracking_physio	1	-8575.594	-8083.918	491.676	2525.297	1002.570	1.186	36.525	12.156	5.595
sub-034_task-EyeTracking_physio	1	-8050.580	-7775.575	275.005	2497.868	1289.440	0.906	2.427	2.731	2.706
sub-034_task-EyeTracking_physio	1	-7608.905	-7400.565	208.340	1389.615	793.475	0.085	0.032	0.226	0.294
sub-034_task-EyeTracking_physio	1	-7350.566	-7217.230	133.336	1882.950	1345.312	0.211	0.148	0.595	0.630
sub-034_task-EyeTracking_physio	1	-7200.564	-7008.892	191.672	1959.015	1517.220	0.216	0.079	0.287	0.567
sub-034_task-EyeTracking_physio	1	-5458.862	-5275.521	183.341	1754.957	1253.303	0.539	0.951	1.907	1.349
sub-034_task-EyeTracking_physio	1	-5217.189	-5000.516	216.673	1343.387	805.405	0.063	0.024	0.217	0.320
sub-034_task-EyeTracking_physio	1	-4683.845	-4400.507	283.338	1338.540	772.515	0.063	0.016	0.157	0.358
sub-034_task-EyeTracking_physio	1	-4100.497	-3958.827	141.670	1522.910	940.765	0.549	0.787	0.867	1.609
sub-034_task-EyeTracking_physio	1	-3933.827	-3792.159	141.668	1829.480	1361.690	0.317	0.124	0.283	0.885
sub-034_task-EyeTracking_physio	1	-3758.827	-3575.487	183.340	1934.110	1518.158	0.191	0.078	0.321	0.651
sub-034_task-EyeTracking_physio	1	-3550.487	-3408.818	141.669	1927.860	1545.480	0.377	0.179	0.343	1.123
sub-034_task-EyeTracking_physio	1	-3150.478	-2933.805	216.673	1296.195	891.860	0.092	0.050	0.298	0.480
sub-034_task-EyeTracking_physio	1	-2892.139	-2742.138	150.001	1785.305	1346.503	0.189	0.048	0.260	0.400
sub-034_task-EyeTracking_physio	1	-2700.471	-2500.464	200.007	1919.380	1563.065	0.297	0.109	0.288	1.019
sub-034_task-EyeTracking_physio	1	-2208.792	-1883.784	325.008	1308.625	778.695	0.062	0.015	0.135	0.314
sub-034_task-EyeTracking_physio	1	-1858.784	-1667.117	191.667	1285.555	759.590	0.090	0.019	0.176	0.203
sub-034_task-EyeTracking_physio	1	-1258.775	-1067.102	191.673	1380.140	731.065	0.086	0.043	0.111	0.628
sub-034_task-EyeTracking_physio	1	-1058.768	-817.097	241.671	1306.855	750.150	0.161	0.052	0.556	0.331
