trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_abcegrcyvvjrcyqh.jpg	853823.6277	853826.9705	853826.9833	853829.9815
-4	sun_agtnmpgkrgkzbvjw.jpg	853830.1909	853831.7865	853831.7931	853834.7914
-3	sun_alnurdgpqodhpawt.jpg	853835.0013	853835.5223	853835.5308	853838.5289
-2	sun_ayqukzphzqiguvnc.jpg	853838.7395	853839.3145	853839.3265	853842.3248
-1	sun_amkigjbbrauvgdgg.jpg	853842.5324	853842.8501	853842.8605	853845.8582
0	sun_arxtwfsqslcwecww.jpg	853846.0645	853846.6422	853846.6503	853849.6480
1	sun_aaznyvntjefttmaz.jpg	853936.5676	853937.9218	853937.9254	853940.9225
2	sun_abntrinbqbsqoowj.jpg	853941.1378	853941.6341	853941.6412	853944.6388
3	sun_aapitsgbtktqubfy.jpg	853944.8458	853947.1141	853947.1256	853950.1226
4	sun_auetjleugthejgoc.jpg	853950.3324	853950.7142	853950.7207	853953.7179
5	sun_azqlhsjgbwpcseew.jpg	853953.9255	853954.4982	853954.5047	853957.5024
6	sun_alvdofgavhiiyosk.jpg	853957.7082	853959.8660	853959.8759	853962.8753
7	sun_aazqzpomyylceich.jpg	853963.0819	853963.6022	853963.6092	853966.6068
8	sun_ajrwezxmmjejxsbt.jpg	853966.8150	853967.2423	853967.2487	853970.2463
9	sun_aglpqkbwvbofhrgt.jpg	853970.4526	853971.7622	853971.7707	853974.7679
10	sun_azgmgniivgpqrqvu.jpg	853974.9736	853975.3142	853975.3208	853978.3187
11	sun_aleqenyvunhactkl.jpg	853978.5263	853981.2662	853981.2735	853984.2712
12	sun_azqyogdvyhahyram.jpg	853984.4769	853984.8337	853984.8459	853987.8439
13	sun_agldadusrezhmyva.jpg	853988.0509	853989.9782	853989.9848	853992.9822
14	sun_ajlxdvfhywnxqswk.jpg	853993.1908	853993.6420	853993.6501	853996.6479
15	sun_ahrhvpdhoamfdhpf.jpg	853996.8540	853997.2688	853997.2773	854000.2749
16	sun_anecxlyzpkjfxrgi.jpg	854000.4811	854002.1942	854002.2034	854005.2004
17	sun_ahmxuekfssakrqmm.jpg	854005.4105	854005.7301	854005.7366	854008.7347
18	sun_aigrduzwokggqqja.jpg	854008.9445	854009.2108	854009.2207	854012.2187
19	sun_awvfnogmotsvhofs.jpg	854012.4247	854012.7860	854012.7924	854015.7905
20	sun_akuognalfgmelepa.jpg	854016.0019	854016.8343	854016.8409	854019.8379
21	sun_azxetkujrgobhzbi.jpg	854020.0442	854022.0343	854022.0430	854025.0406
22	sun_abdiiftvfbsqoreg.jpg	854025.2469	854025.5026	854025.5099	854028.5078
23	labelme_jdgkziouohmryxw.jpg	854028.7154	854029.3222	854029.3293	854032.3269
24	sun_auwldxtolpavypst.jpg	854032.5327	854033.1140	854033.1227	854036.1203
25	sun_ahvszpwjtodgwusx.jpg	854036.3263	854036.9939	854037.0022	854040.0000
