t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
1499130884911	1264.39	695.60	1246.55	700.70	2.9458	2.9282
1499130893244	1276.61	697.40	1250.62	705.49	2.9193	2.9342
1499130901577	1277.03	700.04	1251.28	698.68	2.9113	2.9279
1499130909910	1277.64	701.25	1252.37	701.55	2.9283	2.9340
1499130918244	1276.60	705.71	1246.29	692.15	2.9326	2.9288
1499130926577	1275.15	693.48	1248.17	696.94	2.9119	2.9294
1499130934911	1274.56	690.85	1251.13	699.78	2.9150	2.9393
1499130943244	1277.00	702.48	1245.59	700.01	2.9166	2.9382
1499130951577	1274.97	701.72	1244.60	695.11	2.9156	2.9397
1499130959909	1269.77	700.43	1245.72	691.25	2.9142	2.9310
1499130968243	1273.59	710.64	1249.18	686.82	2.9164	2.9359
1499130976576	1267.11	715.05	1249.73	693.54	2.9301	2.9358
1499130984909	1275.12	709.28	1245.80	693.57	2.9193	2.9287
1499130993243	1278.43	713.78	1249.27	701.03	2.9378	2.9410
1499131001576	1271.11	708.14	1249.82	705.91	2.9166	2.9348
1499131009910	1272.62	712.51	1250.60	707.63	2.9281	2.9635
1499131018248	1275.86	712.41	1246.26	702.97	2.9319	2.9597
1499131026581	1272.57	722.83	1253.82	698.73	2.9700	2.9579
1499131034914	1277.69	711.76	1250.95	694.69	2.9554	2.9582
1499131043247	1271.91	705.69	1248.53	691.07	2.9418	2.9608
1499131051580	1269.42	703.04	1254.37	696.21	2.9385	2.9640
1499131059914	1271.90	704.93	1247.39	690.70	2.9414	2.9699
1499131068246	1274.38	696.25	1244.41	687.58	2.9481	2.9669
1499131076580	1276.68	696.64	1254.07	689.56	2.9559	2.9868
1499131084913	1274.03	690.55	1246.69	688.13	2.9468	2.9854
1499131093247	1278.83	690.76	1245.50	691.28	2.9694	3.0057
1499131101579	1274.89	697.73	1245.25	695.04	2.9698	3.0161
1499131109912	1272.86	692.38	1240.06	684.77	2.9724	2.9974
1499131118246	1274.35	699.20	1245.77	689.09	2.9778	3.0271
1499131126579	1278.39	693.84	1247.40	695.09	2.9756	3.0166
1499131134913	1272.04	699.86	1245.85	700.89	2.9967	3.0199
1499131143250	1268.80	693.97	1244.96	699.06	2.9795	3.0376
1499131151583	1278.00	704.49	1240.27	690.17	3.0078	3.0337
1499131159917	1273.35	703.68	1244.73	700.84	2.9908	3.0321
1499131168249	1271.74	711.56	1249.43	698.98	3.0163	3.0446
1499131176582	1274.76	736.27	1246.28	701.16	3.0930	3.0675
1499131184916	1275.64	698.59	1248.12	693.66	3.0232	3.0383
1499131193248	1274.40	697.84	1242.88	697.03	3.0216	3.0697
1499131201582	1273.20	702.31	1247.89	698.96	3.0284	3.0783
1499131209915	1277.62	698.92	1254.40	690.11	3.0302	3.0594
1499131218249	1269.57	701.16	1249.69	688.10	3.0414	3.0695
1499131226582	1274.38	691.91	1245.50	693.59	3.0422	3.0964
1499131234915	1276.37	704.03	1254.30	693.35	3.0666	3.0814
1499131243249	1276.17	722.72	1255.88	693.02	3.1334	3.0885
1499131251581	1278.26	738.04	1254.58	697.35	3.1674	3.0941
1499131259914	1283.47	700.08	1255.77	698.28	3.0637	3.0981
1499131268248	1282.38	747.58	1261.87	692.57	3.1806	3.1030
1499131276585	1276.85	732.67	1253.33	697.62	3.1428	3.0964
1499131284919	1275.82	729.41	1247.79	705.93	3.1278	3.1116
1499131293251	1271.64	707.75	1242.92	707.58	3.0940	3.1309
1499131301585	1280.07	718.49	1249.28	713.05	3.1519	3.1188
1499131309919	1278.28	715.89	1245.32	709.05	3.1411	3.1268
1499131318251	1279.05	712.73	1241.42	716.26	3.1501	3.1393
1499131326584	1276.25	742.16	1249.34	702.27	3.2277	3.1232
1499131334917	1280.74	716.63	1242.93	743.41	3.1505	3.2058
1499131343251	1280.90	731.69	1247.32	722.84	3.2088	3.1590
1499131351584	1273.25	747.56	1248.36	718.09	3.2591	3.1717
1499131359917	1282.14	758.97	1246.38	704.95	3.2546	3.1405
1499131368251	1281.17	759.94	1244.80	726.14	3.2782	3.1929
1499131376584	1281.89	777.86	1243.83	739.93	3.2918	3.2267
1499131384918	1275.37	774.28	1248.86	715.76	3.2940	3.1823
1499131393250	1283.38	772.75	1243.32	712.17	3.3001	3.1756
1499131401583	1277.99	772.79	1243.71	706.59	3.2987	3.1950
1499131409923	1278.00	751.99	1245.46	701.13	3.2850	3.1926
1499131418255	1278.75	765.88	1240.84	719.27	3.3082	3.2419
1499131426589	1284.80	758.17	1245.54	701.11	3.3175	3.2108
1499131434922	1281.18	764.39	1241.94	696.63	3.3336	3.2065
1499131443255	1286.60	769.27	1247.08	726.79	3.3497	3.2808
1499131451589	1282.09	763.05	1243.42	717.75	3.3364	3.2680
1499131459922	1281.07	757.65	1248.44	703.60	3.3419	3.2525
1499131468255	1281.33	765.96	1254.28	697.08	3.3470	3.2293
1499131476588	1280.02	759.16	1247.38	724.36	3.3375	3.2643
1499131484921	1282.20	777.33	1251.69	718.47	3.3875	3.2610
