Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-010_task-EyeTracking_physio	1	-255626.768	-255335.096	291.672	1289.520	742.855	0.075	0.033	0.208	0.526
sub-010_task-EyeTracking_physio	1	-255093.427	-254893.419	200.008	1279.747	746.707	0.076	0.017	0.115	0.410
sub-010_task-EyeTracking_physio	1	-254868.420	-254660.082	208.338	1286.990	755.775	0.084	0.013	0.103	0.315
sub-010_task-EyeTracking_physio	1	-254110.072	-253543.396	566.676	1293.108	763.868	0.064	0.036	0.217	0.354
sub-010_task-EyeTracking_physio	1	-252976.713	-252785.045	191.668	1295.430	745.620	0.079	0.040	0.236	0.561
sub-010_task-EyeTracking_physio	1	-252768.379	-252493.373	275.006	1288.625	760.085	0.066	0.021	0.198	0.271
sub-010_task-EyeTracking_physio	1	-251826.700	-251610.019	216.681	1290.298	784.848	0.141	0.053	0.152	0.501
sub-010_task-EyeTracking_physio	1	-251401.675	-250860.001	541.674	1288.405	758.450	0.100	0.130	0.362	0.805
sub-010_task-EyeTracking_physio	1	-250626.661	-250443.328	183.333	1292.120	788.582	0.080	0.019	0.118	0.411
sub-010_task-EyeTracking_physio	1	-250418.328	-250243.323	175.005	1357.065	784.495	0.151	0.077	0.407	0.393
sub-010_task-EyeTracking_physio	1	-249426.645	-249276.634	150.011	1301.690	784.577	0.110	0.028	0.196	0.310
sub-010_task-EyeTracking_physio	1	-249034.960	-248851.625	183.335	1314.473	796.160	0.107	0.036	0.251	0.304
sub-010_task-EyeTracking_physio	1	-248818.292	-248459.951	358.341	1282.270	770.020	0.085	0.033	0.178	0.408
sub-010_task-EyeTracking_physio	1	-247893.277	-247734.930	158.347	1297.545	779.165	0.109	0.064	0.213	0.565
sub-010_task-EyeTracking_physio	1	-247476.589	-247334.922	141.667	1277.660	776.295	0.091	0.021	0.173	0.227
sub-010_task-EyeTracking_physio	1	-247326.589	-247159.919	166.670	1293.062	782.808	0.128	0.040	0.308	0.300
sub-010_task-EyeTracking_physio	1	-246909.913	-246743.243	166.670	1281.767	805.293	0.077	0.017	0.133	0.240
sub-010_task-EyeTracking_physio	1	-246418.241	-246268.228	150.013	1288.782	762.180	0.079	0.029	0.209	0.370
sub-010_task-EyeTracking_physio	1	-246259.895	-246101.560	158.335	1271.335	777.600	0.088	0.019	0.157	0.246
sub-010_task-EyeTracking_physio	1	-245509.875	-245118.199	391.676	1287.300	780.330	0.087	0.116	0.342	0.754
sub-010_task-EyeTracking_physio	1	-244576.526	-244468.190	108.336	1258.815	747.655	0.095	0.048	0.179	0.470
sub-010_task-EyeTracking_physio	1	-244459.857	-244126.520	333.337	1281.658	785.015	0.118	0.054	0.217	0.539
sub-010_task-EyeTracking_physio	1	-243859.843	-243684.840	175.003	1275.370	789.810	0.093	0.033	0.184	0.597
sub-010_task-EyeTracking_physio	1	-243401.490	-243259.829	141.661	1286.910	808.635	0.177	0.087	0.319	0.975
sub-010_task-EyeTracking_physio	1	-243026.480	-242843.144	183.336	1294.255	794.610	0.134	0.087	0.149	1.146
sub-010_task-EyeTracking_physio	1	-242584.814	-242418.137	166.677	1289.472	797.483	0.206	0.168	0.184	2.062
sub-010_task-EyeTracking_physio	1	-241909.800	-241418.112	491.688	1285.690	750.080	0.110	0.170	0.470	0.530
sub-010_task-EyeTracking_physio	1	-241409.780	-241134.773	275.007	1291.530	781.440	0.094	0.064	0.335	0.419
sub-010_task-EyeTracking_physio	1	-241118.106	-240784.765	333.341	1278.213	771.658	0.107	0.055	0.216	0.570
sub-010_task-EyeTracking_physio	1	-240459.759	-240051.418	408.341	1293.650	834.670	0.515	0.447	0.458	3.160
sub-010_task-EyeTracking_physio	1	-240026.418	-239868.077	158.341	1320.060	866.040	0.467	0.265	0.423	1.553
sub-010_task-EyeTracking_physio	1	-239851.411	-239368.070	483.341	1281.932	757.295	0.342	0.285	0.513	1.544
sub-010_task-EyeTracking_physio	1	-238976.395	-238701.384	275.011	1280.765	791.825	0.361	0.490	1.067	1.758
sub-010_task-EyeTracking_physio	1	-238434.712	-238168.040	266.672	1280.140	784.257	0.273	0.412	0.929	1.560
sub-010_task-EyeTracking_physio	1	-237843.035	-237526.364	316.671	1264.775	785.108	0.115	0.111	0.184	1.366
sub-010_task-EyeTracking_physio	1	-237284.692	-237001.348	283.344	1271.490	764.987	0.095	0.041	0.156	0.641
sub-010_task-EyeTracking_physio	1	-236626.355	-235968.000	658.355	1270.105	775.530	0.085	0.051	0.369	0.609
sub-010_task-EyeTracking_physio	1	-235951.328	-235809.658	141.670	1277.530	762.175	0.060	0.006	0.096	0.152
sub-010_task-EyeTracking_physio	1	-235517.996	-235259.649	258.347	1268.975	775.840	0.063	0.034	0.208	0.413
sub-010_task-EyeTracking_physio	1	-235226.316	-234859.641	366.675	1279.992	768.047	0.074	0.036	0.362	0.289
sub-010_task-EyeTracking_physio	1	-234576.313	-231817.911	2758.402	1268.510	772.350	0.074	0.043	0.255	0.801
sub-010_task-EyeTracking_physio	1	-231551.247	-231126.232	425.015	1267.630	780.260	0.079	0.095	0.352	0.755
sub-010_task-EyeTracking_physio	1	-230842.892	-230584.554	258.338	1269.635	777.085	0.078	0.028	0.217	0.359
sub-010_task-EyeTracking_physio	1	-230267.884	-229926.207	341.677	1263.070	770.390	0.102	0.066	0.480	0.807
sub-010_task-EyeTracking_physio	1	-229259.529	-229109.518	150.011	1275.403	773.225	0.107	0.053	0.211	0.611
sub-010_task-EyeTracking_physio	1	-228734.517	-227676.152	1058.365	1270.185	756.560	0.079	0.033	0.379	0.332
sub-010_task-EyeTracking_physio	1	-227534.492	-227301.145	233.347	2386.193	616.600	0.113	0.031	0.331	0.263
sub-010_task-EyeTracking_physio	1	-227267.812	-227051.151	216.661	2474.193	605.655	0.124	0.046	0.316	0.313
sub-010_task-EyeTracking_physio	1	-227042.809	-226909.484	133.325	2495.670	612.325	0.194	0.082	0.291	0.610
sub-010_task-EyeTracking_physio	1	-226676.137	-226501.129	175.008	1251.275	740.845	0.154	0.059	0.191	0.639
sub-010_task-EyeTracking_physio	1	-226476.129	-226251.133	224.996	1283.920	750.390	0.117	0.031	0.215	0.347
sub-010_task-EyeTracking_physio	1	-226234.467	-225876.127	358.340	1270.335	765.195	0.072	0.026	0.178	0.400
sub-010_task-EyeTracking_physio	1	-225634.455	-225484.445	150.010	1280.345	776.398	0.083	0.023	0.186	0.298
sub-010_task-EyeTracking_physio	1	-225192.776	-224992.768	200.008	1284.013	760.788	0.088	0.044	0.286	0.460
sub-010_task-EyeTracking_physio	1	-224701.104	-224526.097	175.007	1279.850	780.090	0.094	0.031	0.220	0.457
sub-010_task-EyeTracking_physio	1	-224259.427	-224117.758	141.669	1273.760	771.695	0.140	0.068	0.159	0.904
sub-010_task-EyeTracking_physio	1	-223842.743	-223692.740	150.003	1269.142	775.280	0.087	0.022	0.103	0.315
sub-010_task-EyeTracking_physio	1	-223251.068	-223092.725	158.343	1275.250	872.475	0.990	6.304	2.026	8.003
sub-010_task-EyeTracking_physio	1	-223067.726	-222909.394	158.332	1256.590	453.070	0.123	0.062	0.263	0.433
sub-010_task-EyeTracking_physio	1	-222884.395	-222659.386	225.009	1268.835	712.755	0.170	0.064	0.165	0.891
sub-010_task-EyeTracking_physio	1	-222642.719	-222259.377	383.342	1267.600	778.237	0.091	0.036	0.170	0.440
sub-010_task-EyeTracking_physio	1	-222234.386	-221926.032	308.354	1264.655	815.605	0.069	0.015	0.133	0.291
sub-010_task-EyeTracking_physio	1	-221909.367	-221609.364	300.003	1260.800	856.755	0.068	0.012	0.143	0.242
sub-010_task-EyeTracking_physio	1	-221592.697	-221342.688	250.009	1256.895	901.733	0.068	0.010	0.131	0.175
sub-010_task-EyeTracking_physio	1	-221326.022	-221042.685	283.337	1251.345	930.957	0.096	0.019	0.172	0.257
sub-010_task-EyeTracking_physio	1	-221026.018	-220759.346	266.672	1244.363	971.527	0.052	0.010	0.134	0.179
sub-010_task-EyeTracking_physio	1	-220742.675	-220434.339	308.336	1238.260	1011.250	0.069	0.019	0.130	0.295
sub-010_task-EyeTracking_physio	1	-220300.999	-220167.674	133.325	1220.408	1284.475	1.102	0.274	0.193	1.143
sub-010_task-EyeTracking_physio	1	-220117.666	-219959.324	158.342	1217.255	1062.320	0.070	0.028	0.148	0.588
sub-010_task-EyeTracking_physio	1	-219934.333	-219775.989	158.344	1241.560	728.520	0.111	0.020	0.207	0.246
sub-010_task-EyeTracking_physio	1	-219759.323	-219492.650	266.673	1274.390	755.793	0.074	0.017	0.235	0.245
sub-010_task-EyeTracking_physio	1	-219475.984	-219242.645	233.339	1265.360	787.465	0.085	0.017	0.204	0.257
sub-010_task-EyeTracking_physio	1	-219225.979	-218592.630	633.349	1261.553	807.278	0.084	0.020	0.248	0.291
sub-010_task-EyeTracking_physio	1	-218567.630	-218300.958	266.672	1267.412	836.332	0.908	3.042	1.147	6.381
sub-010_task-EyeTracking_physio	1	-218267.625	-217992.613	275.012	1232.650	435.985	0.126	0.048	0.242	0.552
sub-010_task-EyeTracking_physio	1	-217975.946	-217825.946	150.000	1240.270	478.623	0.124	0.024	0.168	0.306
sub-010_task-EyeTracking_physio	1	-217800.947	-217292.602	508.345	1279.020	784.050	0.087	0.025	0.207	0.447
sub-010_task-EyeTracking_physio	1	-217275.937	-216859.258	416.679	1273.457	760.358	0.090	0.030	0.245	0.356
sub-010_task-EyeTracking_physio	1	-216842.600	-216542.591	300.009	1284.743	769.252	0.086	0.016	0.234	0.170
sub-010_task-EyeTracking_physio	1	-209809.108	-209609.106	200.002	1290.903	430.558	0.164	0.060	0.257	0.384
sub-010_task-EyeTracking_physio	1	-209584.102	-209384.100	200.002	1287.910	743.260	0.171	0.106	0.330	0.695
sub-010_task-EyeTracking_physio	1	-209050.757	-208884.086	166.671	1247.780	453.385	0.183	0.112	0.410	0.706
sub-010_task-EyeTracking_physio	1	-208859.086	-208650.749	208.337	1263.555	691.545	0.191	0.076	0.278	0.832
sub-010_task-EyeTracking_physio	1	-208634.082	-208300.744	333.338	1269.878	775.220	0.093	0.051	0.314	0.413
sub-010_task-EyeTracking_physio	1	-208275.740	-208159.070	116.670	1285.078	1062.077	1.015	4.044	0.944	3.232
sub-010_task-EyeTracking_physio	1	-208134.070	-207450.718	683.352	1267.955	794.425	0.213	0.121	0.386	0.959
sub-010_task-EyeTracking_physio	1	-207434.052	-207334.049	100.003	1287.030	1146.480	0.407	1.728	0.547	2.113
sub-010_task-EyeTracking_physio	1	-207292.385	-207134.050	158.335	1270.040	777.175	0.195	0.039	0.173	0.500
sub-010_task-EyeTracking_physio	1	-206950.714	-206759.041	191.673	1283.015	866.620	0.580	0.812	0.406	4.640
sub-010_task-EyeTracking_physio	1	-206725.709	-206467.373	258.336	1280.925	817.130	0.161	0.061	0.245	0.494
sub-010_task-EyeTracking_physio	1	-206442.369	-205884.026	558.343	1269.625	787.320	0.124	0.054	0.269	0.496
sub-010_task-EyeTracking_physio	1	-205867.360	-205625.688	241.672	1264.580	808.250	0.084	0.022	0.186	0.272
sub-010_task-EyeTracking_physio	1	-205600.688	-205425.688	175.000	1265.685	1049.055	2.949	17.355	5.166	6.778
sub-010_task-EyeTracking_physio	1	-205392.349	-204909.013	483.336	1261.943	800.945	0.082	0.031	0.224	0.369
sub-010_task-EyeTracking_physio	1	-204892.347	-204300.668	591.679	1276.390	782.125	0.079	0.062	0.368	0.435
sub-010_task-EyeTracking_physio	1	-204058.999	-203800.660	258.339	1257.455	804.570	0.079	0.042	0.238	0.389
sub-010_task-EyeTracking_physio	1	-203792.327	-203525.654	266.673	1272.847	778.805	0.088	0.027	0.211	0.338
sub-010_task-EyeTracking_physio	1	-203517.321	-200433.926	3083.395	1275.247	761.597	0.083	0.051	0.319	0.633
sub-010_task-EyeTracking_physio	1	-200242.255	-200133.918	108.337	1271.500	807.660	0.481	0.265	0.254	2.850
sub-010_task-EyeTracking_physio	1	-199967.249	-198875.560	1091.689	1273.235	766.385	0.103	0.055	0.330	0.570
sub-010_task-EyeTracking_physio	1	-198708.887	-198450.547	258.340	1280.300	732.640	0.163	0.083	0.191	0.841
sub-010_task-EyeTracking_physio	1	-198442.214	-197933.870	508.344	1273.195	763.560	0.106	0.035	0.224	0.540
sub-010_task-EyeTracking_physio	1	-197917.204	-197533.862	383.342	1270.467	731.845	0.068	0.018	0.151	0.265
sub-010_task-EyeTracking_physio	1	-197508.862	-197183.861	325.001	1267.105	748.800	0.082	0.018	0.239	0.192
sub-010_task-EyeTracking_physio	1	-197150.520	-196908.852	241.668	1263.720	733.665	0.071	0.012	0.181	0.169
sub-010_task-EyeTracking_physio	1	-196875.515	-196250.504	625.011	1272.035	749.080	0.074	0.021	0.325	0.226
sub-010_task-EyeTracking_physio	1	-196000.499	-195558.820	441.679	1258.850	745.935	0.075	0.065	0.333	0.580
sub-010_task-EyeTracking_physio	1	-195542.154	-194708.803	833.351	1269.158	727.108	0.072	0.042	0.206	0.437
sub-010_task-EyeTracking_physio	1	-194692.136	-193875.450	816.686	1270.742	754.360	0.077	0.041	0.347	0.358
sub-010_task-EyeTracking_physio	1	-193858.783	-193750.450	108.333	1294.520	1252.440	NaN	10.783	1.452	7.247
sub-010_task-EyeTracking_physio	1	-193700.448	-192875.432	825.016	1275.990	770.165	0.084	0.055	0.341	0.639
sub-010_task-EyeTracking_physio	1	-192617.091	-192225.416	391.675	1256.190	788.685	0.109	0.099	0.296	0.690
sub-010_task-EyeTracking_physio	1	-192117.080	-191992.077	125.003	1264.210	1161.960	4.241	12.807	3.973	3.287
sub-010_task-EyeTracking_physio	1	-191717.072	-191567.068	150.004	1239.358	445.263	0.213	0.078	0.181	0.770
sub-010_task-EyeTracking_physio	1	-191542.069	-191192.061	350.008	1267.900	746.900	0.116	0.042	0.273	0.640
sub-010_task-EyeTracking_physio	1	-191183.728	-191017.061	166.667	1263.395	764.392	0.069	0.035	0.234	0.352
sub-010_task-EyeTracking_physio	1	-190792.053	-188875.341	1916.712	1271.825	764.010	0.082	0.089	0.403	0.909
