Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-120_task-EyeTracking_physio	1	-13783.431	-13633.430	150.001	1378.608	1716.510	0.257	0.193	0.813	0.511
sub-120_task-EyeTracking_physio	1	-13600.097	-13483.426	116.671	1987.983	1464.108	0.705	0.665	1.834	0.993
sub-120_task-EyeTracking_physio	1	-2366.495	-2191.492	175.003	1199.025	828.555	0.211	0.130	0.286	1.069
sub-120_task-EyeTracking_physio	1	-2141.488	-1966.487	175.001	1243.030	749.175	0.291	0.191	0.578	0.923
sub-120_task-EyeTracking_physio	1	-1908.150	-1541.479	366.671	1264.435	737.610	0.340	0.327	0.672	1.575
sub-120_task-EyeTracking_physio	1	-1449.808	-1224.800	225.008	814.055	1855.010	0.594	1.834	2.568	1.886
sub-120_task-EyeTracking_physio	1	-1149.801	-933.128	216.673	1266.165	779.908	0.410	0.432	0.735	1.450
sub-120_task-EyeTracking_physio	1	-908.129	366.909	1275.038	1279.630	730.710	0.209	0.193	0.991	0.731
sub-120_task-EyeTracking_physio	1	383.575	516.908	133.333	1320.100	749.023	0.176	0.082	0.286	0.473
sub-120_task-EyeTracking_physio	1	533.575	800.251	266.676	1182.005	729.207	0.180	0.075	0.289	0.484
sub-120_task-EyeTracking_physio	1	816.917	1033.591	216.674	1080.970	702.400	0.262	0.236	0.669	1.027
sub-120_task-EyeTracking_physio	1	1050.256	1500.270	450.014	1047.913	599.923	0.205	0.185	0.731	0.737
sub-120_task-EyeTracking_physio	1	1525.269	1850.274	325.005	967.240	549.655	0.212	0.107	0.316	1.023
sub-120_task-EyeTracking_physio	1	1866.941	2216.950	350.009	929.080	547.878	0.195	0.099	0.392	0.706
sub-120_task-EyeTracking_physio	1	2341.952	2600.290	258.338	1168.310	595.625	0.292	0.123	0.313	0.888
sub-120_task-EyeTracking_physio	1	2616.956	3000.300	383.344	1229.230	629.160	0.208	0.105	0.297	0.884
