trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_abcegrcyvvjrcyqh.jpg	2108013.1512	2108016.1703	2108016.1761	2108019.1762
-4	sun_agtnmpgkrgkzbvjw.jpg	2108019.3845	2108038.6454	2108038.6595	2108041.6596
-3	sun_alnurdgpqodhpawt.jpg	2108041.8679	2108043.5610	2108043.5679	2108046.5679
-2	sun_ayqukzphzqiguvnc.jpg	2108046.7763	2108047.6038	2108047.6096	2108050.6096
-1	sun_amkigjbbrauvgdgg.jpg	2108050.8179	2108069.2377	2108069.2429	2108072.2430
0	sun_arxtwfsqslcwecww.jpg	2108072.4513	2108088.0048	2108088.0180	2108091.0181
1	sun_aaznyvntjefttmaz.jpg	2108158.8682	2108162.1847	2108162.1933	2108165.1933
2	sun_abntrinbqbsqoowj.jpg	2108165.4099	2108166.7126	2108166.7183	2108169.7183
3	sun_aapitsgbtktqubfy.jpg	2108169.9266	2108171.1366	2108171.1433	2108174.1433
4	sun_auetjleugthejgoc.jpg	2108174.3516	2108174.7846	2108174.7933	2108177.7933
5	sun_azqlhsjgbwpcseew.jpg	2108178.0016	2108178.3128	2108178.3183	2108181.3183
6	sun_alvdofgavhiiyosk.jpg	2108181.5267	2108182.2967	2108182.3016	2108185.3017
7	sun_aazqzpomyylceich.jpg	2108185.5100	2108186.8888	2108186.8930	2108189.8933
8	sun_ajrwezxmmjejxsbt.jpg	2108190.1017	2108190.5047	2108190.5183	2108193.5184
9	sun_aglpqkbwvbofhrgt.jpg	2108193.7267	2108193.9364	2108193.9434	2108196.9434
10	sun_azgmgniivgpqrqvu.jpg	2108197.1517	2108197.4168	2108197.4267	2108200.4267
11	sun_aleqenyvunhactkl.jpg	2108200.6350	2108200.9042	2108200.9100	2108203.9100
12	sun_azqyogdvyhahyram.jpg	2108204.1184	2108204.3770	2108204.3850	2108207.3851
13	sun_agldadusrezhmyva.jpg	2108207.5934	2108207.8489	2108207.8601	2108210.8601
14	sun_ajlxdvfhywnxqswk.jpg	2108211.0684	2108213.0006	2108213.0101	2108216.0101
15	sun_ahrhvpdhoamfdhpf.jpg	2108216.2184	2108216.4725	2108216.4767	2108219.4768
16	sun_anecxlyzpkjfxrgi.jpg	2108219.6851	2108220.0887	2108220.1017	2108223.1018
17	sun_ahmxuekfssakrqmm.jpg	2108223.3101	2108223.5690	2108223.5768	2108226.5768
18	sun_aigrduzwokggqqja.jpg	2108226.7851	2108227.0725	2108227.0765	2108230.0768
19	sun_awvfnogmotsvhofs.jpg	2108230.2851	2108230.5765	2108230.5851	2108233.5851
20	sun_akuognalfgmelepa.jpg	2108233.7935	2108234.0065	2108234.0184	2108237.0185
21	sun_azxetkujrgobhzbi.jpg	2108237.2268	2108237.4408	2108237.4518	2108240.4518
22	sun_abdiiftvfbsqoreg.jpg	2108240.6601	2108240.8755	2108240.8852	2108243.8852
23	labelme_jdgkziouohmryxw.jpg	2108244.0935	2108244.4806	2108244.4851	2108247.4852
