t	gaze_point_LX	gaze_point_LY	gaze_point_RX	gaze_point_RY	pupil_diameter_L	pupil_diameter_R
870070880330	NaN	NaN	NaN	NaN	NaN	NaN
870070888663	NaN	NaN	NaN	NaN	NaN	NaN
870070896996	NaN	NaN	NaN	NaN	NaN	NaN
870070905330	NaN	NaN	NaN	NaN	NaN	NaN
870070913663	NaN	NaN	NaN	NaN	NaN	NaN
870070921997	NaN	NaN	NaN	NaN	NaN	NaN
870070930329	NaN	NaN	NaN	NaN	NaN	NaN
870070938662	NaN	NaN	NaN	NaN	NaN	NaN
870070946996	NaN	NaN	NaN	NaN	NaN	NaN
870070955329	NaN	NaN	NaN	NaN	NaN	NaN
870070963662	NaN	NaN	NaN	NaN	NaN	NaN
870070971995	NaN	NaN	NaN	NaN	NaN	NaN
870070980328	NaN	NaN	NaN	NaN	NaN	NaN
870070988662	1333.01	1047.28	NaN	NaN	3.0201	NaN
870070996995	1327.08	810.23	1338.65	800.75	2.8799	3.0435
870071005329	1334.43	687.99	1341.93	700.43	2.8242	3.0613
870071013662	1314.21	694.10	1343.17	734.22	2.8855	3.0237
870071021996	1324.91	720.28	1341.58	755.51	2.8366	2.9917
870071030328	1323.43	707.55	1345.77	750.78	2.8324	3.0046
870071038661	1331.64	695.10	1343.63	752.19	2.8334	3.0209
870071046995	1339.58	695.53	1352.10	746.70	2.8253	3.0211
870071055328	1337.21	689.42	1337.22	738.93	2.8406	3.0109
870071063661	1335.06	696.18	1341.90	729.78	2.8840	3.0026
870071071994	1331.63	686.98	1337.28	755.98	2.8635	3.0659
870071080328	1325.50	691.07	1336.12	765.20	2.8950	3.0972
870071088660	1325.66	690.73	1342.30	734.62	2.8681	3.0212
870071096994	1320.50	687.44	1339.47	747.96	2.8847	3.0491
870071105327	1323.61	689.67	1336.37	722.51	2.8622	2.9824
870071113661	1321.89	702.42	1341.52	744.58	2.8783	3.0355
870071121994	1328.33	690.88	1335.49	729.02	2.8724	3.0013
870071130334	1318.86	694.78	1336.91	728.78	2.8684	3.0042
870071138669	1329.27	699.68	1337.59	726.29	2.8925	2.9771
870071147002	1333.31	699.40	1337.80	724.95	2.8720	2.9813
870071155335	1335.90	700.75	1336.51	726.28	2.8728	2.9795
870071163669	1335.02	697.62	1337.41	728.11	2.8690	3.0050
870071172000	1332.98	691.45	1332.85	731.71	2.8635	3.0003
870071180334	1328.29	695.12	1338.50	733.19	2.8710	3.0005
870071188668	1333.48	688.17	1332.83	730.46	2.8521	3.0130
870071197001	1335.02	689.75	1327.78	729.72	2.8550	3.0007
870071205334	1329.12	690.33	1330.02	728.31	2.8627	3.0050
870071213668	1344.34	683.91	1325.56	727.51	2.8394	2.9870
870071222001	1335.97	689.98	1322.93	722.24	2.8638	2.9961
870071230335	1338.08	685.88	1329.93	726.58	2.8569	2.9933
870071238668	1320.28	684.21	1326.44	730.30	2.8684	3.0086
870071247000	1282.35	693.79	1281.42	715.10	2.8923	3.0028
870071255334	1277.10	676.67	1263.63	713.99	2.8809	3.0204
870071263672	1286.63	672.93	1265.62	709.73	2.8985	3.0247
870071272005	1284.33	677.11	1268.65	715.70	2.8896	3.0490
870071280339	1286.69	682.57	1262.74	713.23	2.9108	3.0399
870071288671	1273.81	677.83	1261.95	718.12	2.8853	3.0291
870071297005	1279.53	672.85	1261.40	721.57	2.8832	3.0482
870071305339	1281.23	684.00	1262.30	717.41	2.9073	3.0535
870071313672	1285.43	681.12	1266.04	718.21	2.9113	3.0431
870071322005	1283.72	679.93	1259.15	714.92	2.8908	3.0409
870071330337	1282.11	686.21	1265.78	719.98	2.9170	3.0373
