stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
sun_amgkcbncvhsceeuq.jpg	1	0.308	0.233	1145.245	671.510	0.072	0.028	0.0	21	window
sun_amgkcbncvhsceeuq.jpg	2	0.566	0.258	976.545	636.405	0.120	0.099	0.0	3	cabinet
sun_amgkcbncvhsceeuq.jpg	3	0.850	0.258	1049.495	655.675	0.113	0.053	0.0	21	window
sun_amgkcbncvhsceeuq.jpg	4	1.158	0.200	1096.970	651.550	0.077	0.022	0.0	21	window
sun_amgkcbncvhsceeuq.jpg	5	1.391	0.350	1413.740	614.590	0.094	0.075	0.0	0	other
sun_amgkcbncvhsceeuq.jpg	6	1.758	0.167	1480.433	577.087	0.124	0.055	0.0	6	extractor hood
sun_amgkcbncvhsceeuq.jpg	7	1.941	0.325	1579.605	587.710	0.128	0.093	0.0	18	shelves
sun_amgkcbncvhsceeuq.jpg	8	2.291	0.267	1602.048	817.870	0.181	0.129	0.0	3	cabinet
sun_amgkcbncvhsceeuq.jpg	9	2.583	0.300	1460.977	779.842	0.077	0.039	0.0	8	kitchen island
sun_amgkcbncvhsceeuq.jpg	9	2.583	0.300	1460.977	779.842	0.077	0.039	0.0	15	range
