stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
sun_algkamzphkipsfil.jpg	1	0.283	0.175	1042.805	674.370	0.071	0.016	0.0	6	cabinet
sun_algkamzphkipsfil.jpg	1	0.283	0.175	1042.805	674.370	0.071	0.016	0.0	9	plant
sun_algkamzphkipsfil.jpg	2	0.483	0.183	966.455	598.827	0.073	0.030	0.0	12	towel
sun_algkamzphkipsfil.jpg	3	0.708	0.258	936.865	688.200	0.064	0.025	0.0	6	cabinet
sun_algkamzphkipsfil.jpg	4	1.000	0.417	973.977	581.455	0.057	0.045	0.0	12	towel
sun_algkamzphkipsfil.jpg	5	1.441	0.242	1080.125	771.820	0.107	0.074	0.0	9	plant
sun_algkamzphkipsfil.jpg	5	1.441	0.242	1080.125	771.820	0.107	0.074	0.0	13	vase
sun_algkamzphkipsfil.jpg	6	1.708	0.350	1129.378	926.033	0.099	0.048	0.0	10	pot
sun_algkamzphkipsfil.jpg	7	2.091	0.158	1334.245	923.620	0.076	0.032	0.0	1	bathtub crop
sun_algkamzphkipsfil.jpg	8	2.266	0.192	1526.555	910.265	0.104	0.075	0.0	1	bathtub crop
sun_algkamzphkipsfil.jpg	8	2.266	0.192	1526.555	910.265	0.104	0.075	0.0	4	box
sun_algkamzphkipsfil.jpg	9	2.491	0.258	1526.610	640.640	0.143	0.091	0.0	0	other
sun_algkamzphkipsfil.jpg	10	2.783	0.217	1228.102	663.645	0.227	0.136	0.0	2	blind
