stimulus name	fixNr	startT	duration	X (pix)	Y (pix)	RMS	BCEA	data loss (%)	AOI nr	AOI name
sun_alxnnlzdudyhqwig.jpg	1	0.298	0.333	1126.495	655.330	0.067	0.033	0.0	0	other
sun_alxnnlzdudyhqwig.jpg	2	0.657	0.233	1072.505	640.245	0.077	0.040	0.0	21	microwave
sun_alxnnlzdudyhqwig.jpg	3	0.923	0.550	1191.922	624.885	0.067	0.047	0.0	14	extractor hood
sun_alxnnlzdudyhqwig.jpg	4	1.498	0.300	1094.463	614.112	0.052	0.020	0.0	21	microwave
sun_alxnnlzdudyhqwig.jpg	5	1.832	0.308	1282.880	817.570	0.127	0.070	0.0	9	chair
sun_alxnnlzdudyhqwig.jpg	5	1.832	0.308	1282.880	817.570	0.127	0.070	0.0	18	kitchen island
sun_alxnnlzdudyhqwig.jpg	6	2.157	0.150	1315.505	884.283	0.118	0.080	0.0	9	chair
sun_alxnnlzdudyhqwig.jpg	6	2.157	0.150	1315.505	884.283	0.118	0.080	0.0	18	kitchen island
sun_alxnnlzdudyhqwig.jpg	7	2.340	0.283	1204.242	699.028	0.095	0.050	0.0	0	other
sun_alxnnlzdudyhqwig.jpg	8	2.657	0.192	1543.535	711.515	0.099	0.031	0.0	27	plantpot
sun_alxnnlzdudyhqwig.jpg	8	2.657	0.192	1543.535	711.515	0.099	0.031	0.0	33	window
sun_alxnnlzdudyhqwig.jpg	9	2.873	0.125	1184.420	659.690	0.218	0.058	0.0	0	other
