trial	image	fixation_flip_time	space_press_time	image_flip_time	image_stop_time
-5	sun_abcegrcyvvjrcyqh.jpg	594830.6729	594837.9817	594838.0122	594841.0313
-4	sun_agtnmpgkrgkzbvjw.jpg	594841.2482	594845.2618	594845.2848	594848.3039
-3	sun_alnurdgpqodhpawt.jpg	594848.5208	594855.6288	594855.6766	594858.6957
-2	sun_ayqukzphzqiguvnc.jpg	594858.9125	594863.2777	594863.2994	594866.3186
-1	sun_amkigjbbrauvgdgg.jpg	594866.5354	594874.8779	594874.9089	594877.9280
0	sun_arxtwfsqslcwecww.jpg	594878.1449	594883.1978	594883.2323	594886.2515
1	sun_aaznyvntjefttmaz.jpg	594932.6726	594935.9417	594936.0253	594939.0444
2	sun_abntrinbqbsqoowj.jpg	594939.2613	594941.3018	594941.3296	594944.3487
3	sun_aapitsgbtktqubfy.jpg	594944.5656	594947.8213	594947.8683	594950.8874
4	sun_auetjleugthejgoc.jpg	594951.1042	594952.7897	594952.8223	594955.8414
5	sun_azqlhsjgbwpcseew.jpg	594956.0583	594958.2698	594958.3101	594961.3292
6	sun_alvdofgavhiiyosk.jpg	594961.5461	594964.5977	594964.6152	594967.6344
7	sun_aazqzpomyylceich.jpg	594967.8512	594969.8939	594969.9362	594972.9553
8	sun_ajrwezxmmjejxsbt.jpg	594973.1722	594975.4053	594975.4240	594978.4432
9	sun_aglpqkbwvbofhrgt.jpg	594978.6600	594979.9497	594979.9777	594982.9969
10	sun_azgmgniivgpqrqvu.jpg	594983.2137	594985.8856	594985.9326	594988.9517
11	sun_aleqenyvunhactkl.jpg	594989.1686	594994.3975	594994.4562	594997.4753
12	sun_azqyogdvyhahyram.jpg	594997.6921	595000.5256	595000.6112	595003.6303
13	sun_agldadusrezhmyva.jpg	595003.8472	595008.3738	595008.4009	595011.4200
14	sun_ajlxdvfhywnxqswk.jpg	595011.6368	595013.2375	595013.2715	595016.2906
15	sun_ahrhvpdhoamfdhpf.jpg	595016.5075	595019.2217	595019.2430	595022.2621
16	sun_anecxlyzpkjfxrgi.jpg	595022.4790	595026.0298	595026.0819	595029.1010
