Subject	RunNr	FixStart	FixEnd	FixDur	XPos	YPos	RMSxy	BCEA	FixRangeX	FixRangeY
sub-033_task-EyeTracking_physio	1	-2474.421	-2257.757	216.664	1267.935	738.938	0.266	0.094	0.231	1.028
sub-033_task-EyeTracking_physio	1	-2241.090	367.303	2608.393	1282.965	721.905	0.123	0.073	0.376	0.935
sub-033_task-EyeTracking_physio	1	433.973	850.648	416.675	1342.920	854.730	0.134	0.048	0.369	0.609
sub-033_task-EyeTracking_physio	1	900.648	1008.983	108.335	1570.530	525.040	0.090	0.029	0.257	0.275
sub-033_task-EyeTracking_physio	1	1033.983	1400.659	366.676	1656.277	491.905	0.106	0.036	0.402	0.258
sub-033_task-EyeTracking_physio	1	1525.661	1742.335	216.674	1246.440	666.735	0.384	0.121	0.236	1.300
sub-033_task-EyeTracking_physio	1	1775.668	2150.677	375.009	981.695	490.690	0.111	0.075	0.582	0.421
sub-033_task-EyeTracking_physio	1	2209.010	2542.353	333.343	1225.500	828.678	0.094	0.027	0.215	0.298
sub-033_task-EyeTracking_physio	1	2600.686	2809.026	208.340	1079.670	906.365	0.104	0.032	0.233	0.302
sub-033_task-EyeTracking_physio	1	2842.359	3000.692	158.333	1385.650	854.540	0.236	0.076	0.789	0.270
sub-033_task-EyeTracking_physio	2	-1265.978	-699.302	566.676	1283.457	711.028	0.105	0.051	0.250	0.831
sub-033_task-EyeTracking_physio	2	-565.966	300.722	866.688	1281.778	702.415	0.098	0.040	0.284	0.498
sub-033_task-EyeTracking_physio	2	325.720	750.734	425.014	1406.360	771.340	0.223	0.135	1.347	0.628
sub-033_task-EyeTracking_physio	2	1134.071	1384.075	250.004	1372.845	806.112	0.175	0.061	0.664	0.368
sub-033_task-EyeTracking_physio	2	1417.416	1717.420	300.004	1425.640	688.880	0.219	0.078	0.303	0.765
sub-033_task-EyeTracking_physio	2	1759.086	1984.093	225.007	1173.045	629.110	0.258	0.189	0.709	0.708
